id,total,profit,pharmacy_id,pharmacist_id,created_at,day,date,year,year_month_value,week_of_month
303,414.94,115.46,120,206,2025-03-23T10:56:56,23,2025-03-23,2025,2025-03,4
304,381.36,75.22,103,210,2026-02-28T11:02:45,28,2026-02-28,2026,2026-02,5
305,79.94,21.95,114,218,2026-02-11T09:52:30,11,2026-02-11,2026,2026-02,3
306,26.00,5.49,119,201,2025-01-27T15:13:38,27,2025-01-27,2025,2025-01,5
307,222.30,54.58,119,218,2026-02-04T13:37:54,4,2026-02-04,2026,2026-02,2
308,965.97,298.40,117,214,2026-01-01T13:55:12,1,2026-01-01,2026,2026-01,1
309,300.47,91.25,111,203,2026-07-01T13:38:13,1,2026-07-01,2026,2026-07,1
310,337.61,92.41,109,208,2025-12-19T13:13:13,19,2025-12-19,2025,2025-12,3
311,890.38,225.72,107,227,2025-09-13T10:58:20,13,2025-09-13,2025,2025-09,2
312,402.81,93.70,111,230,2025-07-06T10:29:13,6,2025-07-06,2025,2025-07,1
313,261.21,85.93,108,204,2025-04-15T13:08:08,15,2025-04-15,2025,2025-04,3
314,314.39,80.13,109,215,2026-04-20T08:34:39,20,2026-04-20,2026,2026-04,4
315,287.73,78.53,113,204,2025-01-13T10:13:12,13,2025-01-13,2025,2025-01,3
316,490.25,111.86,105,221,2026-06-18T11:47:40,18,2026-06-18,2026,2026-06,3
317,311.23,68.22,110,227,2025-08-12T10:03:20,12,2025-08-12,2025,2025-08,3
318,599.63,180.85,115,205,2025-02-13T18:34:41,13,2025-02-13,2025,2025-02,3
319,302.76,91.33,111,216,2026-07-04T09:57:18,4,2026-07-04,2026,2026-07,1
320,415.40,109.00,103,230,2025-01-22T14:52:37,22,2025-01-22,2025,2025-01,4
321,649.65,165.45,101,223,2025-11-28T16:31:36,28,2025-11-28,2025,2025-11,5
322,115.90,25.62,115,210,2026-06-03T14:54:00,3,2026-06-03,2026,2026-06,1
323,300.88,66.27,120,217,2026-02-01T11:27:23,1,2026-02-01,2026,2026-02,1
324,615.06,198.86,119,223,2025-02-02T18:23:41,2,2025-02-02,2025,2025-02,1
325,491.16,133.85,104,209,2025-03-04T14:34:13,4,2025-03-04,2025,2025-03,2
326,466.20,97.75,103,214,2025-07-17T17:34:44,17,2025-07-17,2025,2025-07,3
327,714.83,209.84,118,227,2026-01-02T16:21:02,2,2026-01-02,2026,2026-01,1
328,395.23,118.63,107,216,2026-03-17T13:53:17,17,2026-03-17,2026,2026-03,4
329,157.98,44.79,117,216,2026-02-11T08:00:12,11,2026-02-11,2026,2026-02,3
330,382.51,93.59,109,208,2025-01-07T13:28:02,7,2025-01-07,2025,2025-01,2
331,133.80,27.80,105,215,2025-06-08T09:42:59,8,2025-06-08,2025,2025-06,2
332,192.25,57.77,112,218,2025-09-13T12:14:29,13,2025-09-13,2025,2025-09,2
333,459.89,103.02,103,205,2025-04-08T18:50:09,8,2025-04-08,2025,2025-04,2
334,403.14,103.38,108,213,2025-08-21T19:53:00,21,2025-08-21,2025,2025-08,4
335,546.39,149.41,112,207,2026-06-21T08:44:58,21,2026-06-21,2026,2026-06,3
336,427.39,120.08,110,230,2025-08-16T15:51:47,16,2025-08-16,2025,2025-08,3
337,432.15,129.19,106,220,2025-05-14T10:27:18,14,2025-05-14,2025,2025-05,3
338,480.94,149.81,115,217,2026-02-28T15:42:37,28,2026-02-28,2026,2026-02,5
339,41.94,10.68,118,224,2025-05-30T16:01:06,30,2025-05-30,2025,2025-05,5
340,161.84,59.12,110,229,2025-03-29T10:02:44,29,2025-03-29,2025,2025-03,5
341,123.00,22.71,120,205,2025-01-15T14:14:56,15,2025-01-15,2025,2025-01,3
342,551.25,120.30,117,228,2026-07-05T11:51:25,5,2026-07-05,2026,2026-07,1
343,55.89,13.23,101,203,2025-01-19T14:51:21,19,2025-01-19,2025,2025-01,3
344,758.27,182.99,118,209,2025-10-05T08:57:58,5,2025-10-05,2025,2025-10,1
345,852.80,201.37,110,225,2025-04-12T13:44:33,12,2025-04-12,2025,2025-04,2
346,629.07,174.33,104,226,2025-12-27T14:28:10,27,2025-12-27,2025,2025-12,4
347,437.49,136.71,105,228,2026-02-07T19:57:32,7,2026-02-07,2026,2026-02,2
348,524.08,162.48,109,214,2025-09-04T18:25:45,4,2025-09-04,2025,2025-09,1
349,518.84,191.87,104,211,2026-07-09T11:40:58,9,2026-07-09,2026,2026-07,2
350,238.20,77.15,104,230,2025-06-11T13:46:47,11,2025-06-11,2025,2025-06,3
351,226.23,59.46,118,226,2025-11-22T10:38:56,22,2025-11-22,2025,2025-11,4
352,452.46,104.03,105,217,2025-11-07T16:03:52,7,2025-11-07,2025,2025-11,2
353,449.83,119.18,109,209,2025-08-25T08:28:29,25,2025-08-25,2025,2025-08,5
354,671.46,168.20,110,227,2025-08-20T08:35:12,20,2025-08-20,2025,2025-08,4
355,449.32,145.23,120,201,2025-09-10T15:47:00,10,2025-09-10,2025,2025-09,2
356,917.18,238.84,107,210,2025-09-09T17:26:33,9,2025-09-09,2025,2025-09,2
357,479.85,156.14,111,224,2026-06-14T10:35:21,14,2026-06-14,2026,2026-06,2
358,92.79,28.74,107,210,2025-07-26T16:16:38,26,2025-07-26,2025,2025-07,4
359,61.50,18.87,109,227,2025-06-17T10:14:56,17,2025-06-17,2025,2025-06,4
360,346.84,84.05,117,219,2026-06-21T14:59:31,21,2026-06-21,2026,2026-06,3
361,167.00,37.48,116,219,2025-06-16T10:37:56,16,2025-06-16,2025,2025-06,4
362,384.13,107.79,109,222,2025-07-27T08:03:51,27,2025-07-27,2025,2025-07,4
363,151.14,35.62,102,216,2025-03-23T18:56:41,23,2025-03-23,2025,2025-03,4
364,33.72,10.48,103,228,2026-07-25T11:46:47,25,2026-07-25,2026,2026-07,4
365,637.65,161.00,114,205,2025-05-29T08:35:25,29,2025-05-29,2025,2025-05,5
366,323.36,102.55,109,215,2025-07-01T16:17:21,1,2025-07-01,2025,2025-07,1
367,320.83,98.16,102,218,2025-10-09T13:59:35,9,2025-10-09,2025,2025-10,2
368,500.58,168.48,101,216,2026-06-23T18:28:12,23,2026-06-23,2026,2026-06,4
369,1113.07,322.50,111,212,2025-05-02T08:26:11,2,2025-05-02,2025,2025-05,1
370,380.05,131.78,105,211,2025-11-12T13:27:59,12,2025-11-12,2025,2025-11,3
371,95.16,20.10,109,218,2026-05-06T16:38:16,6,2026-05-06,2026,2026-05,2
372,530.88,124.23,106,225,2026-07-04T14:06:01,4,2026-07-04,2026,2026-07,1
373,451.56,102.91,115,218,2025-12-14T14:49:51,14,2025-12-14,2025,2025-12,2
374,300.64,76.44,118,213,2025-10-06T15:32:03,6,2025-10-06,2025,2025-10,2
375,493.70,116.66,114,215,2025-08-10T17:33:32,10,2025-08-10,2025,2025-08,2
376,699.94,180.29,118,230,2026-05-11T17:31:56,11,2026-05-11,2026,2026-05,3
377,437.10,154.92,101,211,2025-01-05T13:39:40,5,2025-01-05,2025,2025-01,1
378,331.45,109.10,104,228,2026-04-24T08:50:23,24,2026-04-24,2026,2026-04,4
379,263.58,77.97,103,207,2025-11-16T19:37:47,16,2025-11-16,2025,2025-11,3
380,76.71,22.99,105,223,2025-06-02T10:52:01,2,2025-06-02,2025,2025-06,2
381,162.18,40.17,118,208,2025-09-08T11:07:04,8,2025-09-08,2025,2025-09,2
382,309.04,58.76,102,219,2025-02-21T10:22:04,21,2025-02-21,2025,2025-02,4
383,1017.06,273.92,112,213,2025-02-25T09:34:03,25,2025-02-25,2025,2025-02,5
384,111.48,38.63,119,208,2026-04-22T18:20:10,22,2026-04-22,2026,2026-04,4
385,142.11,46.78,118,228,2026-04-22T16:33:57,22,2026-04-22,2026,2026-04,4
386,638.96,172.48,105,225,2025-12-05T13:54:43,5,2025-12-05,2025,2025-12,1
387,142.86,37.17,114,214,2026-07-24T19:49:22,24,2026-07-24,2026,2026-07,4
388,153.58,45.23,105,202,2025-09-02T19:18:09,2,2025-09-02,2025,2025-09,1
389,419.17,99.91,102,211,2026-03-22T18:19:32,22,2026-03-22,2026,2026-03,4
390,665.19,188.04,110,224,2025-04-10T16:06:17,10,2025-04-10,2025,2025-04,2
391,22.41,4.66,112,216,2025-12-02T16:59:54,2,2025-12-02,2025,2025-12,1
392,272.60,75.12,102,223,2025-01-01T10:40:15,1,2025-01-01,2025,2025-01,1
393,424.33,129.47,112,230,2025-11-03T18:22:53,3,2025-11-03,2025,2025-11,2
394,532.34,144.24,107,226,2025-02-24T08:00:55,24,2025-02-24,2025,2025-02,5
395,266.38,77.52,108,213,2025-08-05T11:09:24,5,2025-08-05,2025,2025-08,2
396,813.98,267.76,104,213,2025-05-20T09:32:28,20,2025-05-20,2025,2025-05,4
397,627.56,182.47,112,222,2026-06-06T15:43:15,6,2026-06-06,2026,2026-06,1
398,217.60,69.20,118,226,2026-05-10T14:42:35,10,2026-05-10,2026,2026-05,2
399,363.75,123.91,114,227,2026-06-24T13:05:12,24,2026-06-24,2026,2026-06,4
400,751.50,241.01,120,221,2025-01-12T16:32:07,12,2025-01-12,2025,2025-01,2
401,560.05,138.77,105,205,2025-03-04T19:27:21,4,2025-03-04,2025,2025-03,2
402,372.40,116.53,108,216,2025-01-15T10:01:50,15,2025-01-15,2025,2025-01,3
403,251.19,93.81,106,202,2025-07-05T17:36:02,5,2025-07-05,2025,2025-07,1
404,214.69,63.51,106,205,2025-06-07T17:01:42,7,2025-06-07,2025,2025-06,2
405,333.60,86.92,114,217,2026-05-03T17:41:39,3,2026-05-03,2026,2026-05,1
406,940.03,235.02,101,219,2026-04-05T14:57:15,5,2026-04-05,2026,2026-04,1
407,1000.14,255.09,106,211,2025-04-11T12:38:54,11,2025-04-11,2025,2025-04,2
408,244.08,54.66,111,228,2026-02-26T09:46:42,26,2026-02-26,2026,2026-02,5
409,54.55,10.44,114,204,2025-09-15T11:30:53,15,2025-09-15,2025,2025-09,3
410,489.72,96.60,108,228,2025-08-11T18:54:41,11,2025-08-11,2025,2025-08,3
411,539.99,161.53,109,228,2025-05-14T14:50:38,14,2025-05-14,2025,2025-05,3
412,336.97,97.71,106,215,2026-03-14T13:53:14,14,2026-03-14,2026,2026-03,3
413,488.94,156.04,104,204,2026-02-07T11:14:54,7,2026-02-07,2026,2026-02,2
414,58.17,13.57,113,217,2025-06-02T19:53:06,2,2025-06-02,2025,2025-06,2
415,308.05,102.95,102,230,2025-12-04T15:07:26,4,2025-12-04,2025,2025-12,1
416,115.35,29.65,116,215,2026-03-23T15:21:10,23,2026-03-23,2026,2026-03,5
417,324.44,91.54,108,201,2026-05-09T10:12:23,9,2026-05-09,2026,2026-05,2
418,231.44,55.48,107,224,2025-07-27T11:12:54,27,2025-07-27,2025,2025-07,4
419,199.96,52.57,115,205,2025-04-20T19:28:48,20,2025-04-20,2025,2025-04,3
420,455.06,142.42,112,214,2025-11-12T17:05:47,12,2025-11-12,2025,2025-11,3
421,390.41,136.70,110,228,2025-02-07T10:34:39,7,2025-02-07,2025,2025-02,2
422,938.92,226.68,108,221,2025-04-19T10:04:42,19,2025-04-19,2025,2025-04,3
423,103.94,25.80,108,205,2025-02-16T18:47:48,16,2025-02-16,2025,2025-02,3
424,26.00,9.08,101,203,2026-03-26T12:26:07,26,2026-03-26,2026,2026-03,5
425,45.84,8.32,107,216,2026-01-21T10:52:18,21,2026-01-21,2026,2026-01,4
426,813.54,198.60,113,226,2025-10-18T15:34:37,18,2025-10-18,2025,2025-10,3
427,119.25,24.25,111,209,2025-12-23T15:37:25,23,2025-12-23,2025,2025-12,4
428,477.54,131.70,109,211,2025-04-08T19:16:01,8,2025-04-08,2025,2025-04,2
429,538.17,105.27,103,220,2026-05-25T11:12:35,25,2026-05-25,2026,2026-05,5
430,55.20,15.84,109,223,2026-04-10T08:47:18,10,2026-04-10,2026,2026-04,2
431,76.61,24.84,112,213,2025-01-30T16:49:48,30,2025-01-30,2025,2025-01,5
432,385.99,93.21,117,221,2025-11-30T15:37:43,30,2025-11-30,2025,2025-11,5
433,271.26,87.34,113,203,2026-02-27T11:38:24,27,2026-02-27,2026,2026-02,5
434,302.94,71.52,118,228,2025-12-10T10:18:56,10,2025-12-10,2025,2025-12,2
435,359.80,99.75,111,211,2026-04-22T16:20:53,22,2026-04-22,2026,2026-04,4
436,281.96,95.39,101,228,2026-04-30T16:25:27,30,2026-04-30,2026,2026-04,5
437,811.23,184.28,104,222,2025-02-15T08:43:45,15,2025-02-15,2025,2025-02,3
438,600.10,195.44,109,228,2025-05-16T14:31:28,16,2025-05-16,2025,2025-05,3
439,229.38,75.99,106,218,2025-05-22T15:22:45,22,2025-05-22,2025,2025-05,4
440,570.66,153.40,119,213,2026-06-28T08:35:43,28,2026-06-28,2026,2026-06,4
441,35.64,9.73,109,211,2026-06-12T14:37:34,12,2026-06-12,2026,2026-06,2
442,330.34,65.60,102,221,2026-01-10T14:40:14,10,2026-01-10,2026,2026-01,2
443,869.85,257.51,104,223,2025-04-27T19:48:55,27,2025-04-27,2025,2025-04,4
444,247.16,78.00,120,229,2026-05-13T17:07:43,13,2026-05-13,2026,2026-05,3
445,943.84,279.86,114,225,2025-10-27T16:13:40,27,2025-10-27,2025,2025-10,5
446,756.48,151.69,112,216,2025-04-22T10:59:58,22,2025-04-22,2025,2025-04,4
447,60.36,11.13,111,228,2026-03-07T16:04:48,7,2026-03-07,2026,2026-03,2
448,581.64,179.76,114,218,2026-06-17T19:44:09,17,2026-06-17,2026,2026-06,3
449,205.50,51.08,120,202,2025-06-25T12:43:59,25,2025-06-25,2025,2025-06,5
450,661.58,169.86,117,220,2025-06-14T17:44:42,14,2025-06-14,2025,2025-06,3
451,150.52,32.32,104,203,2025-09-24T14:43:46,24,2025-09-24,2025,2025-09,4
452,37.36,10.46,113,208,2026-07-01T13:29:23,1,2026-07-01,2026,2026-07,1
453,252.95,64.63,119,221,2026-04-15T13:49:45,15,2026-04-15,2026,2026-04,3
454,547.58,141.10,107,222,2025-05-31T18:17:23,31,2025-05-31,2025,2025-05,5
455,448.16,93.56,109,230,2026-06-24T12:02:38,24,2026-06-24,2026,2026-06,4
456,456.28,145.20,102,210,2026-06-08T09:01:13,8,2026-06-08,2026,2026-06,2
457,1051.72,228.27,114,208,2025-08-09T16:05:12,9,2025-08-09,2025,2025-08,2
458,224.40,52.64,101,224,2026-01-20T09:36:36,20,2026-01-20,2026,2026-01,4
459,73.28,21.76,117,203,2026-07-24T16:24:45,24,2026-07-24,2026,2026-07,4
460,404.75,136.07,118,214,2025-11-08T16:59:41,8,2025-11-08,2025,2025-11,2
461,851.89,245.31,107,204,2025-01-30T10:10:22,30,2025-01-30,2025,2025-01,5
462,54.09,10.38,112,225,2026-01-18T17:19:48,18,2026-01-18,2026,2026-01,3
463,91.27,26.39,114,221,2026-04-18T10:27:59,18,2026-04-18,2026,2026-04,3
464,234.21,63.07,103,223,2025-04-07T18:54:00,7,2025-04-07,2025,2025-04,2
465,186.33,65.00,111,228,2025-04-09T17:43:43,9,2025-04-09,2025,2025-04,2
466,167.36,32.68,120,204,2026-07-27T19:10:01,27,2026-07-27,2026,2026-07,5
467,591.31,183.15,111,215,2025-01-18T16:43:45,18,2025-01-18,2025,2025-01,3
468,177.76,41.40,104,206,2025-08-16T10:20:35,16,2025-08-16,2025,2025-08,3
469,373.74,106.39,110,223,2025-03-21T08:20:32,21,2025-03-21,2025,2025-03,4
470,500.65,130.16,117,210,2025-07-24T11:21:49,24,2025-07-24,2025,2025-07,4
471,111.80,24.40,110,229,2025-04-12T18:31:28,12,2025-04-12,2025,2025-04,2
472,77.34,17.22,114,201,2025-06-25T17:46:41,25,2025-06-25,2025,2025-06,5
473,391.24,91.48,111,202,2026-05-02T14:40:16,2,2026-05-02,2026,2026-05,1
474,55.32,11.48,113,211,2025-04-26T13:43:16,26,2025-04-26,2025,2025-04,4
475,31.25,6.35,110,226,2026-01-05T13:14:52,5,2026-01-05,2026,2026-01,2
476,688.12,199.73,118,202,2026-04-13T18:55:47,13,2026-04-13,2026,2026-04,3
477,265.98,53.46,105,210,2026-01-12T11:15:50,12,2026-01-12,2026,2026-01,3
478,16.47,4.28,107,212,2026-06-20T19:59:18,20,2026-06-20,2026,2026-06,3
479,249.06,61.71,114,212,2025-04-15T11:04:17,15,2025-04-15,2025,2025-04,3
480,514.53,146.35,113,214,2026-02-18T10:14:05,18,2026-02-18,2026,2026-02,4
481,495.87,140.73,106,205,2026-02-14T14:28:57,14,2026-02-14,2026,2026-02,3
482,487.78,143.50,120,208,2026-05-26T08:29:13,26,2026-05-26,2026,2026-05,5
483,269.92,84.91,119,217,2026-06-17T16:57:36,17,2026-06-17,2026,2026-06,3
484,19.15,5.97,110,214,2026-03-30T16:22:04,30,2026-03-30,2026,2026-03,5
485,493.51,137.07,113,219,2025-11-07T10:59:17,7,2025-11-07,2025,2025-11,2
486,271.57,65.81,118,222,2026-01-22T19:13:51,22,2026-01-22,2026,2026-01,4
487,491.33,124.45,101,226,2026-01-25T09:46:19,25,2026-01-25,2026,2026-01,4
488,740.90,174.02,110,206,2025-02-08T16:23:26,8,2025-02-08,2025,2025-02,2
489,308.55,84.46,110,206,2026-05-24T17:09:09,24,2026-05-24,2026,2026-05,4
490,435.18,86.58,107,206,2026-02-16T12:06:43,16,2026-02-16,2026,2026-02,4
491,604.73,174.38,114,203,2025-10-07T09:13:28,7,2025-10-07,2025,2025-10,2
492,330.42,102.67,119,220,2025-07-04T08:20:19,4,2025-07-04,2025,2025-07,1
493,105.25,28.70,120,228,2026-03-21T18:18:21,21,2026-03-21,2026,2026-03,4
494,453.06,130.00,111,213,2025-06-04T13:27:58,4,2025-06-04,2025,2025-06,2
495,537.91,127.68,115,220,2025-09-09T13:39:11,9,2025-09-09,2025,2025-09,2
496,30.11,7.21,115,222,2026-05-13T08:21:44,13,2026-05-13,2026,2026-05,3
497,321.80,104.52,115,208,2026-02-21T14:36:58,21,2026-02-21,2026,2026-02,4
498,290.70,86.05,107,216,2025-08-30T10:02:15,30,2025-08-30,2025,2025-08,5
499,401.11,120.27,117,230,2026-06-22T12:35:02,22,2026-06-22,2026,2026-06,4
500,190.72,61.00,116,219,2026-02-23T12:37:46,23,2026-02-23,2026,2026-02,5
501,772.05,270.16,106,205,2025-11-21T17:56:05,21,2025-11-21,2025,2025-11,4
502,275.33,85.80,103,208,2025-09-03T12:36:19,3,2025-09-03,2025,2025-09,1
503,447.04,121.04,110,215,2025-11-01T11:49:47,1,2025-11-01,2025,2025-11,1
504,645.39,196.58,117,221,2026-05-19T16:34:33,19,2026-05-19,2026,2026-05,4
505,423.78,123.31,120,209,2025-07-08T19:28:17,8,2025-07-08,2025,2025-07,2
506,119.31,33.39,111,215,2026-04-08T16:42:30,8,2026-04-08,2026,2026-04,2
507,356.50,129.08,103,209,2026-02-07T14:52:08,7,2026-02-07,2026,2026-02,2
508,61.32,16.00,108,222,2025-07-23T12:45:56,23,2025-07-23,2025,2025-07,4
509,712.40,216.48,110,201,2025-05-01T08:15:25,1,2025-05-01,2025,2025-05,1
510,382.42,90.18,108,229,2025-07-13T15:36:55,13,2025-07-13,2025,2025-07,2
511,62.64,15.32,107,226,2026-04-15T09:33:38,15,2026-04-15,2026,2026-04,3
512,902.21,302.72,105,215,2026-02-12T11:51:47,12,2026-02-12,2026,2026-02,3
513,537.54,150.29,101,229,2025-09-17T17:11:05,17,2025-09-17,2025,2025-09,3
514,25.59,5.25,102,210,2025-05-26T12:44:25,26,2025-05-26,2025,2025-05,5
515,819.71,276.54,108,222,2026-01-05T15:49:46,5,2026-01-05,2026,2026-01,2
516,160.17,48.66,116,218,2026-07-24T19:58:04,24,2026-07-24,2026,2026-07,4
517,551.22,176.00,120,206,2026-05-12T16:19:59,12,2026-05-12,2026,2026-05,3
518,389.76,90.56,103,203,2026-06-23T18:23:27,23,2026-06-23,2026,2026-06,4
519,671.61,163.34,115,215,2025-05-05T15:10:32,5,2025-05-05,2025,2025-05,2
520,328.74,88.98,114,212,2025-01-06T13:59:49,6,2025-01-06,2025,2025-01,2
521,165.84,56.34,119,219,2025-05-13T11:50:52,13,2025-05-13,2025,2025-05,3
522,458.89,113.70,107,210,2025-03-14T17:57:38,14,2025-03-14,2025,2025-03,3
523,263.06,92.05,113,221,2025-11-14T18:59:11,14,2025-11-14,2025,2025-11,3
524,666.08,163.44,116,214,2025-10-02T18:15:00,2,2025-10-02,2025,2025-10,1
525,127.38,24.96,113,223,2026-06-24T19:27:38,24,2026-06-24,2026,2026-06,4
526,577.94,183.12,108,209,2025-11-04T10:42:19,4,2025-11-04,2025,2025-11,2
527,194.95,38.75,105,215,2025-02-16T17:20:47,16,2025-02-16,2025,2025-02,3
528,439.76,100.34,101,228,2025-09-17T14:28:15,17,2025-09-17,2025,2025-09,3
529,519.44,138.79,104,210,2025-11-01T13:42:54,1,2025-11-01,2025,2025-11,1
530,1046.43,329.37,114,207,2026-05-04T16:22:37,4,2026-05-04,2026,2026-05,2
531,101.46,31.07,108,213,2025-04-25T08:17:21,25,2025-04-25,2025,2025-04,4
532,392.66,128.56,106,228,2025-07-15T09:34:02,15,2025-07-15,2025,2025-07,3
533,661.57,192.30,117,216,2025-09-06T11:39:54,6,2025-09-06,2025,2025-09,1
534,147.88,41.80,115,204,2026-07-22T13:17:36,22,2026-07-22,2026,2026-07,4
535,32.60,9.65,102,208,2026-05-15T12:13:18,15,2026-05-15,2026,2026-05,3
536,460.57,129.22,118,213,2025-03-07T12:52:33,7,2025-03-07,2025,2025-03,2
537,751.84,243.68,108,219,2025-12-14T18:57:39,14,2025-12-14,2025,2025-12,2
538,152.18,35.76,104,212,2026-05-10T10:21:00,10,2026-05-10,2026,2026-05,2
539,362.70,89.20,115,219,2025-01-19T14:31:53,19,2025-01-19,2025,2025-01,3
540,570.19,174.57,105,210,2025-09-22T14:11:43,22,2025-09-22,2025,2025-09,4
541,41.80,8.40,115,223,2025-04-24T09:55:39,24,2025-04-24,2025,2025-04,4
542,555.49,190.47,117,210,2025-05-01T11:44:20,1,2025-05-01,2025,2025-05,1
543,587.43,145.53,118,201,2025-07-26T15:59:37,26,2025-07-26,2025,2025-07,4
544,611.87,176.74,120,227,2025-08-22T10:30:43,22,2025-08-22,2025,2025-08,4
545,262.96,82.04,111,222,2025-06-18T15:54:07,18,2025-06-18,2025,2025-06,4
546,500.40,170.04,115,213,2025-06-04T18:27:34,4,2025-06-04,2025,2025-06,2
547,1042.15,312.05,120,209,2025-10-30T15:37:59,30,2025-10-30,2025,2025-10,5
548,927.01,234.58,117,201,2026-03-29T14:17:06,29,2026-03-29,2026,2026-03,5
549,262.00,59.80,114,219,2025-06-13T08:25:34,13,2025-06-13,2025,2025-06,3
550,58.80,15.00,118,228,2025-11-08T15:41:45,8,2025-11-08,2025,2025-11,2
551,65.52,24.13,115,222,2026-06-04T14:27:10,4,2026-06-04,2026,2026-06,1
552,128.48,29.20,106,225,2025-11-02T18:25:15,2,2025-11-02,2025,2025-11,1
553,380.77,122.11,116,224,2026-07-01T18:50:29,1,2026-07-01,2026,2026-07,1
554,321.69,108.74,115,202,2025-09-11T09:54:56,11,2025-09-11,2025,2025-09,2
555,968.57,262.09,109,230,2026-05-03T11:54:36,3,2026-05-03,2026,2026-05,1
556,617.86,126.36,108,220,2025-06-16T10:37:39,16,2025-06-16,2025,2025-06,4
557,105.30,30.72,109,224,2026-04-12T16:37:01,12,2026-04-12,2026,2026-04,2
558,152.22,28.62,117,216,2026-02-23T10:00:30,23,2026-02-23,2026,2026-02,5
559,289.93,83.08,116,227,2025-05-01T14:45:44,1,2025-05-01,2025,2025-05,1
560,512.45,173.49,108,229,2025-01-03T10:13:36,3,2025-01-03,2025,2025-01,1
561,457.24,125.53,109,229,2025-05-22T17:11:20,22,2025-05-22,2025,2025-05,4
562,123.16,36.26,115,210,2025-10-12T19:45:30,12,2025-10-12,2025,2025-10,2
563,298.50,65.22,103,225,2025-11-13T18:12:48,13,2025-11-13,2025,2025-11,3
564,233.70,77.15,110,226,2026-07-09T18:30:04,9,2026-07-09,2026,2026-07,2
565,229.70,75.17,108,208,2025-01-20T10:11:22,20,2025-01-20,2025,2025-01,4
566,295.84,54.64,109,220,2025-11-25T15:18:52,25,2025-11-25,2025,2025-11,5
567,151.95,35.15,111,226,2025-07-04T15:33:13,4,2025-07-04,2025,2025-07,1
568,108.64,26.90,111,212,2025-04-12T17:51:46,12,2025-04-12,2025,2025-04,2
569,150.06,47.10,118,208,2025-03-02T19:11:10,2,2025-03-02,2025,2025-03,1
570,438.40,108.60,103,221,2025-02-23T11:41:14,23,2025-02-23,2025,2025-02,4
571,246.35,69.26,105,207,2025-11-22T16:27:42,22,2025-11-22,2025,2025-11,4
572,550.77,182.08,105,220,2026-05-28T11:42:13,28,2026-05-28,2026,2026-05,5
573,327.56,99.64,108,209,2026-04-08T08:45:38,8,2026-04-08,2026,2026-04,2
574,107.44,24.72,113,222,2025-06-21T08:00:35,21,2025-06-21,2025,2025-06,4
575,647.63,140.91,105,225,2026-01-25T14:23:50,25,2026-01-25,2026,2026-01,4
576,404.80,110.08,107,224,2026-02-09T10:14:19,9,2026-02-09,2026,2026-02,3
577,390.99,97.21,103,225,2025-12-17T19:33:46,17,2025-12-17,2025,2025-12,3
578,113.28,33.00,114,222,2026-05-03T08:04:40,3,2026-05-03,2026,2026-05,1
579,342.60,98.58,114,222,2026-05-16T15:09:01,16,2026-05-16,2026,2026-05,3
580,868.14,192.74,111,227,2026-04-01T10:14:48,1,2026-04-01,2026,2026-04,1
581,117.78,34.68,118,205,2025-10-15T14:30:50,15,2025-10-15,2025,2025-10,3
582,1113.66,320.01,115,221,2025-02-07T13:06:39,7,2025-02-07,2025,2025-02,2
583,212.16,63.40,114,204,2025-06-29T09:11:23,29,2025-06-29,2025,2025-06,5
584,942.16,266.22,102,229,2025-07-16T08:25:15,16,2025-07-16,2025,2025-07,3
585,353.27,89.71,107,221,2026-06-15T16:29:38,15,2026-06-15,2026,2026-06,3
586,41.50,10.20,114,221,2025-08-20T15:42:55,20,2025-08-20,2025,2025-08,4
587,1001.33,315.84,113,202,2025-04-10T08:30:26,10,2025-04-10,2025,2025-04,2
588,376.69,119.97,119,210,2026-03-26T09:44:29,26,2026-03-26,2026,2026-03,5
589,218.97,57.00,101,226,2025-02-27T18:10:51,27,2025-02-27,2025,2025-02,5
590,142.84,48.44,119,215,2026-02-25T12:14:37,25,2026-02-25,2026,2026-02,5
591,185.52,55.20,113,202,2025-04-14T14:10:57,14,2025-04-14,2025,2025-04,3
592,340.75,74.55,116,219,2025-04-16T08:13:25,16,2025-04-16,2025,2025-04,3
593,224.80,70.31,101,212,2025-05-10T19:36:10,10,2025-05-10,2025,2025-05,2
594,332.98,95.89,112,224,2026-01-02T13:39:54,2,2026-01-02,2026,2026-01,1
595,482.69,151.75,110,205,2025-05-29T09:02:36,29,2025-05-29,2025,2025-05,5
596,581.68,186.04,113,203,2025-07-26T09:14:42,26,2025-07-26,2025,2025-07,4
597,90.20,16.32,114,230,2025-04-18T16:16:13,18,2025-04-18,2025,2025-04,3
598,297.34,83.72,118,210,2025-08-24T16:29:34,24,2025-08-24,2025,2025-08,4
599,22.20,4.50,118,211,2026-01-07T08:10:48,7,2026-01-07,2026,2026-01,2
600,346.46,78.78,120,224,2026-03-27T11:32:20,27,2026-03-27,2026,2026-03,5
601,539.12,116.23,108,214,2025-01-23T11:12:19,23,2025-01-23,2025,2025-01,4
602,326.97,102.53,116,206,2025-06-25T17:35:32,25,2025-06-25,2025,2025-06,5
603,499.93,172.54,108,207,2025-10-29T10:42:16,29,2025-10-29,2025,2025-10,5
604,884.25,269.18,109,205,2025-03-08T11:02:52,8,2025-03-08,2025,2025-03,2
605,199.34,48.56,114,226,2025-02-07T11:46:19,7,2025-02-07,2025,2025-02,2
