id,medicine_id,quantity,total,profit,order_id,created_at
482,559,5,155.45,36.55,196,2025-03-31T15:03:54
483,567,1,67.92,20.69,196,2025-03-31T15:03:54
484,573,4,56.00,11.76,196,2025-03-31T15:03:54
485,513,5,258.05,96.25,196,2025-03-31T15:03:54
486,553,3,223.20,79.47,197,2025-04-19T18:14:36
487,536,5,268.60,50.35,198,2025-09-28T14:58:23
488,589,4,66.04,19.92,198,2025-09-28T14:58:23
489,543,4,32.40,11.60,198,2025-09-28T14:58:23
490,535,6,144.06,47.40,198,2025-09-28T14:58:23
491,590,3,89.64,31.26,199,2026-01-17T08:22:05
492,518,6,77.16,27.30,199,2026-01-17T08:22:05
493,542,3,248.82,66.84,199,2026-01-17T08:22:05
494,553,2,80.68,29.26,200,2025-10-03T15:35:13
495,540,1,46.22,9.79,201,2026-05-12T17:24:09
496,568,6,273.24,56.58,201,2026-05-12T17:24:09
497,526,5,36.60,8.00,201,2026-05-12T17:24:09
498,526,4,36.16,9.12,202,2025-03-01T12:32:30
499,588,5,183.80,67.00,203,2025-10-08T14:42:20
500,558,1,24.36,6.77,203,2025-10-08T14:42:20
501,571,2,163.68,45.00,203,2025-10-08T14:42:20
502,534,3,97.62,33.93,203,2025-10-08T14:42:20
503,600,4,35.88,12.60,204,2025-04-03T13:11:22
504,566,6,129.24,40.08,205,2025-08-08T12:01:46
505,588,1,74.17,27.70,205,2025-08-08T12:01:46
506,529,6,113.16,38.52,206,2025-01-10T16:37:50
507,592,3,161.01,59.34,206,2025-01-10T16:37:50
508,539,3,125.16,27.99,207,2025-10-09T15:42:54
509,575,6,279.90,85.32,207,2025-10-09T15:42:54
510,548,1,5.59,2.12,207,2025-10-09T15:42:54
511,539,5,283.95,85.70,207,2025-10-09T15:42:54
512,536,3,252.21,77.70,208,2025-04-21T16:46:11
513,508,2,33.98,11.32,209,2025-09-25T19:56:39
514,518,5,186.65,45.55,209,2025-09-25T19:56:39
515,538,6,42.24,11.82,209,2025-09-25T19:56:39
516,574,4,255.76,75.84,210,2025-09-23T15:37:11
517,588,2,64.90,20.94,210,2025-09-23T15:37:11
518,586,5,280.35,77.15,210,2025-09-23T15:37:11
519,585,3,136.77,47.73,210,2025-09-23T15:37:11
520,593,1,42.66,14.00,211,2026-07-26T11:17:50
521,588,5,330.15,71.50,211,2026-07-26T11:17:50
522,529,3,172.05,38.61,211,2026-07-26T11:17:50
523,516,3,77.52,18.51,212,2025-11-11T15:39:16
524,575,4,37.16,11.40,212,2025-11-11T15:39:16
525,565,5,53.50,19.15,212,2025-11-11T15:39:16
526,518,4,37.28,13.08,213,2025-05-03T14:56:53
527,559,2,64.82,24.46,213,2025-05-03T14:56:53
528,600,2,60.62,19.58,213,2025-05-03T14:56:53
529,508,6,503.58,122.22,214,2025-03-24T16:52:34
530,600,1,41.16,9.13,214,2025-03-24T16:52:34
531,598,2,102.20,21.64,214,2025-03-24T16:52:34
532,562,6,236.10,62.76,215,2025-04-01T10:21:20
533,594,4,21.48,6.16,215,2025-04-01T10:21:20
534,597,3,243.03,87.09,215,2025-04-01T10:21:20
535,581,5,101.25,31.95,215,2025-04-01T10:21:20
536,576,3,45.93,11.79,216,2025-09-12T12:07:08
537,539,3,55.08,18.99,216,2025-09-12T12:07:08
538,568,3,124.41,35.34,216,2025-09-12T12:07:08
539,597,3,254.07,70.65,217,2025-12-12T15:53:40
540,552,2,36.38,13.14,217,2025-12-12T15:53:40
541,503,6,502.74,111.72,218,2025-01-20T12:09:29
542,592,5,226.85,46.40,218,2025-01-20T12:09:29
543,507,5,274.25,81.95,219,2025-02-08T14:49:48
544,507,6,81.90,28.44,219,2025-02-08T14:49:48
545,516,6,85.56,22.98,219,2025-02-08T14:49:48
546,581,6,103.50,33.00,220,2026-07-15T12:36:03
547,585,1,29.09,9.09,220,2026-07-15T12:36:03
548,518,5,133.00,40.05,220,2026-07-15T12:36:03
549,593,4,285.80,57.44,220,2026-07-15T12:36:03
550,600,1,44.82,13.53,221,2025-05-01T13:08:47
551,506,3,183.81,43.95,222,2025-09-27T17:31:24
552,562,5,223.55,49.50,222,2025-09-27T17:31:24
553,574,1,58.73,21.22,223,2025-12-05T12:16:08
554,533,5,55.00,17.85,224,2026-05-21T10:42:54
555,523,3,126.42,25.29,225,2025-08-25T16:18:53
556,587,1,73.18,18.44,225,2025-08-25T16:18:53
557,598,3,117.24,23.82,225,2025-08-25T16:18:53
558,557,6,340.68,83.70,226,2025-02-16T08:10:33
559,548,5,132.30,43.20,226,2025-02-16T08:10:33
560,550,4,148.08,40.16,227,2025-12-17T11:19:44
561,521,1,15.60,5.07,228,2026-05-05T15:40:39
562,573,1,38.28,11.41,228,2026-05-05T15:40:39
563,594,3,161.73,57.00,229,2026-03-25T11:17:59
564,553,2,87.30,24.24,229,2026-03-25T11:17:59
565,541,4,34.72,8.08,229,2026-03-25T11:17:59
566,599,1,61.37,19.37,229,2026-03-25T11:17:59
567,545,4,231.76,53.24,230,2025-08-18T14:09:30
568,561,1,56.47,11.94,231,2026-01-30T10:42:22
569,536,4,122.60,30.20,232,2026-05-23T11:00:39
570,531,5,282.35,73.60,233,2025-02-21T17:13:42
571,558,1,41.73,14.20,233,2025-02-21T17:13:42
572,584,3,43.50,12.15,234,2025-04-01T17:04:26
573,572,1,13.21,3.47,234,2025-04-01T17:04:26
574,578,5,25.05,4.95,234,2025-04-01T17:04:26
575,572,5,280.00,100.25,234,2025-04-01T17:04:26
576,529,3,102.21,19.50,235,2025-07-31T19:54:59
577,577,4,126.24,42.08,235,2025-07-31T19:54:59
578,558,4,249.32,63.00,235,2025-07-31T19:54:59
579,501,1,12.79,3.99,235,2025-07-31T19:54:59
580,506,5,233.80,74.90,236,2025-12-16T14:27:54
581,596,2,88.78,30.58,236,2025-12-16T14:27:54
582,526,6,226.44,52.26,236,2025-12-16T14:27:54
583,592,2,83.12,27.96,237,2025-07-12T10:11:53
584,582,3,40.86,10.74,237,2025-07-12T10:11:53
585,558,6,312.60,104.52,237,2025-07-12T10:11:53
586,518,4,230.72,85.64,237,2025-07-12T10:11:53
587,562,5,399.10,138.80,238,2026-05-26T08:04:44
588,585,6,421.32,84.54,239,2026-06-05T11:13:33
589,550,5,267.45,65.35,239,2026-06-05T11:13:33
590,538,3,110.49,27.45,240,2026-03-05T19:05:11
591,578,4,277.52,57.64,240,2026-03-05T19:05:11
592,528,6,383.70,111.54,241,2026-06-09T13:26:29
593,588,2,43.56,14.06,241,2026-06-09T13:26:29
594,591,3,236.10,48.75,241,2026-06-09T13:26:29
595,562,6,85.38,21.36,242,2025-07-02T17:10:23
596,554,5,253.25,79.40,242,2025-07-02T17:10:23
597,537,6,388.98,135.48,242,2025-07-02T17:10:23
598,508,1,35.47,6.76,243,2026-03-09T08:13:56
599,508,3,179.01,37.47,244,2025-07-24T12:51:36
600,570,6,406.50,89.76,244,2025-07-24T12:51:36
601,572,1,54.29,17.11,245,2025-02-03T14:31:46
602,531,2,128.78,37.64,245,2025-02-03T14:31:46
603,537,5,338.70,115.10,245,2025-02-03T14:31:46
604,550,6,348.96,127.50,245,2025-02-03T14:31:46
605,600,1,64.49,14.23,246,2026-03-03T13:41:30
606,600,5,243.65,73.25,247,2026-03-30T12:06:21
607,523,6,492.84,117.72,247,2026-03-30T12:06:21
608,595,6,65.76,24.48,247,2026-03-30T12:06:21
609,517,1,39.28,11.44,248,2026-06-11T10:10:21
610,543,2,103.44,23.90,248,2026-06-11T10:10:21
611,520,4,247.12,52.12,248,2026-06-11T10:10:21
612,581,3,158.25,52.98,248,2026-06-11T10:10:21
613,529,1,67.72,16.49,249,2025-11-05T16:55:48
614,521,2,93.30,31.46,249,2025-11-05T16:55:48
615,545,4,193.80,50.52,249,2025-11-05T16:55:48
616,597,3,101.58,22.71,250,2025-08-15T11:53:02
617,597,5,237.20,90.00,250,2025-08-15T11:53:02
618,558,6,34.20,10.74,250,2025-08-15T11:53:02
619,515,1,59.60,14.55,251,2025-09-04T19:41:31
620,504,4,102.12,33.16,251,2025-09-04T19:41:31
621,525,4,34.04,12.24,252,2026-06-14T14:49:33
622,522,3,138.33,51.12,252,2026-06-14T14:49:33
623,527,5,238.30,72.75,252,2026-06-14T14:49:33
624,588,6,332.16,73.98,252,2026-06-14T14:49:33
625,595,5,356.50,126.80,253,2026-03-11T09:53:30
626,596,4,226.88,83.48,253,2026-03-11T09:53:30
627,507,6,189.24,37.38,254,2025-06-07T08:25:56
628,574,2,137.08,39.98,254,2025-06-07T08:25:56
629,558,2,155.76,40.74,254,2025-06-07T08:25:56
630,550,6,224.16,54.54,254,2025-06-07T08:25:56
631,596,6,375.72,72.36,255,2025-05-02T17:44:10
632,539,5,67.45,22.75,256,2025-02-16T09:19:17
633,557,5,59.60,19.85,256,2025-02-16T09:19:17
634,561,4,146.44,45.72,256,2025-02-16T09:19:17
635,570,2,129.48,43.94,257,2025-06-10T17:42:41
636,587,3,245.43,51.24,257,2025-06-10T17:42:41
637,551,1,8.34,2.46,258,2026-01-18T08:12:10
638,527,5,244.00,48.05,258,2026-01-18T08:12:10
639,524,6,438.72,91.44,259,2025-12-19T11:51:16
640,515,2,108.70,25.06,259,2025-12-19T11:51:16
641,507,2,117.36,34.44,259,2025-12-19T11:51:16
642,538,5,209.50,60.75,259,2025-12-19T11:51:16
643,543,2,126.10,34.98,260,2025-03-10T12:33:49
644,525,1,27.81,5.39,261,2026-01-01T10:20:02
645,585,3,131.61,32.34,261,2026-01-01T10:20:02
646,555,5,251.75,86.00,262,2025-11-10T18:38:04
647,529,2,10.78,2.48,262,2025-11-10T18:38:04
648,562,2,118.74,29.24,263,2026-03-23T13:02:12
649,563,4,162.52,54.44,263,2026-03-23T13:02:12
650,511,5,68.55,21.20,263,2026-03-23T13:02:12
651,594,3,191.04,58.32,264,2025-10-15T10:32:55
652,581,1,76.37,26.72,264,2025-10-15T10:32:55
653,534,5,110.10,20.65,265,2025-02-01T18:35:34
654,584,5,382.60,110.15,265,2025-02-01T18:35:34
655,599,2,68.54,15.40,265,2025-02-01T18:35:34
656,560,5,318.30,75.80,265,2025-02-01T18:35:34
657,531,4,136.44,24.84,266,2026-05-29T17:17:30
658,573,4,70.96,20.80,267,2025-06-19T17:21:34
659,594,6,448.68,93.90,267,2025-06-19T17:21:34
660,534,2,131.84,29.84,268,2026-05-11T14:31:54
661,547,6,129.24,46.74,269,2026-01-14T12:15:36
662,514,1,8.19,2.54,270,2026-02-02T16:33:00
663,536,6,494.88,151.80,270,2026-02-02T16:33:00
664,523,6,156.42,45.18,270,2026-02-02T16:33:00
665,584,4,229.16,58.00,270,2026-02-02T16:33:00
666,552,4,331.24,74.40,271,2025-03-21T17:24:20
667,562,3,211.14,52.59,271,2025-03-21T17:24:20
668,557,5,27.65,9.85,271,2025-03-21T17:24:20
669,524,5,282.40,62.80,272,2025-06-19T12:11:12
670,593,6,140.58,48.12,273,2025-06-11T14:35:38
671,553,4,87.44,18.56,274,2025-04-27T16:45:56
672,576,1,24.49,5.03,274,2025-04-27T16:45:56
673,574,2,31.56,8.92,274,2025-04-27T16:45:56
674,524,2,18.94,4.38,274,2025-04-27T16:45:56
675,511,6,379.44,130.62,275,2026-06-14T15:22:51
676,577,4,74.60,25.80,276,2025-08-10T16:10:38
677,524,2,137.14,47.18,276,2025-08-10T16:10:38
678,593,5,288.85,67.25,276,2025-08-10T16:10:38
679,576,6,194.46,52.62,276,2025-08-10T16:10:38
680,567,4,62.32,11.44,277,2025-03-12T12:11:01
681,578,5,298.75,103.15,277,2025-03-12T12:11:01
682,577,1,19.19,6.91,277,2025-03-12T12:11:01
683,597,1,75.22,21.53,277,2025-03-12T12:11:01
684,501,6,92.58,27.84,278,2025-05-01T09:41:47
685,548,6,341.64,97.14,278,2025-05-01T09:41:47
686,562,1,60.81,16.16,278,2025-05-01T09:41:47
687,598,4,132.16,45.04,278,2025-05-01T09:41:47
688,511,3,129.51,29.34,279,2025-04-11T15:44:44
689,533,3,158.58,45.78,279,2025-04-11T15:44:44
690,549,5,234.00,66.45,280,2025-07-13T08:05:58
691,575,3,40.59,10.77,281,2025-07-30T13:45:02
692,573,3,77.70,22.32,281,2025-07-30T13:45:02
693,551,3,161.85,61.23,281,2025-07-30T13:45:02
694,562,2,76.12,25.64,281,2025-07-30T13:45:02
695,600,3,252.24,74.55,282,2025-07-03T14:44:22
696,585,6,221.10,45.90,282,2025-07-03T14:44:22
697,590,1,64.83,17.46,282,2025-07-03T14:44:22
698,544,2,26.04,7.34,282,2025-07-03T14:44:22
699,512,2,72.26,22.20,283,2026-07-18T19:10:40
700,511,1,10.13,2.27,284,2025-05-29T16:35:11
701,552,5,40.10,10.30,284,2025-05-29T16:35:11
702,577,5,287.45,68.20,284,2025-05-29T16:35:11
703,582,1,80.66,27.75,284,2025-05-29T16:35:11
704,567,2,146.10,53.50,285,2026-05-22T15:59:28
705,579,5,229.20,73.25,286,2025-10-20T11:32:42
706,512,2,114.80,43.06,287,2025-06-23T08:39:23
707,551,3,202.11,50.64,287,2025-06-23T08:39:23
708,595,4,207.56,58.84,287,2025-06-23T08:39:23
709,545,6,428.28,155.46,288,2025-03-12T09:38:29
710,578,3,246.18,57.93,288,2025-03-12T09:38:29
711,501,2,82.76,21.58,288,2025-03-12T09:38:29
712,538,5,67.60,13.15,289,2025-09-25T11:11:11
713,533,3,242.28,82.53,289,2025-09-25T11:11:11
714,589,5,350.25,103.30,289,2025-09-25T11:11:11
715,599,4,329.12,96.32,289,2025-09-25T11:11:11
716,504,6,251.16,74.70,290,2025-09-07T14:11:00
717,582,4,57.20,11.08,290,2025-09-07T14:11:00
718,541,2,118.30,26.74,290,2025-09-07T14:11:00
719,502,4,325.76,92.28,290,2025-09-07T14:11:00
720,544,1,36.91,12.17,291,2025-09-27T12:31:09
721,541,1,49.36,10.65,291,2025-09-27T12:31:09
722,524,3,67.47,19.89,291,2025-09-27T12:31:09
723,527,2,127.66,45.26,292,2025-07-14T17:05:02
724,580,2,42.44,9.76,292,2025-07-14T17:05:02
725,585,1,78.62,24.78,293,2025-12-31T10:50:23
726,548,5,408.20,142.70,294,2026-05-20T19:10:27
727,566,4,78.52,26.12,295,2025-11-19T16:57:46
728,517,3,110.49,36.48,295,2025-11-19T16:57:46
729,570,1,47.06,12.45,295,2025-11-19T16:57:46
730,559,4,295.32,99.00,296,2025-02-03T17:08:50
731,589,1,60.86,16.55,296,2025-02-03T17:08:50
732,575,1,5.95,1.32,296,2025-02-03T17:08:50
733,534,5,369.75,80.40,297,2025-04-14T13:55:27
734,544,2,53.10,19.74,297,2025-04-14T13:55:27
735,554,3,59.13,15.66,297,2025-04-14T13:55:27
736,574,3,123.18,36.24,298,2026-01-17T14:38:45
737,535,6,139.74,27.96,298,2026-01-17T14:38:45
738,526,2,98.86,34.72,298,2026-01-17T14:38:45
739,561,2,138.00,45.22,298,2026-01-17T14:38:45
740,581,4,63.04,22.60,299,2025-01-10T11:12:54
741,563,5,238.60,58.00,299,2025-01-10T11:12:54
742,507,3,75.24,26.46,299,2025-01-10T11:12:54
743,528,4,51.68,11.00,299,2025-01-10T11:12:54
744,547,4,258.28,59.92,300,2025-09-18T16:40:30
745,587,3,19.77,4.05,301,2026-07-28T18:08:55
746,584,5,104.60,30.90,301,2026-07-28T18:08:55
747,546,5,94.80,31.85,301,2026-07-28T18:08:55
748,579,6,244.50,47.82,302,2025-11-29T17:17:32
749,522,3,126.30,46.89,302,2025-11-29T17:17:32
750,581,6,417.72,103.38,302,2025-11-29T17:17:32
751,510,5,253.65,88.70,302,2025-11-29T17:17:32
752,591,2,60.16,18.68,303,2025-03-23T10:56:56
753,557,3,160.29,41.52,303,2025-03-23T10:56:56
754,558,3,194.49,55.26,303,2025-03-23T10:56:56
755,533,1,15.00,3.40,304,2026-02-28T11:02:45
756,522,6,366.36,71.82,304,2026-02-28T11:02:45
757,507,1,79.94,21.95,305,2026-02-11T09:52:30
758,584,1,26.00,5.49,306,2025-01-27T15:13:38
759,517,2,128.02,34.40,307,2026-02-04T13:37:54
760,505,2,94.28,20.18,307,2026-02-04T13:37:54
761,535,4,332.00,95.64,308,2026-01-01T13:55:12
762,590,5,202.95,75.90,308,2026-01-01T13:55:12
763,581,5,95.80,28.70,308,2026-01-01T13:55:12
764,568,6,335.22,98.16,308,2026-01-01T13:55:12
765,557,4,192.68,65.68,309,2026-07-01T13:38:13
766,539,3,102.78,23.85,309,2026-07-01T13:38:13
767,518,1,5.01,1.72,309,2026-07-01T13:38:13
768,597,5,28.35,10.35,310,2025-12-19T13:13:13
769,538,4,115.88,38.60,310,2025-12-19T13:13:13
770,548,5,117.50,21.30,310,2025-12-19T13:13:13
771,551,2,75.88,22.16,310,2025-12-19T13:13:13
772,581,4,90.60,17.76,311,2025-09-13T10:58:20
773,579,2,92.66,31.50,311,2025-09-13T10:58:20
774,596,6,358.62,84.96,311,2025-09-13T10:58:20
775,509,5,348.50,91.50,311,2025-09-13T10:58:20
776,535,1,55.95,16.98,312,2025-07-06T10:29:13
777,503,6,328.92,71.58,312,2025-07-06T10:29:13
778,524,2,17.94,5.14,312,2025-07-06T10:29:13
779,530,2,124.44,40.50,313,2025-04-15T13:08:08
780,544,1,17.05,4.75,313,2025-04-15T13:08:08
781,548,4,119.72,40.68,313,2025-04-15T13:08:08
782,508,1,72.48,26.84,314,2026-04-20T08:34:39
783,561,3,201.15,39.09,314,2026-04-20T08:34:39
784,549,2,40.76,14.20,314,2026-04-20T08:34:39
785,595,4,266.80,71.68,315,2025-01-13T10:13:12
786,513,1,20.93,6.85,315,2025-01-13T10:13:12
787,542,4,238.08,57.72,316,2026-06-18T11:47:40
788,571,2,110.66,20.86,316,2026-06-18T11:47:40
789,539,5,73.85,20.40,316,2026-06-18T11:47:40
790,586,2,67.66,12.88,316,2026-06-18T11:47:40
791,536,6,238.38,43.62,317,2025-08-12T10:03:20
792,502,5,72.85,24.60,317,2025-08-12T10:03:20
793,512,6,316.20,80.40,318,2025-02-13T18:34:41
794,580,2,35.24,6.98,318,2025-02-13T18:34:41
795,581,3,238.41,90.45,318,2025-02-13T18:34:41
796,590,1,9.78,3.02,318,2025-02-13T18:34:41
797,583,4,94.44,35.56,319,2026-07-04T09:57:18
798,525,3,208.32,55.77,319,2026-07-04T09:57:18
799,563,6,94.68,34.08,320,2025-01-22T14:52:37
800,590,6,240.00,57.36,320,2025-01-22T14:52:37
801,545,4,80.72,17.56,320,2025-01-22T14:52:37
802,509,5,390.80,113.70,321,2025-11-28T16:31:36
803,534,5,87.00,20.80,321,2025-11-28T16:31:36
804,582,5,171.85,30.95,321,2025-11-28T16:31:36
805,580,1,54.58,13.80,322,2026-06-03T14:54:00
806,569,2,61.32,11.82,322,2026-06-03T14:54:00
807,553,5,86.65,20.50,323,2026-02-01T11:27:23
808,585,6,184.56,36.78,323,2026-02-01T11:27:23
809,523,1,8.50,3.12,323,2026-02-01T11:27:23
810,513,1,21.17,5.87,323,2026-02-01T11:27:23
811,576,6,265.14,80.82,324,2025-02-02T18:23:41
812,592,3,26.79,6.00,324,2025-02-02T18:23:41
813,584,1,6.05,2.20,324,2025-02-02T18:23:41
814,560,4,317.08,109.84,324,2025-02-02T18:23:41
815,579,3,205.62,39.42,325,2025-03-04T14:34:13
816,539,3,141.96,46.41,325,2025-03-04T14:34:13
817,513,1,80.57,29.98,325,2025-03-04T14:34:13
818,525,1,63.01,18.04,325,2025-03-04T14:34:13
819,596,5,275.15,59.35,326,2025-07-17T17:34:44
820,582,5,191.05,38.40,326,2025-07-17T17:34:44
821,552,1,18.34,3.96,327,2026-01-02T16:21:02
822,577,5,160.00,33.85,327,2026-01-02T16:21:02
823,571,4,318.72,114.88,327,2026-01-02T16:21:02
824,582,3,217.77,57.15,327,2026-01-02T16:21:02
825,571,5,243.25,62.05,328,2026-03-17T13:53:17
826,558,6,151.98,56.58,328,2026-03-17T13:53:17
827,539,3,157.98,44.79,329,2026-02-11T08:00:12
828,589,2,146.92,27.08,330,2025-01-07T13:28:02
829,574,3,235.59,66.51,330,2025-01-07T13:28:02
830,547,4,133.80,27.80,331,2025-06-08T09:42:59
831,528,3,37.05,9.63,332,2025-09-13T12:14:29
832,562,6,67.08,16.44,332,2025-09-13T12:14:29
833,590,2,88.12,31.70,332,2025-09-13T12:14:29
834,511,1,63.46,18.74,333,2025-04-08T18:50:09
835,556,1,78.75,19.44,333,2025-04-08T18:50:09
836,599,4,317.68,64.84,333,2025-04-08T18:50:09
837,540,6,403.14,103.38,334,2025-08-21T19:53:00
838,590,5,250.95,61.55,335,2026-06-21T08:44:58
839,551,2,34.52,10.86,335,2026-06-21T08:44:58
840,512,4,260.92,77.00,335,2026-06-21T08:44:58
841,561,4,67.36,16.64,336,2025-08-16T15:51:47
842,534,5,323.15,93.60,336,2025-08-16T15:51:47
843,590,1,36.88,9.84,336,2025-08-16T15:51:47
844,574,5,104.25,27.00,337,2025-05-14T10:27:18
845,568,2,99.78,37.86,337,2025-05-14T10:27:18
846,556,2,48.78,11.38,337,2025-05-14T10:27:18
847,515,3,179.34,52.95,337,2025-05-14T10:27:18
848,584,3,60.72,15.12,338,2026-02-28T15:42:37
849,545,1,66.57,14.24,338,2026-02-28T15:42:37
850,580,5,353.65,120.45,338,2026-02-28T15:42:37
851,597,2,41.94,10.68,339,2025-05-30T16:01:06
852,537,2,161.84,59.12,340,2025-03-29T10:02:44
853,527,3,123.00,22.71,341,2025-01-15T14:14:56
854,562,5,234.30,54.30,342,2026-07-05T11:51:25
855,590,5,316.95,66.00,342,2026-07-05T11:51:25
856,590,3,55.89,13.23,343,2025-01-19T14:51:21
857,585,6,483.66,93.48,344,2025-10-05T08:57:58
858,547,3,174.12,63.12,344,2025-10-05T08:57:58
859,584,1,6.53,2.31,344,2025-10-05T08:57:58
860,591,4,93.96,24.08,344,2025-10-05T08:57:58
861,565,5,237.60,51.65,345,2025-04-12T13:44:33
862,506,4,199.44,64.32,345,2025-04-12T13:44:33
863,563,2,157.56,37.96,345,2025-04-12T13:44:33
864,588,4,258.20,47.44,345,2025-04-12T13:44:33
865,536,2,169.36,63.64,346,2025-12-27T14:28:10
866,504,1,55.06,19.59,346,2025-12-27T14:28:10
867,544,5,404.65,91.10,346,2025-12-27T14:28:10
868,587,1,63.39,18.01,347,2026-02-07T19:57:32
869,554,5,374.10,118.70,347,2026-02-07T19:57:32
870,543,4,330.56,119.64,348,2025-09-04T18:25:45
871,518,4,193.52,42.84,348,2025-09-04T18:25:45
872,518,3,180.24,64.83,349,2026-07-09T11:40:58
873,519,4,338.60,127.04,349,2026-07-09T11:40:58
874,524,5,238.20,77.15,350,2025-06-11T13:46:47
875,553,3,226.23,59.46,351,2025-11-22T10:38:56
876,524,2,134.66,27.12,352,2025-11-07T16:03:52
877,535,1,66.00,19.96,352,2025-11-07T16:03:52
878,530,5,251.80,56.95,352,2025-11-07T16:03:52
879,565,1,60.05,16.53,353,2025-08-25T08:28:29
880,524,5,212.50,65.85,353,2025-08-25T08:28:29
881,525,4,177.28,36.80,353,2025-08-25T08:28:29
882,529,1,79.03,29.24,354,2025-08-20T08:35:12
883,527,6,352.26,77.70,354,2025-08-20T08:35:12
884,557,1,19.17,7.11,354,2025-08-20T08:35:12
885,559,5,221.00,54.15,354,2025-08-20T08:35:12
886,593,1,53.63,18.50,355,2025-09-10T15:47:00
887,574,3,109.59,40.32,355,2025-09-10T15:47:00
888,591,5,239.45,73.80,355,2025-09-10T15:47:00
889,506,1,46.65,12.61,355,2025-09-10T15:47:00
890,598,6,48.84,12.60,356,2025-09-09T17:26:33
891,557,6,492.06,107.28,356,2025-09-09T17:26:33
892,537,4,303.00,101.44,356,2025-09-09T17:26:33
893,507,4,73.28,17.52,356,2025-09-09T17:26:33
894,515,6,246.84,80.10,357,2026-06-14T10:35:21
895,590,2,134.60,49.48,357,2026-06-14T10:35:21
896,558,5,79.10,20.80,357,2026-06-14T10:35:21
897,592,1,19.31,5.76,357,2026-06-14T10:35:21
898,592,3,92.79,28.74,358,2025-07-26T16:16:38
899,511,1,61.50,18.87,359,2025-06-17T10:14:56
900,522,4,196.12,37.04,360,2026-06-21T14:59:31
901,520,3,150.72,47.01,360,2026-06-21T14:59:31
902,594,6,54.60,13.20,361,2025-06-16T10:37:56
903,517,4,112.40,24.28,361,2025-06-16T10:37:56
904,570,1,41.69,14.64,362,2025-07-27T08:03:51
905,528,1,53.64,14.95,362,2025-07-27T08:03:51
906,557,5,288.80,78.20,362,2025-07-27T08:03:51
907,581,2,151.14,35.62,363,2025-03-23T18:56:41
908,505,2,33.72,10.48,364,2026-07-25T11:46:47
909,554,3,235.89,44.76,365,2025-05-29T08:35:25
910,585,2,35.82,8.48,365,2025-05-29T08:35:25
911,572,6,365.94,107.76,365,2025-05-29T08:35:25
912,548,1,12.45,2.99,366,2025-07-01T16:17:21
913,571,4,282.48,93.68,366,2025-07-01T16:17:21
914,589,1,28.43,5.88,366,2025-07-01T16:17:21
915,508,5,108.95,24.15,367,2025-10-09T13:59:35
916,568,1,50.71,19.06,367,2025-10-09T13:59:35
917,591,1,43.69,13.88,367,2025-10-09T13:59:35
918,534,3,117.48,41.07,367,2025-10-09T13:59:35
919,594,2,108.28,30.24,368,2026-06-23T18:28:12
920,579,6,268.92,91.86,368,2026-06-23T18:28:12
921,501,2,123.38,46.38,368,2026-06-23T18:28:12
922,527,6,412.44,135.06,369,2025-05-02T08:26:11
923,543,5,424.60,111.60,369,2025-05-02T08:26:11
924,502,3,149.49,45.96,369,2025-05-02T08:26:11
925,509,6,126.54,29.88,369,2025-05-02T08:26:11
926,551,1,14.11,3.48,370,2025-11-12T13:27:59
927,523,6,303.06,112.74,370,2025-11-12T13:27:59
928,587,2,62.88,15.56,370,2025-11-12T13:27:59
929,559,6,95.16,20.10,371,2026-05-06T16:38:16
930,567,4,316.88,60.60,372,2026-07-04T14:06:01
931,572,3,150.60,47.55,372,2026-07-04T14:06:01
932,543,5,32.50,9.60,372,2026-07-04T14:06:01
933,504,3,30.90,6.48,372,2026-07-04T14:06:01
934,515,5,267.30,58.15,373,2025-12-14T14:49:51
935,505,3,184.26,44.76,373,2025-12-14T14:49:51
936,539,4,300.64,76.44,374,2025-10-06T15:32:03
937,600,2,27.96,9.42,375,2025-08-10T17:33:32
938,504,2,156.14,41.96,375,2025-08-10T17:33:32
939,544,4,309.60,65.28,375,2025-08-10T17:33:32
940,567,3,49.38,17.49,376,2026-05-11T17:31:56
941,505,6,506.52,111.96,376,2026-05-11T17:31:56
942,515,4,144.04,50.84,376,2026-05-11T17:31:56
943,543,6,437.10,154.92,377,2025-01-05T13:39:40
944,503,5,331.45,109.10,378,2026-04-24T08:50:23
945,569,3,63.12,14.97,379,2025-11-16T19:37:47
946,535,3,200.46,63.00,379,2025-11-16T19:37:47
947,566,1,6.22,1.89,380,2025-06-02T10:52:01
948,541,1,21.53,5.38,380,2025-06-02T10:52:01
949,537,3,48.96,15.72,380,2025-06-02T10:52:01
950,557,3,162.18,40.17,381,2025-09-08T11:07:04
951,550,4,309.04,58.76,382,2025-02-21T10:22:04
952,576,4,77.28,23.12,383,2025-02-25T09:34:03
953,579,6,431.34,138.00,383,2025-02-25T09:34:03
954,592,3,90.00,30.90,383,2025-02-25T09:34:03
955,597,6,418.44,81.90,383,2025-02-25T09:34:03
956,560,1,70.03,25.49,384,2026-04-22T18:20:10
957,591,1,41.45,13.14,384,2026-04-22T18:20:10
958,534,2,33.00,11.86,385,2026-04-22T16:33:57
959,586,3,109.11,34.92,385,2026-04-22T16:33:57
960,545,4,29.68,8.16,386,2025-12-05T13:54:43
961,599,4,167.60,35.88,386,2025-12-05T13:54:43
962,514,3,160.08,32.88,386,2025-12-05T13:54:43
