id,pharmacy_id,total,profit,created_at
559,256,94.48,17.78,2026-12-15T19:03:22
560,4,53.76,13.11,2026-08-12T08:46:35
561,305,353.37,107.73,2026-11-19T17:39:50
562,355,552.12,104.66,2026-07-17T14:45:26
563,12,118.89,19.51,2026-10-12T09:39:49
564,368,502.76,130.96,2026-12-06T10:57:23
565,201,370.48,80.52,2026-12-02T19:20:39
566,424,87.03,18.17,2026-11-23T13:07:58
567,102,461.21,154.4,2026-10-14T15:19:21
568,440,108.99,21.37,2026-07-25T13:46:38
569,32,55.4,17.77,2026-02-16T11:31:56
570,243,556.87,99.39,2026-03-14T19:31:53
571,41,326.28,101.79,2026-11-06T11:40:52
572,83,349.75,62.25,2026-02-26T16:52:39
573,236,409.61,108.15,2026-05-22T15:47:43
574,143,518.39,110.95,2026-02-06T15:47:20
575,510,571.39,134.06,2026-02-03T12:38:53
576,108,574.68,113.63,2026-09-17T14:10:15
577,343,79.61,18.82,2026-11-27T08:01:15
578,522,497.72,127.67,2026-04-23T14:19:35
579,39,573.51,168.07,2026-03-03T16:09:19
580,90,91.69,18.39,2026-01-05T16:16:27
581,482,84.47,23.39,2026-11-26T18:12:11
582,490,467.72,96.5,2026-04-22T10:01:17
583,508,153.24,32.53,2026-04-24T11:19:19
584,370,121.34,19.25,2026-01-26T08:18:53
585,300,267.3,43.6,2026-04-04T11:21:23
586,311,233.68,69.88,2026-01-24T15:48:09
587,238,426.55,74.89,2026-07-25T19:29:08
588,79,411.32,101.94,2026-12-18T15:31:27
589,380,311.87,74.1,2026-04-17T15:29:42
590,550,92.05,28.35,2026-09-19T11:39:29
591,43,403.77,125.16,2026-09-16T11:02:17
592,327,248.69,66.5,2026-12-17T14:59:32
593,468,494.67,82.56,2026-05-04T16:35:57
594,413,427.08,106.65,2026-12-22T08:15:40
595,497,398.52,68.3,2026-09-11T17:12:58
596,334,362.8,110.09,2026-11-13T19:08:02
597,314,248.93,51.23,2026-04-19T10:28:05
598,32,420.85,89.74,2026-04-17T13:54:26
599,56,543.02,82.37,2026-11-03T20:22:12
600,191,302.25,85.04,2026-11-12T13:43:41
601,225,241.53,52.49,2026-05-10T20:54:02
602,529,297.6,100.53,2026-08-15T19:32:55
603,169,339.1,116.79,2026-02-25T08:47:02
604,10,300.54,53.49,2026-01-25T20:39:19
605,128,321.97,110.75,2026-05-13T09:44:28
606,16,251.88,62.56,2026-02-01T19:19:35
607,535,285.14,70.34,2026-05-09T10:27:08
608,510,473.28,99.45,2026-12-09T17:35:26
609,17,308.51,53.37,2026-09-15T15:49:00
610,475,177.01,32.11,2026-12-10T18:18:14
611,251,482.21,75.14,2026-05-27T14:42:27
612,495,474.97,125.04,2026-10-26T20:43:03
613,59,465.12,129.22,2026-04-17T09:51:29
614,513,293.27,78.88,2026-05-13T17:10:18
615,541,306.91,63.38,2026-02-22T11:03:05
616,296,331.41,100.6,2026-03-08T09:52:16
617,381,557.28,160.42,2026-09-26T09:10:29
618,487,251.96,41.86,2026-01-08T12:15:57
619,159,467.41,95.43,2026-07-26T18:30:18
620,339,65.58,20.49,2026-07-05T13:05:56
621,127,407.17,73.68,2026-06-09T09:40:04
622,28,112.45,35.67,2026-01-13T08:31:06
623,209,186.32,42.93,2026-01-12T10:11:04
624,168,587.77,124.52,2026-08-21T11:47:48
625,272,251.05,47.71,2026-06-25T14:07:07
626,321,507.89,87.22,2026-05-24T10:26:50
627,338,435.98,111.95,2026-04-15T20:49:56
628,412,224.2,77.18,2026-12-21T17:23:03
629,319,343.62,70.08,2026-03-26T11:08:12
630,236,241.04,54.01,2026-09-02T19:13:42
631,176,455.25,125.52,2026-06-01T20:31:20
632,521,75.06,18.72,2026-10-22T18:52:28
633,302,494.56,109.86,2026-06-06T12:45:44
634,260,310.35,76.88,2026-05-19T14:16:50
635,438,373.02,58.48,2026-01-02T14:00:24
636,139,362.57,117.75,2026-05-18T14:08:47
637,374,419.38,93.45,2026-08-15T17:14:50
638,361,537.28,187.78,2026-11-26T14:01:37
639,261,105.37,18.36,2026-08-06T13:16:51
640,446,587.77,174.11,2026-02-25T14:03:36
641,228,508.62,138.8,2026-11-24T12:29:01
642,140,292.2,52.21,2026-11-26T09:45:30
643,404,213.16,37.28,2026-04-05T13:03:41
644,305,503.88,151.12,2026-11-21T17:32:59
645,159,342.14,116.17,2026-09-19T13:09:43
646,512,558.56,131.53,2026-10-14T19:16:21
647,363,559.55,118.21,2026-08-24T16:56:07
648,112,145.32,42.87,2026-12-28T12:43:46
649,450,524.74,162.78,2026-09-08T10:54:09
650,25,562.48,115.86,2026-04-20T11:25:55
651,397,416.11,73.18,2026-08-14T12:45:01
652,42,471.55,96.83,2026-12-13T13:42:23
653,387,104.61,19.11,2026-09-03T09:01:22
654,135,53.6,9.5,2026-01-16T20:41:18
655,366,423.54,92.21,2026-09-23T10:28:49
656,494,562.19,131.55,2026-03-07T17:13:20
657,235,434.57,84.05,2026-04-24T20:08:45
658,429,292.26,100.15,2026-02-27T13:07:02
659,502,56.56,12.78,2026-03-03T12:12:57
660,535,395.42,79.19,2026-10-22T20:24:50
661,509,559.54,122.35,2026-06-12T15:15:07
662,5,583.28,129.03,2026-02-18T15:14:01
663,371,415.9,109.66,2026-08-20T11:53:14
664,234,306.89,98.2,2026-03-20T15:12:56
665,319,570.58,193.01,2026-01-25T10:43:44
666,383,299.63,99.62,2026-09-05T14:34:45
667,484,60.2,16.34,2026-03-01T16:41:40
668,125,312.67,101.39,2026-06-06T11:38:41
669,39,434.82,114.81,2026-04-07T09:52:20
670,529,495.88,164.33,2026-06-04T15:23:28
671,172,484.26,75.5,2026-01-27T16:33:34
672,4,81.18,19.22,2026-02-15T13:00:10
673,125,575.11,170.72,2026-01-02T15:32:40
674,358,350.44,87.16,2026-06-11T18:34:21
675,347,572.22,86.39,2026-05-11T08:18:39
676,255,505.86,120.17,2026-07-20T12:43:25
677,440,120.36,22.34,2026-02-18T09:18:49
678,232,429.39,67.79,2026-11-11T08:43:44
679,109,192.59,44.35,2026-07-09T18:12:59
680,294,212.74,68.92,2026-07-26T19:48:56
681,35,257.71,51.87,2026-09-22T16:43:56
682,369,432.24,113.56,2026-08-09T17:04:48
683,448,97.32,22.29,2026-11-05T14:18:05
684,461,327.2,89.97,2026-04-15T15:03:04
685,218,581.86,119.72,2026-07-24T12:22:43
686,151,418.5,106.43,2026-04-15T16:00:17
687,495,292.22,60.94,2026-07-12T09:51:32
688,183,510.9,114.78,2026-12-19T10:48:03
689,226,508.52,154.94,2026-08-07T13:49:31
690,496,114.8,25.58,2026-02-05T11:00:01
691,519,353.91,77.25,2026-10-04T13:14:09
692,398,438.1,81.63,2026-01-01T17:34:50
693,342,448.19,67.3,2026-09-07T14:41:38
694,32,75.4,25.69,2026-05-03T11:52:40
695,129,273.11,76.7,2026-07-24T16:17:39
696,455,539.51,145.89,2026-01-24T15:51:02
697,279,284.4,44.08,2026-02-27T12:50:15
698,53,186.14,44.49,2026-12-19T09:46:55
699,291,413.26,143.97,2026-07-18T15:05:42
700,391,450.51,141.99,2026-09-23T15:27:11
701,490,531.24,176.0,2026-05-27T08:47:20
702,514,190.23,42.79,2026-07-04T16:09:18
703,315,468.17,138.06,2026-05-06T15:32:23
704,257,535.31,147.51,2026-12-24T17:32:32
705,265,308.57,72.1,2026-02-21T10:08:13
706,537,442.57,117.39,2026-02-11T17:50:01
707,126,57.86,16.76,2026-03-22T19:00:18
708,265,445.11,151.17,2026-07-15T20:30:04
709,273,249.86,78.84,2026-12-15T18:44:24
710,428,264.82,55.44,2026-10-03T09:25:43
711,451,500.34,106.08,2026-08-26T18:28:48
712,486,498.02,167.56,2026-07-13T12:30:25
713,9,75.78,16.71,2026-11-05T17:27:19
714,190,231.24,49.52,2026-08-12T08:18:36
715,542,392.76,99.71,2026-10-18T16:31:09
716,283,307.41,64.5,2026-03-01T14:04:43
717,42,434.91,96.71,2026-10-06T17:52:34
718,539,307.08,87.79,2026-11-09T08:03:24
719,425,490.22,87.23,2026-04-19T08:15:10
720,254,490.06,82.11,2026-04-03T16:44:12
721,245,599.9,188.46,2026-01-03T09:58:07
722,22,490.53,123.45,2026-06-09T16:34:20
723,381,238.73,59.59,2026-12-10T13:09:36
724,284,265.98,58.18,2026-07-20T15:59:16
725,536,240.54,70.12,2026-06-03T15:36:56
726,468,350.41,98.13,2026-11-08T13:22:25
727,443,575.38,191.47,2026-11-07T20:53:34
728,448,441.63,117.05,2026-02-15T18:34:59
729,397,127.48,43.2,2026-12-04T17:39:47
730,443,370.73,63.83,2026-05-28T14:59:38
731,173,218.59,53.36,2026-07-26T18:59:34
732,371,206.18,48.73,2026-08-19T15:12:27
733,50,314.76,92.97,2026-01-05T18:59:52
734,60,517.06,161.65,2026-12-24T18:55:08
735,466,510.18,95.7,2026-02-05T09:49:55
736,43,490.91,136.17,2026-06-24T20:24:10
737,278,504.44,157.94,2026-12-06T10:02:06
738,223,264.88,62.25,2026-10-07T18:22:02
739,135,337.06,69.97,2026-03-11T11:43:34
740,241,100.24,20.58,2026-11-16T13:20:54
741,291,377.42,96.4,2026-11-09T10:03:09
742,195,536.28,137.2,2026-01-16T12:23:00
743,218,467.98,139.98,2026-03-17T08:54:37
744,477,401.81,131.15,2026-03-09T12:00:19
745,25,560.33,106.71,2026-08-16T09:42:35
746,248,145.64,41.59,2026-08-16T18:41:14
747,264,319.24,70.53,2026-07-03T15:08:28
748,346,246.33,83.61,2026-05-18T09:18:29
749,399,565.69,105.19,2026-07-04T13:57:43
750,131,185.88,35.95,2026-03-15T19:03:53
