id,name,pharmacy_id,created_at,active
466,Chiesi Maroc SARL,47,2025-06-16T20:15:34,True
467,Galenica SARL,234,2025-09-01T19:04:06,True
468,Afric Phar S.A.,237,2025-01-07T15:26:34,True
469,Laprophan S.A.,452,2024-04-24T11:13:23,True
470,Laprophan S.A.,263,2024-10-14T09:17:41,True
471,Afric Phar SARL,215,2024-06-08T17:07:05,True
472,Cooper Pharma Maroc,550,2024-01-16T19:17:34,True
473,Promopharm Maroc,7,2025-04-26T14:56:21,True
474,Laprophan S.A.,516,2024-10-09T08:27:44,True
475,Galenica SARL,464,2024-01-24T09:40:36,True
476,Sothema Maroc,282,2024-03-27T10:14:47,True
477,Sothema Maroc,184,2024-04-07T10:18:29,True
478,Sothema Maroc,461,2024-10-05T08:07:46,True
479,Chiesi Maroc SARL,307,2025-03-23T09:53:57,True
480,Promopharm SARL,388,2024-03-12T08:34:11,True
481,Maphar S.A.,87,2024-04-03T10:26:06,True
482,Maphar S.A.,171,2025-12-17T19:35:56,True
483,Ibrahim Pharm Maroc,338,2025-03-27T17:34:42,True
484,Afric Phar S.A.,460,2025-03-20T20:28:17,True
485,Galenica SARL,220,2024-04-13T12:24:49,True
486,Ibrahim Pharm SARL,94,2024-12-05T08:14:47,True
487,Ibrahim Pharm S.A.,491,2025-11-19T19:47:52,True
488,Promopharm S.A.,531,2024-09-08T20:08:15,True
489,Sothema Maroc,76,2024-09-18T09:21:33,True
490,Ibrahim Pharm S.A.,266,2025-06-18T10:52:11,True
491,Sothema SARL,503,2024-03-26T20:14:44,True
492,Laprophan Maroc,152,2025-02-14T19:40:34,True
493,Laprophan Maroc,330,2025-03-22T12:54:21,True
494,Sothema S.A.,12,2024-11-23T08:55:51,True
495,Sothema S.A.,331,2024-12-26T18:37:05,True
496,Laprophan Maroc,195,2025-02-15T20:57:34,True
497,Galenica S.A.,27,2024-06-11T14:43:07,True
498,Ibrahim Pharm Maroc,297,2025-05-06T09:34:52,True
499,Promopharm Maroc,489,2025-08-17T20:04:09,True
500,Promopharm SARL,514,2024-06-13T15:02:32,True
501,Maphar SARL,27,2024-10-02T08:42:16,True
502,Chiesi Maroc SARL,354,2025-02-12T19:33:17,True
503,Ibrahim Pharm S.A.,415,2025-10-04T11:26:09,True
504,Cooper Pharma Maroc,234,2025-06-22T08:23:19,True
505,Promopharm Maroc,385,2024-09-23T08:40:30,True
506,Sothema SARL,213,2024-07-20T17:35:29,True
507,Afric Phar SARL,18,2024-03-03T08:17:51,True
508,Sothema S.A.,402,2025-09-04T16:58:33,True
509,Sothema SARL,265,2024-09-16T15:56:59,True
510,Chiesi Maroc Maroc,199,2025-12-25T11:33:41,True
511,Laprophan SARL,275,2024-03-22T09:09:44,True
512,Maphar Maroc,303,2024-09-19T18:42:42,True
513,Cooper Pharma SARL,305,2024-01-08T14:48:45,True
514,Promopharm SARL,542,2025-04-04T12:49:16,True
515,Laprophan SARL,42,2025-05-21T14:10:22,True
516,Galenica SARL,44,2024-07-26T11:46:43,True
517,Galenica SARL,192,2025-04-28T19:01:42,True
518,Laprophan SARL,387,2025-07-26T12:55:18,True
519,Ibrahim Pharm Maroc,544,2024-04-24T09:23:15,True
520,Ibrahim Pharm Maroc,513,2024-05-11T19:08:29,True
521,Afric Phar Maroc,64,2025-01-10T18:40:03,True
522,Cooper Pharma S.A.,210,2024-04-25T13:12:53,True
523,Ibrahim Pharm SARL,323,2024-07-24T11:51:09,True
524,Laprophan S.A.,97,2025-09-15T19:56:50,True
525,Laprophan Maroc,50,2024-04-19T09:40:43,True
526,Chiesi Maroc SARL,222,2024-07-21T13:14:02,True
527,Maphar S.A.,79,2024-10-25T16:31:48,True
528,Galenica SARL,98,2025-09-28T14:49:35,True
529,Ibrahim Pharm S.A.,11,2024-04-27T08:51:01,True
530,Afric Phar S.A.,343,2025-02-18T10:53:38,True
531,Ibrahim Pharm S.A.,251,2025-06-16T18:44:31,True
532,Cooper Pharma Maroc,291,2024-12-14T08:56:39,True
533,Chiesi Maroc SARL,377,2025-03-02T09:19:38,True
534,Laprophan S.A.,539,2025-02-18T12:14:14,True
535,Maphar Maroc,489,2025-01-19T10:48:26,True
536,Chiesi Maroc S.A.,162,2024-10-20T16:09:04,True
537,Chiesi Maroc SARL,282,2025-06-14T09:05:16,True
538,Sothema Maroc,302,2024-09-18T14:47:02,True
539,Galenica Maroc,22,2025-04-16T14:27:27,True
540,Sothema Maroc,99,2024-12-05T14:49:54,True
541,Sothema S.A.,198,2024-09-07T13:24:25,True
542,Afric Phar S.A.,28,2025-03-22T15:04:20,True
543,Chiesi Maroc S.A.,180,2024-05-11T13:03:52,True
544,Maphar Maroc,188,2025-10-04T15:40:54,True
545,Synthemed Maroc SARL,147,2024-09-27T12:18:47,True
546,Sothema S.A.,248,2025-09-01T20:33:28,True
547,Chiesi Maroc SARL,306,2024-08-28T18:58:35,True
548,Ibrahim Pharm S.A.,418,2024-04-08T18:23:39,True
549,Laprophan S.A.,105,2025-08-23T19:01:38,True
550,Sothema Maroc,378,2024-05-10T17:11:59,True
551,Sothema Maroc,464,2025-10-26T10:25:48,True
552,Afric Phar Maroc,431,2025-11-10T16:41:38,True
553,Afric Phar Maroc,468,2024-09-10T10:34:50,True
554,Galenica Maroc,394,2024-03-11T17:06:18,True
555,Sothema Maroc,318,2024-03-07T09:11:53,True
556,Chiesi Maroc SARL,145,2025-07-19T16:03:26,True
557,Afric Phar Maroc,24,2025-03-13T18:07:29,True
558,Maphar S.A.,453,2024-12-07T12:35:46,True
559,Chiesi Maroc Maroc,226,2025-11-22T17:58:23,True
560,Chiesi Maroc Maroc,142,2024-05-27T08:57:22,True
561,Maphar Maroc,121,2024-12-19T17:27:21,True
562,Sothema Maroc,151,2025-10-25T13:34:43,True
563,Promopharm SARL,273,2024-09-13T17:24:22,True
564,Maphar Maroc,75,2024-01-18T15:51:27,True
565,Laprophan Maroc,150,2024-09-11T17:21:59,True
566,Laprophan SARL,197,2025-07-18T10:15:37,True
567,Cooper Pharma Maroc,279,2024-01-27T10:30:48,True
568,Chiesi Maroc S.A.,7,2025-10-13T14:04:03,True
569,Laprophan SARL,516,2024-02-03T18:12:52,True
570,Afric Phar SARL,27,2024-02-13T16:03:39,True
571,Cooper Pharma S.A.,301,2024-12-11T08:29:26,True
572,Promopharm Maroc,535,2024-10-15T18:26:40,True
573,Promopharm S.A.,378,2024-11-09T12:01:57,True
574,Synthemed Maroc SARL,454,2025-07-06T08:45:28,True
575,Promopharm Maroc,413,2025-11-05T17:08:22,True
576,Sothema Maroc,95,2025-12-21T15:59:24,True
577,Sothema S.A.,69,2025-01-13T16:43:34,True
578,Cooper Pharma S.A.,200,2024-04-15T11:05:59,True
579,Promopharm SARL,367,2024-04-12T14:06:29,True
580,Ibrahim Pharm S.A.,476,2024-04-28T10:43:06,True
581,Laprophan Maroc,168,2024-07-04T11:48:27,True
582,Chiesi Maroc Maroc,326,2024-08-16T16:36:22,True
583,Maphar S.A.,195,2024-08-03T18:34:18,True
584,Cooper Pharma SARL,51,2024-10-11T08:09:55,True
585,Maphar SARL,523,2024-02-14T12:18:03,True
586,Chiesi Maroc SARL,210,2025-02-13T15:34:06,True
587,Promopharm SARL,512,2024-03-03T08:53:10,True
588,Laprophan SARL,550,2024-02-21T11:16:33,True
589,Maphar S.A.,349,2025-12-22T17:28:14,True
590,Maphar S.A.,249,2024-09-06T16:43:20,True
591,Maphar S.A.,347,2024-10-25T15:47:01,True
592,Synthemed Maroc Maroc,439,2025-11-04T15:30:44,True
593,Sothema SARL,509,2024-07-17T20:51:09,True
594,Sothema SARL,3,2025-09-05T09:42:53,True
595,Promopharm S.A.,230,2025-06-22T10:05:25,True
596,Galenica S.A.,344,2025-02-22T12:25:36,True
597,Promopharm Maroc,75,2024-02-19T10:20:36,True
598,Maphar SARL,41,2025-04-14T17:38:34,True
599,Cooper Pharma Maroc,17,2024-03-02T13:51:02,True
600,Afric Phar Maroc,236,2025-12-20T19:44:16,True
601,Ibrahim Pharm SARL,134,2025-10-11T19:39:32,True
602,Ibrahim Pharm Maroc,68,2024-05-12T15:40:34,True
603,Ibrahim Pharm SARL,37,2025-02-12T10:15:57,True
604,Ibrahim Pharm SARL,459,2025-08-07T16:49:42,True
605,Promopharm S.A.,463,2025-07-25T09:39:04,True
606,Synthemed Maroc SARL,545,2025-07-18T10:54:39,True
607,Afric Phar SARL,518,2025-12-28T10:53:53,True
608,Promopharm SARL,529,2024-08-24T08:50:41,True
609,Ibrahim Pharm SARL,537,2024-07-21T10:43:40,True
610,Chiesi Maroc SARL,54,2025-01-22T13:48:24,True
611,Maphar Maroc,340,2025-10-02T08:43:07,True
612,Promopharm SARL,181,2025-06-09T12:11:59,True
613,Ibrahim Pharm SARL,472,2025-04-05T13:52:52,True
614,Afric Phar SARL,191,2024-11-05T18:34:47,True
615,Afric Phar SARL,401,2024-04-18T17:59:06,True
616,Galenica SARL,169,2025-02-22T18:58:20,True
617,Promopharm Maroc,346,2025-03-11T14:10:36,True
618,Promopharm SARL,227,2024-06-17T17:50:43,True
619,Galenica S.A.,229,2024-09-23T14:23:23,True
620,Sothema Maroc,502,2025-07-28T16:20:01,True
621,Afric Phar SARL,500,2025-05-08T08:12:19,True
622,Afric Phar S.A.,525,2024-02-16T17:30:10,True
623,Sothema S.A.,535,2025-10-08T12:50:02,True
624,Laprophan SARL,216,2025-05-03T13:18:29,True
625,Laprophan SARL,336,2024-02-07T19:11:23,True
626,Afric Phar S.A.,430,2025-12-28T16:06:15,True
627,Maphar SARL,325,2024-01-20T12:54:09,True
628,Laprophan SARL,90,2024-06-06T15:24:39,True
629,Ibrahim Pharm S.A.,537,2025-09-02T17:46:53,True
630,Promopharm SARL,7,2025-06-05T11:54:32,True
631,Ibrahim Pharm Maroc,357,2025-03-05T13:35:51,True
632,Maphar SARL,60,2025-10-17T14:50:48,True
633,Synthemed Maroc Maroc,453,2025-05-28T10:08:31,True
634,Galenica Maroc,346,2025-09-21T13:46:37,True
635,Maphar SARL,325,2025-03-17T10:19:39,True
636,Laprophan S.A.,439,2025-01-05T08:56:02,True
637,Sothema S.A.,315,2025-11-08T17:41:56,True
638,Chiesi Maroc S.A.,243,2024-11-27T09:51:20,True
639,Galenica S.A.,214,2024-06-11T15:02:33,True
640,Chiesi Maroc Maroc,436,2024-11-04T12:19:18,True
641,Ibrahim Pharm Maroc,393,2025-10-20T19:31:09,True
642,Synthemed Maroc Maroc,228,2025-08-21T20:28:46,True
643,Cooper Pharma Maroc,424,2024-12-01T10:23:54,True
644,Ibrahim Pharm Maroc,172,2025-05-07T09:33:13,True
645,Promopharm Maroc,109,2024-04-27T09:08:12,True
646,Afric Phar S.A.,8,2025-10-03T08:24:47,True
647,Sothema S.A.,533,2024-07-09T15:10:13,True
648,Ibrahim Pharm SARL,354,2024-09-06T20:30:25,True
649,Ibrahim Pharm Maroc,90,2025-03-26T10:57:22,True
650,Synthemed Maroc SARL,329,2025-12-12T16:40:17,True
651,Synthemed Maroc S.A.,389,2024-10-02T13:09:39,True
652,Laprophan Maroc,465,2025-11-18T11:46:06,True
653,Maphar S.A.,187,2025-02-21T15:11:04,True
654,Synthemed Maroc Maroc,221,2024-08-26T19:46:13,True
655,Afric Phar Maroc,191,2024-06-06T10:09:36,True
656,Afric Phar Maroc,220,2025-03-04T19:27:51,True
657,Galenica Maroc,78,2025-04-18T16:09:15,True
658,Promopharm SARL,373,2024-10-28T16:13:20,True
659,Ibrahim Pharm SARL,274,2025-02-16T19:41:29,True
660,Synthemed Maroc S.A.,166,2025-05-08T08:36:21,True
661,Cooper Pharma SARL,511,2024-03-15T17:52:54,True
662,Afric Phar SARL,3,2024-10-06T15:04:10,True
663,Sothema SARL,253,2025-09-16T19:07:13,True
664,Synthemed Maroc Maroc,335,2024-10-18T16:15:08,True
665,Promopharm S.A.,101,2024-06-13T19:50:46,True
666,Sothema Maroc,193,2024-01-02T12:48:35,True
667,Synthemed Maroc Maroc,477,2025-06-22T11:44:47,True
668,Galenica Maroc,527,2025-03-08T18:34:25,True
669,Sothema S.A.,207,2024-05-10T11:59:24,True
670,Laprophan Maroc,329,2024-08-03T13:53:55,True
671,Promopharm S.A.,96,2024-03-21T17:10:49,True
672,Afric Phar Maroc,357,2024-02-10T11:30:17,True
673,Ibrahim Pharm S.A.,59,2024-01-19T14:30:05,True
674,Chiesi Maroc Maroc,512,2024-10-04T10:25:03,True
675,Promopharm Maroc,156,2024-04-06T09:55:43,True
676,Synthemed Maroc SARL,478,2024-01-04T17:49:47,True
677,Laprophan S.A.,116,2025-07-04T10:58:11,True
678,Sothema S.A.,33,2025-03-24T13:42:47,True
679,Ibrahim Pharm SARL,255,2024-10-24T19:13:02,True
680,Cooper Pharma Maroc,198,2025-07-11T11:34:00,True
