id,name,expired_date,purchase_price,selling_price,profit,quantity,batch_number,type,status,supplier_id,category_id,pharmacy_id,low,sold_quantity,active,in_stock
203,Magne B6,2027-11,160.38,204.62,44.24,126,MA-BATCH-83343,INJECTION,AVAILABLE,406,561,8,False,201,True,True
204,Aspegic 100mg,2026-12,128.3,136.0,7.7,47,MA-BATCH-72687,INJECTION,AVAILABLE,91,556,272,False,135,True,True
205,Doliprane 1000mg,2026-03,156.16,205.47,49.31,25,MA-BATCH-89098,CAPSULE,AVAILABLE,443,501,248,False,121,True,True
206,Dafalgan 1g,2026-11,46.29,96.25,49.96,122,MA-BATCH-37568,CREAM,AVAILABLE,415,297,266,False,30,True,True
207,Rhinathiol,2027-04,45.7,81.54,35.84,34,MA-BATCH-31478,INJECTION,AVAILABLE,472,386,192,False,142,True,True
208,Aspegic 100mg,2026-04,42.28,73.32,31.04,60,MA-BATCH-80112,CAPSULE,AVAILABLE,668,145,48,False,79,True,True
209,Aspegic 100mg,2025-05,54.32,69.35,15.03,147,MA-BATCH-10017,TABLET,AVAILABLE,434,194,234,False,399,True,True
210,Smecta,2026-04,146.73,180.12,33.39,75,MA-BATCH-74833,DROPS,AVAILABLE,73,620,538,False,86,True,True
211,Aerius 5mg,2027-06,161.76,167.26,5.5,123,MA-BATCH-21023,CAPSULE,AVAILABLE,276,351,130,False,469,True,True
212,Voltaren 50mg,2027-07,79.19,134.51,55.32,113,MA-BATCH-89868,CREAM,AVAILABLE,72,207,227,False,73,True,True
213,Augmentin 1g,2027-04,19.86,64.27,44.41,100,MA-BATCH-98268,SYRUP,AVAILABLE,189,443,155,False,477,True,True
214,Doliprane 500mg,2026-04,36.17,65.89,29.72,119,MA-BATCH-64285,DROPS,AVAILABLE,519,35,408,False,215,True,True
215,Augmentin 1g,2028-01,168.22,213.38,45.16,7,MA-BATCH-83205,CAPSULE,AVAILABLE,54,244,388,False,418,True,True
216,Magne B6,2027-03,20.7,59.49,38.79,43,MA-BATCH-47704,TABLET,AVAILABLE,39,485,305,False,382,True,True
217,Magne B6,2025-11,23.85,78.23,54.38,69,MA-BATCH-66928,INJECTION,AVAILABLE,376,519,172,False,229,True,True
218,Aerius 5mg,2025-07,89.82,102.39,12.57,145,MA-BATCH-30958,TABLET,AVAILABLE,41,251,415,False,107,True,True
219,Paracetamol Cooper,2028-05,147.8,189.23,41.43,91,MA-BATCH-19302,CAPSULE,AVAILABLE,588,459,274,False,171,True,True
220,Azix 500mg,2025-09,113.18,153.69,40.51,53,MA-BATCH-38519,CREAM,AVAILABLE,585,497,285,False,441,True,True
221,Voltaren 50mg,2028-01,179.55,227.98,48.43,65,MA-BATCH-91293,CAPSULE,AVAILABLE,322,15,289,False,315,True,True
222,Smecta,2028-07,130.86,172.26,41.4,36,MA-BATCH-38374,SYRUP,AVAILABLE,135,228,264,False,467,True,True
223,Aerius 5mg,2025-11,77.87,90.06,12.19,40,MA-BATCH-23674,CAPSULE,AVAILABLE,631,296,348,False,126,True,True
224,Ventoline 100mcg,2026-11,56.49,61.71,5.22,18,MA-BATCH-67270,DROPS,AVAILABLE,168,141,198,False,428,True,True
225,Dafalgan 1g,2028-05,112.61,146.82,34.21,77,MA-BATCH-93489,SYRUP,AVAILABLE,350,408,473,False,392,True,True
226,Augmentin 1g,2026-03,98.16,130.2,32.04,131,MA-BATCH-69015,CREAM,AVAILABLE,659,560,495,False,39,True,True
227,Amoxil 500mg,2025-07,69.42,104.49,35.07,74,MA-BATCH-16484,INJECTION,AVAILABLE,79,205,262,False,304,True,True
228,Doliprane 1000mg,2027-07,121.0,148.04,27.04,119,MA-BATCH-99056,CAPSULE,AVAILABLE,528,439,455,False,329,True,True
229,Amoxil 500mg,2026-11,59.44,107.07,47.63,99,MA-BATCH-41646,TABLET,AVAILABLE,636,456,158,False,113,True,True
230,Azix 500mg,2025-10,80.17,91.73,11.56,139,MA-BATCH-28442,INJECTION,AVAILABLE,86,394,411,False,77,True,True
231,Ventoline 100mcg,2027-12,16.22,44.25,28.03,91,MA-BATCH-99703,CREAM,AVAILABLE,417,285,339,False,265,True,True
232,Rhinathiol,2027-06,124.81,158.56,33.75,102,MA-BATCH-56985,INJECTION,AVAILABLE,361,103,177,False,140,True,True
233,Amoxil 500mg,2025-07,92.59,112.69,20.1,1,MA-BATCH-68511,CAPSULE,AVAILABLE,534,425,544,True,448,True,True
234,Paracetamol Cooper,2025-07,36.91,79.49,42.58,91,MA-BATCH-56255,CAPSULE,AVAILABLE,333,110,158,False,99,True,True
235,Voltaren 50mg,2025-09,162.14,214.53,52.39,66,MA-BATCH-90166,INJECTION,AVAILABLE,304,6,148,False,420,True,True
236,Paracetamol Cooper,2028-09,154.92,171.01,16.09,135,MA-BATCH-12226,CREAM,AVAILABLE,239,326,482,False,454,True,True
237,Augmentin 1g,2026-07,21.91,30.4,8.49,5,MA-BATCH-15974,CREAM,AVAILABLE,306,275,158,True,479,True,True
238,Rhinathiol,2026-01,50.01,90.37,40.36,15,MA-BATCH-53618,DROPS,AVAILABLE,50,554,548,False,124,True,True
239,Smecta,2025-04,20.02,58.5,38.48,71,MA-BATCH-97552,CREAM,AVAILABLE,13,598,444,False,336,True,True
240,Aerius 5mg,2028-03,25.93,64.34,38.41,124,MA-BATCH-45748,CAPSULE,AVAILABLE,157,569,276,False,66,True,True
241,Spasfon,2025-05,49.61,76.02,26.41,69,MA-BATCH-15536,INJECTION,AVAILABLE,210,363,387,False,394,True,True
242,Spasfon,2025-10,129.06,150.51,21.45,130,MA-BATCH-75308,DROPS,AVAILABLE,655,229,258,False,356,True,True
243,Magne B6,2025-03,18.11,41.63,23.52,140,MA-BATCH-66648,TABLET,AVAILABLE,173,257,277,False,85,True,True
244,Spasfon,2026-02,122.36,171.84,49.48,11,MA-BATCH-79526,CREAM,AVAILABLE,144,341,534,False,153,True,True
245,Dafalgan 1g,2026-05,115.74,168.65,52.91,119,MA-BATCH-15356,SYRUP,AVAILABLE,99,578,451,False,350,True,True
246,Voltaren 50mg,2028-06,90.87,111.58,20.71,111,MA-BATCH-57880,TABLET,AVAILABLE,673,317,69,False,272,True,True
247,Doliprane 1000mg,2026-04,163.39,208.97,45.58,133,MA-BATCH-75648,CREAM,AVAILABLE,133,328,533,False,457,True,True
248,Paracetamol Cooper,2025-10,80.41,113.7,33.29,70,MA-BATCH-30863,SYRUP,AVAILABLE,663,226,173,False,466,True,True
249,Voltaren 50mg,2028-12,85.84,131.37,45.53,92,MA-BATCH-46693,SYRUP,AVAILABLE,471,431,493,False,159,True,True
250,Doliprane 1000mg,2026-12,168.14,184.68,16.54,113,MA-BATCH-60324,INJECTION,AVAILABLE,187,605,219,False,346,True,True
251,Rhinathiol,2027-02,174.49,229.8,55.31,22,MA-BATCH-79419,TABLET,AVAILABLE,480,554,513,False,86,True,True
252,Voltaren 50mg,2027-06,63.66,76.73,13.07,97,MA-BATCH-50948,INJECTION,AVAILABLE,638,562,24,False,487,True,True
253,Dafalgan 1g,2028-12,84.37,97.77,13.4,34,MA-BATCH-38844,DROPS,AVAILABLE,486,122,462,False,329,True,True
254,Ventoline 100mcg,2026-04,97.93,134.79,36.86,38,MA-BATCH-99038,CREAM,AVAILABLE,58,37,439,False,171,True,True
255,Magne B6,2028-01,150.95,203.96,53.01,138,MA-BATCH-82376,CAPSULE,AVAILABLE,478,458,331,False,370,True,True
256,Spasfon,2028-08,57.82,97.31,39.49,113,MA-BATCH-51140,SYRUP,AVAILABLE,608,538,80,False,429,True,True
257,Augmentin 1g,2028-12,159.96,194.92,34.96,10,MA-BATCH-70656,CREAM,AVAILABLE,68,362,67,False,174,True,True
258,Amoxil 500mg,2027-06,96.53,104.72,8.19,148,MA-BATCH-89760,DROPS,AVAILABLE,643,400,172,False,217,True,True
259,Augmentin 1g,2028-07,151.42,167.98,16.56,67,MA-BATCH-78829,TABLET,AVAILABLE,160,18,491,False,214,True,True
260,Doliprane 500mg,2025-03,28.08,46.16,18.08,102,MA-BATCH-92784,DROPS,AVAILABLE,618,29,342,False,387,True,True
261,Azix 500mg,2025-03,29.56,82.88,53.32,139,MA-BATCH-84327,DROPS,AVAILABLE,553,536,397,False,443,True,True
262,Magne B6,2026-01,123.18,170.11,46.93,130,MA-BATCH-74022,TABLET,AVAILABLE,412,398,38,False,457,True,True
263,Rhinathiol,2026-08,34.54,64.55,30.01,33,MA-BATCH-29232,CREAM,AVAILABLE,569,148,397,False,293,True,True
264,Smecta,2028-11,115.1,132.8,17.7,70,MA-BATCH-89622,INJECTION,AVAILABLE,48,249,324,False,32,True,True
265,Rhinathiol,2028-09,84.42,107.45,23.03,130,MA-BATCH-39528,SYRUP,AVAILABLE,347,363,457,False,16,True,True
266,Azix 500mg,2026-11,147.06,176.38,29.32,25,MA-BATCH-38576,TABLET,AVAILABLE,331,338,349,False,333,True,True
267,Azix 500mg,2028-11,22.05,73.48,51.43,81,MA-BATCH-14290,CAPSULE,AVAILABLE,131,96,538,False,254,True,True
268,Aerius 5mg,2027-12,116.95,159.1,42.15,56,MA-BATCH-46720,CAPSULE,AVAILABLE,46,319,377,False,270,True,True
269,Smecta,2027-02,103.67,114.43,10.76,19,MA-BATCH-73359,TABLET,AVAILABLE,668,105,157,False,489,True,True
270,Paracetamol Cooper,2025-04,52.43,93.08,40.65,82,MA-BATCH-80222,INJECTION,AVAILABLE,117,333,403,False,429,True,True
271,Magne B6,2025-10,169.17,203.53,34.36,19,MA-BATCH-67397,INJECTION,AVAILABLE,633,458,55,False,457,True,True
272,Paracetamol Cooper,2027-06,160.61,178.38,17.77,77,MA-BATCH-77158,CAPSULE,AVAILABLE,270,422,485,False,304,True,True
273,Aerius 5mg,2028-12,148.68,155.04,6.36,59,MA-BATCH-66003,CAPSULE,AVAILABLE,23,68,443,False,121,True,True
274,Amoxil 500mg,2026-08,169.71,208.43,38.72,122,MA-BATCH-96757,SYRUP,AVAILABLE,122,364,511,False,197,True,True
275,Doliprane 500mg,2028-04,89.75,145.18,55.43,37,MA-BATCH-76721,INJECTION,AVAILABLE,573,214,39,False,79,True,True
276,Magne B6,2027-12,108.21,118.09,9.88,143,MA-BATCH-49885,DROPS,AVAILABLE,168,233,233,False,99,True,True
277,Spasfon,2025-09,64.51,90.19,25.68,95,MA-BATCH-92159,DROPS,AVAILABLE,261,551,254,False,308,True,True
278,Smecta,2026-05,86.42,112.82,26.4,119,MA-BATCH-60371,INJECTION,AVAILABLE,261,399,181,False,382,True,True
279,Smecta,2027-09,35.18,81.05,45.87,146,MA-BATCH-95236,TABLET,AVAILABLE,643,499,275,False,389,True,True
280,Ventoline 100mcg,2028-02,168.76,224.86,56.1,29,MA-BATCH-10385,CAPSULE,AVAILABLE,14,166,170,False,49,True,True
281,Aerius 5mg,2025-11,99.75,109.92,10.17,144,MA-BATCH-47575,TABLET,AVAILABLE,234,308,281,False,351,True,True
282,Augmentin 1g,2027-09,94.12,137.57,43.45,14,MA-BATCH-73812,INJECTION,AVAILABLE,295,27,132,False,312,True,True
283,Magne B6,2028-05,148.71,200.98,52.27,137,MA-BATCH-93482,SYRUP,AVAILABLE,207,30,156,False,227,True,True
284,Aerius 5mg,2028-12,173.69,213.58,39.89,7,MA-BATCH-34532,TABLET,AVAILABLE,572,194,426,False,203,True,True
285,Paracetamol Cooper,2028-07,89.65,101.42,11.77,96,MA-BATCH-20218,TABLET,AVAILABLE,143,321,404,False,478,True,True
286,Dafalgan 1g,2026-03,54.68,69.24,14.56,8,MA-BATCH-99135,DROPS,AVAILABLE,226,276,41,False,47,True,True
287,Augmentin 1g,2028-09,163.44,179.92,16.48,112,MA-BATCH-65178,INJECTION,AVAILABLE,367,17,97,False,252,True,True
288,Smecta,2026-11,157.6,196.38,38.78,83,MA-BATCH-46186,INJECTION,AVAILABLE,124,281,301,False,23,True,True
289,Smecta,2025-08,116.77,133.39,16.62,89,MA-BATCH-61832,CAPSULE,AVAILABLE,445,315,144,False,454,True,True
290,Ventoline 100mcg,2028-04,148.49,198.24,49.75,28,MA-BATCH-26808,INJECTION,AVAILABLE,224,69,366,False,386,True,True
291,Rhinathiol,2027-10,164.26,190.24,25.98,85,MA-BATCH-30702,DROPS,AVAILABLE,188,498,450,False,202,True,True
292,Doliprane 1000mg,2027-10,155.38,174.83,19.45,23,MA-BATCH-13450,SYRUP,AVAILABLE,561,332,3,False,101,True,True
293,Rhinathiol,2026-05,137.59,160.99,23.4,16,MA-BATCH-47820,DROPS,AVAILABLE,262,563,409,False,256,True,True
294,Doliprane 1000mg,2026-10,38.21,72.55,34.34,137,MA-BATCH-49412,INJECTION,AVAILABLE,247,240,68,False,139,True,True
295,Ventoline 100mcg,2027-11,167.65,187.83,20.18,21,MA-BATCH-48326,CREAM,AVAILABLE,203,153,367,False,57,True,True
296,Amoxil 500mg,2028-09,33.89,77.21,43.32,150,MA-BATCH-71152,CREAM,AVAILABLE,325,219,66,False,78,True,True
297,Augmentin 1g,2027-05,159.35,164.79,5.44,3,MA-BATCH-67778,INJECTION,AVAILABLE,667,446,436,True,58,True,True
298,Doliprane 1000mg,2027-09,99.78,107.63,7.85,135,MA-BATCH-17834,TABLET,AVAILABLE,549,492,250,False,53,True,True
299,Smecta,2025-02,66.48,103.51,37.03,83,MA-BATCH-39994,INJECTION,AVAILABLE,493,548,423,False,97,True,True
300,Doliprane 500mg,2028-09,119.17,176.16,56.99,3,MA-BATCH-81931,INJECTION,AVAILABLE,100,47,416,True,333,True,True
301,Aerius 5mg,2027-08,101.54,129.82,28.28,32,MA-BATCH-16930,INJECTION,AVAILABLE,658,562,3,False,83,True,True
302,Doliprane 500mg,2026-12,157.51,207.72,50.21,50,MA-BATCH-58796,CAPSULE,AVAILABLE,184,201,13,False,216,True,True
303,Paracetamol Cooper,2026-09,20.48,35.64,15.16,13,MA-BATCH-53940,DROPS,AVAILABLE,344,20,335,False,478,True,True
304,Rhinathiol,2025-05,152.11,166.36,14.25,24,MA-BATCH-30106,TABLET,AVAILABLE,414,419,492,False,28,True,True
305,Doliprane 500mg,2026-01,32.01,41.16,9.15,81,MA-BATCH-62664,INJECTION,AVAILABLE,256,211,532,False,82,True,True
306,Spasfon,2025-01,36.24,88.15,51.91,71,MA-BATCH-40422,CREAM,AVAILABLE,134,189,181,False,34,True,True
307,Aspegic 100mg,2025-11,76.45,89.14,12.69,7,MA-BATCH-90471,TABLET,AVAILABLE,78,117,213,False,141,True,True
308,Augmentin 1g,2025-04,103.14,119.64,16.5,147,MA-BATCH-94114,SYRUP,AVAILABLE,373,186,530,False,203,True,True
309,Aspegic 100mg,2026-04,172.63,184.05,11.42,54,MA-BATCH-88342,CAPSULE,AVAILABLE,344,422,291,False,180,True,True
310,Rhinathiol,2028-05,35.83,57.57,21.74,128,MA-BATCH-49052,CREAM,AVAILABLE,454,439,6,False,98,True,True
311,Dafalgan 1g,2026-05,58.51,91.67,33.16,109,MA-BATCH-17144,DROPS,AVAILABLE,598,366,254,False,233,True,True
312,Magne B6,2026-05,138.81,178.83,40.02,121,MA-BATCH-85084,CREAM,AVAILABLE,653,370,182,False,328,True,True
313,Aspegic 100mg,2025-06,92.86,110.62,17.76,103,MA-BATCH-33273,INJECTION,AVAILABLE,414,380,341,False,298,True,True
314,Rhinathiol,2026-06,154.77,174.48,19.71,99,MA-BATCH-42281,DROPS,AVAILABLE,524,63,427,False,223,True,True
315,Paracetamol Cooper,2026-04,64.52,84.18,19.66,94,MA-BATCH-86232,DROPS,AVAILABLE,380,164,296,False,459,True,True
316,Aspegic 100mg,2028-07,87.85,147.43,59.58,69,MA-BATCH-51652,DROPS,AVAILABLE,239,347,214,False,297,True,True
317,Azix 500mg,2026-11,110.79,153.71,42.92,104,MA-BATCH-85574,CREAM,AVAILABLE,348,256,158,False,158,True,True
318,Dafalgan 1g,2028-10,48.42,103.51,55.09,99,MA-BATCH-49034,TABLET,AVAILABLE,347,487,84,False,90,True,True
319,Magne B6,2026-12,120.76,173.25,52.49,107,MA-BATCH-81703,SYRUP,AVAILABLE,332,278,218,False,491,True,True
320,Magne B6,2028-04,123.79,151.39,27.6,84,MA-BATCH-85726,TABLET,AVAILABLE,423,104,403,False,384,True,True
321,Voltaren 50mg,2026-10,103.84,125.12,21.28,120,MA-BATCH-81614,DROPS,AVAILABLE,80,426,99,False,191,True,True
322,Paracetamol Cooper,2025-02,156.97,199.03,42.06,128,MA-BATCH-77537,DROPS,AVAILABLE,202,473,91,False,24,True,True
323,Paracetamol Cooper,2028-03,55.4,87.74,32.34,53,MA-BATCH-17724,INJECTION,AVAILABLE,171,5,98,False,150,True,True
324,Azix 500mg,2025-09,103.49,131.79,28.3,123,MA-BATCH-28341,INJECTION,AVAILABLE,282,588,213,False,70,True,True
325,Voltaren 50mg,2028-04,36.75,48.49,11.74,73,MA-BATCH-49039,INJECTION,AVAILABLE,407,189,332,False,338,True,True
326,Aerius 5mg,2026-07,60.87,73.8,12.93,148,MA-BATCH-48867,CAPSULE,AVAILABLE,416,211,196,False,316,True,True
327,Augmentin 1g,2027-01,32.97,45.6,12.63,149,MA-BATCH-61827,CREAM,AVAILABLE,269,518,82,False,351,True,True
328,Ventoline 100mcg,2027-10,33.12,73.43,40.31,98,MA-BATCH-21590,CREAM,AVAILABLE,420,463,27,False,220,True,True
329,Voltaren 50mg,2027-04,127.52,162.81,35.29,55,MA-BATCH-24540,TABLET,AVAILABLE,108,399,111,False,96,True,True
330,Rhinathiol,2025-07,72.73,120.26,47.53,7,MA-BATCH-42361,CREAM,AVAILABLE,617,279,35,False,399,True,True
331,Augmentin 1g,2027-05,139.47,155.18,15.71,59,MA-BATCH-72421,DROPS,AVAILABLE,430,494,211,False,499,True,True
332,Aerius 5mg,2027-01,128.13,162.47,34.34,25,MA-BATCH-83839,CREAM,AVAILABLE,272,91,64,False,498,True,True
333,Smecta,2025-02,26.74,55.62,28.88,55,MA-BATCH-81356,TABLET,AVAILABLE,107,411,11,False,154,True,True
334,Aerius 5mg,2025-01,110.43,154.5,44.07,21,MA-BATCH-50835,DROPS,AVAILABLE,166,40,155,False,281,True,True
335,Azix 500mg,2025-07,107.7,161.19,53.49,106,MA-BATCH-81341,TABLET,AVAILABLE,75,617,41,False,136,True,True
336,Azix 500mg,2027-09,63.18,74.89,11.71,51,MA-BATCH-53139,CAPSULE,AVAILABLE,567,268,160,False,40,True,True
337,Ventoline 100mcg,2025-12,49.57,65.43,15.86,108,MA-BATCH-84117,DROPS,AVAILABLE,99,498,103,False,115,True,True
338,Doliprane 500mg,2027-08,166.93,192.95,26.02,20,MA-BATCH-21325,INJECTION,AVAILABLE,119,209,139,False,410,True,True
339,Smecta,2025-03,131.4,168.46,37.06,79,MA-BATCH-70808,DROPS,AVAILABLE,5,166,534,False,294,True,True
340,Aerius 5mg,2025-03,147.5,157.35,9.85,23,MA-BATCH-79942,INJECTION,AVAILABLE,648,307,325,False,79,True,True
341,Ventoline 100mcg,2026-07,164.93,221.29,56.36,19,MA-BATCH-76856,CAPSULE,AVAILABLE,503,390,302,False,450,True,True
342,Azix 500mg,2025-01,85.74,124.03,38.29,61,MA-BATCH-93512,INJECTION,AVAILABLE,309,114,389,False,72,True,True
343,Dafalgan 1g,2026-11,144.11,204.04,59.93,43,MA-BATCH-25593,CAPSULE,AVAILABLE,291,50,78,False,373,True,True
344,Paracetamol Cooper,2027-01,54.18,109.78,55.6,55,MA-BATCH-88225,DROPS,AVAILABLE,444,190,398,False,44,True,True
345,Spasfon,2027-03,82.08,101.01,18.93,88,MA-BATCH-33003,DROPS,AVAILABLE,509,320,77,False,11,True,True
346,Ventoline 100mcg,2025-12,37.92,62.9,24.98,124,MA-BATCH-86513,CREAM,AVAILABLE,612,283,534,False,279,True,True
347,Voltaren 50mg,2027-09,165.96,190.7,24.74,99,MA-BATCH-88365,SYRUP,AVAILABLE,60,32,379,False,64,True,True
348,Spasfon,2028-08,112.49,152.07,39.58,87,MA-BATCH-96954,INJECTION,AVAILABLE,214,375,373,False,408,True,True
349,Aspegic 100mg,2028-11,98.3,152.06,53.76,47,MA-BATCH-21327,INJECTION,AVAILABLE,160,400,414,False,78,True,True
350,Paracetamol Cooper,2025-05,140.47,165.36,24.89,93,MA-BATCH-11047,INJECTION,AVAILABLE,24,44,85,False,160,True,True
351,Doliprane 1000mg,2025-04,156.74,197.71,40.97,70,MA-BATCH-59554,CREAM,AVAILABLE,664,432,185,False,143,True,True
352,Doliprane 1000mg,2025-01,21.69,65.21,43.52,113,MA-BATCH-93646,INJECTION,AVAILABLE,419,555,61,False,354,True,True
353,Amoxil 500mg,2028-03,59.87,118.33,58.46,25,MA-BATCH-28444,TABLET,AVAILABLE,484,418,173,False,108,True,True
354,Augmentin 1g,2026-03,97.75,108.87,11.12,89,MA-BATCH-28720,CREAM,AVAILABLE,152,186,180,False,294,True,True
355,Aerius 5mg,2028-06,40.58,46.3,5.72,71,MA-BATCH-30387,CREAM,AVAILABLE,198,367,305,False,26,True,True
356,Voltaren 50mg,2027-08,15.21,25.28,10.07,141,MA-BATCH-25181,SYRUP,AVAILABLE,382,105,119,False,489,True,True
357,Rhinathiol,2026-06,55.64,97.33,41.69,80,MA-BATCH-68064,SYRUP,AVAILABLE,169,544,135,False,482,True,True
358,Magne B6,2027-02,151.23,199.77,48.54,111,MA-BATCH-97150,CAPSULE,AVAILABLE,502,570,42,False,316,True,True
359,Doliprane 1000mg,2026-09,140.26,174.09,33.83,7,MA-BATCH-19540,TABLET,AVAILABLE,308,105,295,False,475,True,True
360,Voltaren 50mg,2027-02,158.01,214.89,56.88,62,MA-BATCH-53636,SYRUP,AVAILABLE,523,98,269,False,157,True,True
361,Azix 500mg,2027-12,92.47,120.02,27.55,116,MA-BATCH-92419,SYRUP,AVAILABLE,564,38,180,False,53,True,True
362,Augmentin 1g,2025-07,120.86,162.94,42.08,57,MA-BATCH-55135,INJECTION,AVAILABLE,573,26,233,False,247,True,True
363,Aerius 5mg,2025-04,107.12,154.64,47.52,37,MA-BATCH-96593,CREAM,AVAILABLE,456,257,246,False,430,True,True
364,Amoxil 500mg,2027-06,133.88,171.67,37.79,3,MA-BATCH-52357,CAPSULE,AVAILABLE,505,382,314,True,367,True,True
365,Azix 500mg,2026-10,141.75,176.71,34.96,71,MA-BATCH-10086,INJECTION,AVAILABLE,618,441,51,False,363,True,True
366,Paracetamol Cooper,2028-01,64.18,118.34,54.16,133,MA-BATCH-18739,DROPS,AVAILABLE,50,398,340,False,225,True,True
367,Azix 500mg,2027-08,90.85,108.69,17.84,69,MA-BATCH-15666,TABLET,AVAILABLE,409,326,148,False,237,True,True
368,Voltaren 50mg,2025-05,83.37,139.32,55.95,107,MA-BATCH-82330,TABLET,AVAILABLE,144,367,226,False,335,True,True
369,Voltaren 50mg,2028-10,18.38,38.8,20.42,122,MA-BATCH-31067,DROPS,AVAILABLE,628,408,303,False,147,True,True
370,Rhinathiol,2026-06,64.71,112.27,47.56,127,MA-BATCH-11199,CREAM,AVAILABLE,289,189,247,False,390,True,True
371,Doliprane 1000mg,2027-09,38.24,57.02,18.78,54,MA-BATCH-14182,CAPSULE,AVAILABLE,82,466,130,False,167,True,True
372,Doliprane 500mg,2028-10,33.25,56.45,23.2,63,MA-BATCH-52942,CREAM,AVAILABLE,347,323,470,False,154,True,True
373,Aerius 5mg,2028-03,154.56,191.73,37.17,7,MA-BATCH-75403,CREAM,AVAILABLE,388,16,167,False,152,True,True
374,Magne B6,2026-04,42.15,72.02,29.87,61,MA-BATCH-28926,CREAM,AVAILABLE,347,615,299,False,193,True,True
375,Amoxil 500mg,2027-11,44.91,62.13,17.22,21,MA-BATCH-28258,CREAM,AVAILABLE,397,232,48,False,153,True,True
376,Azix 500mg,2028-03,18.34,68.89,50.55,111,MA-BATCH-90902,CREAM,AVAILABLE,93,454,162,False,60,True,True
377,Smecta,2026-01,95.09,152.41,57.32,35,MA-BATCH-21404,INJECTION,AVAILABLE,476,555,182,False,473,True,True
378,Voltaren 50mg,2028-07,34.67,77.32,42.65,45,MA-BATCH-37514,INJECTION,AVAILABLE,6,406,227,False,74,True,True
379,Voltaren 50mg,2025-04,150.2,196.53,46.33,55,MA-BATCH-30564,CREAM,AVAILABLE,47,310,545,False,409,True,True
380,Paracetamol Cooper,2026-01,169.71,194.42,24.71,47,MA-BATCH-22480,DROPS,AVAILABLE,600,50,109,False,305,True,True
381,Voltaren 50mg,2026-08,54.49,72.88,18.39,95,MA-BATCH-73860,TABLET,AVAILABLE,619,64,3,False,39,True,True
382,Doliprane 500mg,2027-07,121.61,136.72,15.11,148,MA-BATCH-59385,SYRUP,AVAILABLE,189,349,386,False,376,True,True
383,Aspegic 100mg,2025-09,133.46,153.9,20.44,126,MA-BATCH-58295,CAPSULE,AVAILABLE,615,317,3,False,382,True,True
384,Smecta,2026-01,89.17,149.03,59.86,36,MA-BATCH-55105,DROPS,AVAILABLE,223,140,240,False,52,True,True
385,Rhinathiol,2028-09,173.79,214.59,40.8,119,MA-BATCH-19891,CAPSULE,AVAILABLE,340,386,297,False,235,True,True
386,Doliprane 500mg,2025-12,136.1,187.18,51.08,113,MA-BATCH-90601,CAPSULE,AVAILABLE,362,201,107,False,481,True,True
387,Aspegic 100mg,2028-07,28.25,58.07,29.82,127,MA-BATCH-66100,CAPSULE,AVAILABLE,60,353,182,False,347,True,True
388,Doliprane 1000mg,2025-03,92.7,147.0,54.3,107,MA-BATCH-85431,SYRUP,AVAILABLE,568,89,329,False,254,True,True
389,Dafalgan 1g,2025-03,105.33,132.7,27.37,18,MA-BATCH-42231,TABLET,AVAILABLE,117,401,490,False,330,True,True
390,Aerius 5mg,2028-11,105.27,161.27,56.0,6,MA-BATCH-72629,DROPS,AVAILABLE,438,210,344,False,135,True,True
391,Spasfon,2025-09,37.35,53.26,15.91,124,MA-BATCH-86778,SYRUP,AVAILABLE,74,142,388,False,429,True,True
392,Augmentin 1g,2027-07,119.9,164.53,44.63,131,MA-BATCH-75271,TABLET,AVAILABLE,86,293,156,False,320,True,True
393,Aerius 5mg,2026-08,66.41,72.6,6.19,7,MA-BATCH-54125,SYRUP,AVAILABLE,584,551,153,False,457,True,True
394,Paracetamol Cooper,2026-05,55.14,98.49,43.35,53,MA-BATCH-55164,CREAM,AVAILABLE,675,515,390,False,204,True,True
395,Ventoline 100mcg,2027-02,116.08,128.05,11.97,122,MA-BATCH-96390,CREAM,AVAILABLE,207,509,423,False,185,True,True
396,Dafalgan 1g,2026-09,109.07,162.6,53.53,87,MA-BATCH-15405,TABLET,AVAILABLE,101,282,32,False,427,True,True
397,Dafalgan 1g,2028-05,78.99,103.41,24.42,109,MA-BATCH-66502,INJECTION,AVAILABLE,226,378,66,False,422,True,True
398,Augmentin 1g,2027-06,38.84,53.91,15.07,71,MA-BATCH-42624,INJECTION,AVAILABLE,375,402,322,False,486,True,True
399,Ventoline 100mcg,2027-09,138.98,177.73,38.75,105,MA-BATCH-77018,CAPSULE,AVAILABLE,603,437,164,False,94,True,True
400,Doliprane 1000mg,2027-02,60.98,110.1,49.12,73,MA-BATCH-50216,INJECTION,AVAILABLE,641,142,323,False,12,True,True
401,Paracetamol Cooper,2028-06,173.16,209.98,36.82,145,MA-BATCH-79970,CAPSULE,AVAILABLE,113,147,56,False,453,True,True
402,Ventoline 100mcg,2028-12,84.58,96.53,11.95,114,MA-BATCH-33504,CREAM,AVAILABLE,237,328,23,False,324,True,True
403,Doliprane 500mg,2027-03,87.74,135.51,47.77,65,MA-BATCH-27169,CREAM,AVAILABLE,113,309,448,False,454,True,True
404,Rhinathiol,2026-03,144.13,169.55,25.42,1,MA-BATCH-35674,CAPSULE,AVAILABLE,506,473,7,True,156,True,True
405,Spasfon,2028-03,165.27,223.76,58.49,145,MA-BATCH-25232,CREAM,AVAILABLE,299,54,470,False,22,True,True
