id,name,pharmacy_id,created_at,active
462,Analgesics & Pain Relief - 462,335,2024-02-27T08:10:25,True
463,Vitamins & Supplements - 463,470,2024-07-13T12:35:38,True
464,Analgesics & Pain Relief - 464,19,2024-05-18T12:22:33,True
465,Antibiotics - 465,227,2024-09-18T17:35:12,True
466,Analgesics & Pain Relief - 466,338,2025-05-22T16:35:15,True
467,First Aid - 467,269,2024-09-12T14:55:15,True
468,Analgesics & Pain Relief - 468,153,2025-06-01T08:00:13,True
469,Analgesics & Pain Relief - 469,354,2025-11-13T09:37:56,True
470,Gastrointestinal - 470,209,2024-06-13T12:06:35,True
471,Dermatology - 471,197,2025-09-22T12:27:28,True
472,Analgesics & Pain Relief - 472,515,2025-12-01T18:07:33,True
473,First Aid - 473,166,2025-11-26T08:01:07,True
474,Cardiovascular - 474,438,2025-12-04T08:14:17,True
475,Dermatology - 475,311,2025-03-20T17:02:25,True
476,First Aid - 476,281,2025-07-18T14:52:58,True
477,Gastrointestinal - 477,169,2025-01-13T10:50:49,True
478,Vitamins & Supplements - 478,120,2025-06-20T17:27:55,True
479,First Aid - 479,141,2025-07-25T10:11:54,True
480,Vitamins & Supplements - 480,128,2024-06-08T11:59:40,True
481,Dermatology - 481,451,2024-05-16T12:30:57,True
482,Respiratory - 482,311,2025-11-26T13:23:38,True
483,Cardiovascular - 483,448,2025-03-04T11:34:14,True
484,Gastrointestinal - 484,7,2025-02-05T12:21:46,True
485,Gastrointestinal - 485,224,2024-03-23T17:03:00,True
486,Cardiovascular - 486,404,2024-11-06T09:59:55,True
487,Antibiotics - 487,484,2024-11-05T18:29:31,True
488,Vitamins & Supplements - 488,436,2025-09-21T16:46:15,True
489,Gastrointestinal - 489,329,2025-09-11T10:11:37,True
490,Dermatology - 490,175,2025-03-23T13:06:25,True
491,Antibiotics - 491,515,2025-08-12T17:05:28,True
492,Antibiotics - 492,57,2025-01-17T18:03:23,True
493,Dermatology - 493,95,2025-08-15T12:17:30,True
494,Cardiovascular - 494,375,2024-06-25T10:19:28,True
495,Dermatology - 495,115,2025-02-12T17:19:44,True
496,First Aid - 496,205,2025-05-28T17:13:02,True
497,Gastrointestinal - 497,237,2025-09-18T08:14:12,True
498,Antibiotics - 498,543,2024-07-03T20:04:44,True
499,Cardiovascular - 499,246,2024-07-02T16:30:32,True
500,Vitamins & Supplements - 500,70,2025-03-16T16:30:12,True
501,Analgesics & Pain Relief - 501,293,2025-03-11T18:04:20,True
502,Vitamins & Supplements - 502,126,2025-12-10T14:20:53,True
503,Cardiovascular - 503,336,2024-08-26T20:50:32,True
504,Analgesics & Pain Relief - 504,104,2024-06-14T18:30:12,True
505,Dermatology - 505,286,2025-08-03T19:30:28,True
506,Respiratory - 506,167,2025-10-03T12:14:13,True
507,Respiratory - 507,140,2025-07-21T20:27:16,True
508,Gastrointestinal - 508,54,2024-12-02T09:03:34,True
509,Gastrointestinal - 509,492,2024-10-01T16:57:14,True
510,Gastrointestinal - 510,168,2024-12-03T16:38:26,True
511,Dermatology - 511,295,2024-11-10T14:17:47,True
512,Dermatology - 512,469,2025-08-06T16:58:56,True
513,Gastrointestinal - 513,503,2025-11-23T17:22:48,True
514,Vitamins & Supplements - 514,531,2024-10-02T10:09:04,True
515,First Aid - 515,474,2024-03-10T16:34:12,True
516,First Aid - 516,84,2025-01-11T20:37:33,True
517,Dermatology - 517,269,2025-02-26T12:50:59,True
518,Cardiovascular - 518,436,2025-03-17T14:33:06,True
519,Antibiotics - 519,187,2024-11-01T11:33:32,True
520,Gastrointestinal - 520,445,2024-02-19T11:39:31,True
521,Antibiotics - 521,282,2025-10-01T08:47:50,True
522,Vitamins & Supplements - 522,108,2025-08-19T08:23:20,True
523,Vitamins & Supplements - 523,436,2025-10-07T11:52:50,True
524,Gastrointestinal - 524,92,2025-12-17T16:48:01,True
525,First Aid - 525,13,2025-04-05T18:25:01,True
526,Antibiotics - 526,125,2024-10-03T08:15:54,True
527,Vitamins & Supplements - 527,486,2025-03-21T13:22:07,True
528,Cardiovascular - 528,437,2024-10-02T19:33:20,True
529,Antibiotics - 529,515,2024-01-10T13:03:56,True
530,Vitamins & Supplements - 530,307,2024-12-15T11:25:04,True
531,Gastrointestinal - 531,544,2025-04-13T20:25:08,True
532,First Aid - 532,81,2024-12-12T16:46:38,True
533,Respiratory - 533,252,2024-06-08T20:39:03,True
534,Analgesics & Pain Relief - 534,342,2025-07-03T13:40:18,True
535,First Aid - 535,253,2024-11-11T14:52:24,True
536,Cardiovascular - 536,500,2024-06-12T20:56:07,True
537,Antibiotics - 537,389,2025-04-13T18:39:02,True
538,Vitamins & Supplements - 538,521,2024-08-16T10:29:01,True
539,Vitamins & Supplements - 539,432,2025-07-01T13:58:15,True
540,Dermatology - 540,182,2024-07-26T12:16:04,True
541,Respiratory - 541,79,2024-02-20T19:29:20,True
542,Cardiovascular - 542,343,2025-07-27T12:02:23,True
543,Antibiotics - 543,39,2024-11-18T16:00:08,True
544,First Aid - 544,220,2024-05-05T15:26:13,True
545,Respiratory - 545,138,2024-05-21T12:43:17,True
546,First Aid - 546,119,2024-10-11T20:13:59,True
547,Analgesics & Pain Relief - 547,422,2024-07-16T14:16:44,True
548,Analgesics & Pain Relief - 548,178,2024-09-18T20:54:17,True
549,First Aid - 549,277,2025-06-04T19:15:53,True
550,Gastrointestinal - 550,465,2024-08-04T15:17:56,True
551,Cardiovascular - 551,22,2025-09-18T09:50:06,True
552,Respiratory - 552,278,2024-04-10T11:37:32,True
553,Antibiotics - 553,520,2025-04-18T15:28:41,True
554,Gastrointestinal - 554,525,2024-12-08T11:25:18,True
555,First Aid - 555,461,2024-05-04T11:45:00,True
556,Analgesics & Pain Relief - 556,116,2025-04-17T18:55:26,True
557,Analgesics & Pain Relief - 557,191,2024-07-05T13:16:50,True
558,Vitamins & Supplements - 558,41,2025-02-21T10:55:55,True
559,Cardiovascular - 559,88,2024-12-21T13:28:29,True
560,Vitamins & Supplements - 560,8,2025-05-03T08:03:45,True
561,First Aid - 561,279,2024-10-07T10:17:23,True
562,Cardiovascular - 562,78,2024-10-16T19:39:19,True
563,Antibiotics - 563,148,2024-05-18T15:01:37,True
564,First Aid - 564,155,2025-05-28T17:26:13,True
565,Vitamins & Supplements - 565,182,2025-02-16T12:50:09,True
566,Vitamins & Supplements - 566,297,2024-05-27T19:41:43,True
567,Cardiovascular - 567,177,2025-02-04T16:53:39,True
568,Analgesics & Pain Relief - 568,37,2024-05-13T16:27:06,True
569,Respiratory - 569,221,2024-08-01T10:34:25,True
570,First Aid - 570,174,2024-03-25T08:02:38,True
571,Gastrointestinal - 571,243,2025-07-24T10:04:36,True
572,Gastrointestinal - 572,202,2025-09-19T08:00:21,True
573,First Aid - 573,488,2025-01-02T09:31:15,True
574,Vitamins & Supplements - 574,342,2024-01-26T15:13:39,True
575,First Aid - 575,92,2024-01-21T15:10:10,True
576,Antibiotics - 576,112,2024-09-27T14:36:02,True
577,First Aid - 577,78,2025-08-05T10:07:01,True
578,Dermatology - 578,324,2025-12-14T20:07:31,True
579,Antibiotics - 579,172,2024-08-27T08:29:16,True
580,Dermatology - 580,251,2025-01-05T11:48:19,True
581,Dermatology - 581,135,2024-06-05T09:41:25,True
582,Analgesics & Pain Relief - 582,148,2025-03-07T17:17:48,True
583,Antibiotics - 583,146,2024-10-09T12:47:52,True
584,First Aid - 584,486,2024-07-20T08:13:43,True
585,Vitamins & Supplements - 585,431,2025-06-04T11:59:08,True
586,First Aid - 586,419,2024-11-15T17:52:19,True
587,Analgesics & Pain Relief - 587,138,2025-06-27T19:22:37,True
588,Gastrointestinal - 588,115,2025-01-05T09:06:36,True
589,Antibiotics - 589,328,2024-03-26T14:34:56,True
590,Respiratory - 590,293,2025-05-16T16:27:50,True
591,Respiratory - 591,130,2024-08-13T08:58:00,True
592,Dermatology - 592,320,2025-05-01T16:47:14,True
593,First Aid - 593,91,2024-10-02T15:18:39,True
594,Vitamins & Supplements - 594,88,2025-05-02T08:25:36,True
595,Cardiovascular - 595,403,2024-04-26T13:14:17,True
596,Dermatology - 596,523,2025-05-15T08:32:10,True
597,Antibiotics - 597,230,2025-06-09T14:11:09,True
598,Analgesics & Pain Relief - 598,173,2024-03-07T19:46:31,True
599,Vitamins & Supplements - 599,15,2025-06-01T11:48:13,True
600,Analgesics & Pain Relief - 600,63,2024-01-18T16:24:15,True
601,Dermatology - 601,413,2025-04-19T09:39:00,True
602,Analgesics & Pain Relief - 602,529,2024-02-09T09:25:51,True
603,Analgesics & Pain Relief - 603,24,2024-07-19T20:47:40,True
604,Vitamins & Supplements - 604,241,2024-11-16T11:59:29,True
605,First Aid - 605,46,2025-01-18T20:46:21,True
606,Dermatology - 606,85,2025-08-09T14:15:02,True
607,Analgesics & Pain Relief - 607,24,2025-11-08T11:27:07,True
608,Antibiotics - 608,251,2025-02-04T16:56:05,True
609,Gastrointestinal - 609,95,2025-12-09T13:32:09,True
610,Dermatology - 610,154,2024-04-21T12:51:54,True
611,Analgesics & Pain Relief - 611,71,2025-04-11T20:15:17,True
612,Respiratory - 612,421,2024-08-11T14:36:38,True
613,Dermatology - 613,291,2025-07-14T15:09:45,True
614,Analgesics & Pain Relief - 614,98,2024-09-05T12:56:41,True
615,Analgesics & Pain Relief - 615,143,2024-12-17T10:58:08,True
616,Cardiovascular - 616,526,2025-10-25T12:00:09,True
617,Respiratory - 617,145,2024-09-12T16:56:04,True
618,First Aid - 618,269,2025-03-15T11:50:58,True
619,Gastrointestinal - 619,198,2025-05-06T11:22:29,True
620,Analgesics & Pain Relief - 620,9,2025-02-06T17:06:49,True
