id,street,city,country,pharmacy_id
476,"207, Derb Bir Anzarane",Tetouan,Morocco,476
477,"231, Boulevard Anfa",Sale,Morocco,477
478,"148, Avenue Al Qods",El Jadida,Morocco,478
479,"89, Avenue Abdelmoumen",Taza,Morocco,479
480,"215, Derb 2 March",Meknes,Morocco,480
481,"15, Zankat Al Massira Al Khadra",Tangier,Morocco,481
482,"258, Avenue 2 March",Casablanca,Morocco,482
483,"167, Zankat Al Massira Al Khadra",Agadir,Morocco,483
484,"292, Derb FAR",Temara,Morocco,484
485,"12, Zankat Abdelmoumen",Khouribga,Morocco,485
486,"262, Boulevard Anfa",El Jadida,Morocco,486
487,"189, Boulevard Anfa",Nador,Morocco,487
488,"103, Rue Zerktouni",Tetouan,Morocco,488
489,"34, Avenue Moulay Youssef",Taza,Morocco,489
490,"237, Derb Al Massira Al Khadra",Settat,Morocco,490
491,"228, Boulevard Anfa",El Jadida,Morocco,491
492,"257, Avenue Al Qods",Agadir,Morocco,492
493,"126, Derb FAR",Casablanca,Morocco,493
494,"17, Derb Ibn Khaldoun",Nador,Morocco,494
495,"198, Avenue 2 March",Kenitra,Morocco,495
496,"276, Avenue Mohammed V",El Jadida,Morocco,496
497,"247, Avenue Ibn Sina",Sale,Morocco,497
498,"21, Rue Abdelmoumen",Beni Mellal,Morocco,498
499,"226, Derb Allal Ben Abdellah",Fes,Morocco,499
500,"75, Rue Allal Ben Abdellah",Agadir,Morocco,500
501,"188, Derb Al Qods",Tangier,Morocco,501
502,"125, Derb Moulay Youssef",Kenitra,Morocco,502
503,"50, Rue FAR",El Jadida,Morocco,503
504,"252, Boulevard Tariq Ibn Ziyad",Safi,Morocco,504
505,"152, Derb Al Qods",El Jadida,Morocco,505
506,"133, Zankat Tariq Ibn Ziyad",Settat,Morocco,506
507,"19, Boulevard Zerktouni",Beni Mellal,Morocco,507
508,"148, Avenue Al Massira Al Khadra",Temara,Morocco,508
509,"289, Rue Ibn Sina",Tetouan,Morocco,509
510,"82, Zankat Ibn Sina",Nador,Morocco,510
511,"226, Rue Zerktouni",Tangier,Morocco,511
512,"76, Zankat Ibn Sina",Sale,Morocco,512
513,"132, Boulevard Mohammed V",Meknes,Morocco,513
514,"299, Rue Zerktouni",Taza,Morocco,514
515,"7, Rue Al Mouqawama",Beni Mellal,Morocco,515
516,"265, Derb Lalla Yacout",Settat,Morocco,516
517,"88, Rue Zerktouni",Taza,Morocco,517
518,"257, Rue Ibn Khaldoun",Temara,Morocco,518
519,"194, Derb Anfa",Beni Mellal,Morocco,519
520,"247, Boulevard Lalla Yacout",Sale,Morocco,520
521,"8, Avenue Al Qods",Oujda,Morocco,521
522,"159, Boulevard Al Massira Al Khadra",Tangier,Morocco,522
523,"143, Zankat Allal Ben Abdellah",Meknes,Morocco,523
524,"183, Derb Bir Anzarane",Taza,Morocco,524
525,"7, Zankat Al Massira Al Khadra",Meknes,Morocco,525
526,"187, Avenue Abdelmoumen",Fes,Morocco,526
527,"169, Zankat FAR",Kenitra,Morocco,527
528,"284, Zankat FAR",Rabat,Morocco,528
529,"229, Zankat Ibn Khaldoun",Oujda,Morocco,529
530,"126, Rue Anfa",Oujda,Morocco,530
531,"117, Derb Anfa",Rabat,Morocco,531
532,"137, Zankat Tariq Ibn Ziyad",Marrakech,Morocco,532
533,"98, Avenue Zerktouni",Beni Mellal,Morocco,533
534,"156, Avenue Moulay Youssef",Oujda,Morocco,534
535,"125, Zankat Lalla Yacout",El Jadida,Morocco,535
536,"51, Zankat Hassan II",Safi,Morocco,536
537,"38, Boulevard Lalla Yacout",Fes,Morocco,537
538,"227, Avenue Lalla Yacout",Meknes,Morocco,538
539,"52, Zankat Moulay Youssef",Settat,Morocco,539
540,"250, Rue Mohammed V",Taza,Morocco,540
541,"221, Avenue Bir Anzarane",Meknes,Morocco,541
542,"234, Avenue Tariq Ibn Ziyad",Mohammedia,Morocco,542
543,"139, Derb Anfa",Safi,Morocco,543
544,"260, Derb Ibn Khaldoun",Tetouan,Morocco,544
545,"154, Rue Al Massira Al Khadra",Safi,Morocco,545
546,"141, Zankat Ibn Khaldoun",Tetouan,Morocco,546
547,"226, Avenue Anfa",Nador,Morocco,547
548,"4, Rue Ibn Khaldoun",Nador,Morocco,548
549,"254, Boulevard Anfa",Marrakech,Morocco,549
550,"222, Rue Allal Ben Abdellah",El Jadida,Morocco,550
