id,medicine_id,quantity,total,profit,cart_id,created_at
481,539,3,127.38,31.86,641,2026-02-24T17:22:50
482,424,1,81.48,20.37,683,2026-06-18T17:10:09
483,226,3,201.0,50.25,133,2026-09-16T18:01:55
484,920,4,181.36,45.36,683,2026-03-18T20:55:45
485,182,5,703.45,175.85,242,2026-03-18T15:33:39
486,510,1,68.69,17.17,199,2026-10-21T14:19:31
487,966,2,146.74,36.68,681,2026-12-16T12:26:17
488,693,3,185.16,46.29,466,2026-09-08T09:48:00
489,946,1,149.83,37.46,362,2026-09-18T08:59:34
490,492,3,217.23,54.3,318,2026-01-24T18:21:34
491,114,1,61.61,15.4,11,2026-01-18T18:35:56
492,697,4,332.96,83.24,504,2026-05-16T14:05:37
493,218,4,356.32,89.08,748,2026-07-07T14:50:40
494,303,4,476.64,119.16,249,2026-04-10T15:28:17
495,762,5,365.5,91.35,235,2026-08-19T10:09:50
496,887,4,558.32,139.6,175,2026-10-03T13:00:11
497,224,4,230.88,57.72,563,2026-04-10T13:03:20
498,169,1,98.04,24.51,9,2026-11-01T12:30:08
499,770,4,93.72,23.44,490,2026-03-20T09:17:22
500,973,5,416.45,104.1,242,2026-07-01T17:34:48
501,760,3,286.44,71.61,622,2026-08-25T12:31:46
502,238,4,306.64,76.64,210,2026-11-17T16:22:33
503,462,3,257.34,64.35,610,2026-11-28T13:28:07
504,251,1,123.97,30.99,627,2026-05-09T20:46:38
505,956,4,113.56,28.4,446,2026-10-11T10:21:30
506,257,4,327.88,81.96,285,2026-08-21T10:05:09
507,228,5,278.2,69.55,467,2026-06-13T09:50:54
508,940,5,152.9,38.2,562,2026-06-12T15:37:55
509,685,5,651.4,162.85,227,2026-12-06T17:02:40
510,798,1,139.36,34.84,332,2026-06-10T13:47:07
511,449,2,138.74,34.68,564,2026-05-02T13:46:36
512,69,5,245.7,61.45,311,2026-05-14T10:55:42
513,758,4,133.64,33.4,138,2026-10-08T11:56:58
514,57,4,254.84,63.72,208,2026-04-23T13:39:30
515,322,5,535.85,133.95,21,2026-03-17T10:46:45
516,123,5,362.15,90.55,1,2026-09-16T20:40:20
517,649,4,342.2,85.56,566,2026-12-26T15:12:29
518,873,4,208.72,52.16,603,2026-08-08T17:41:52
519,528,2,265.58,66.4,395,2026-01-19T15:42:36
520,511,5,626.75,156.7,344,2026-01-22T18:18:17
521,373,1,77.68,19.42,144,2026-03-20T19:49:47
522,28,1,22.24,5.56,453,2026-12-06T19:09:25
523,365,2,156.64,39.16,163,2026-05-13T11:01:21
524,637,3,321.57,80.4,360,2026-08-04T09:29:28
525,328,2,191.86,47.96,743,2026-03-09T20:40:20
526,567,1,113.17,28.29,605,2026-11-02T16:42:32
527,312,1,84.33,21.08,729,2026-04-23T16:51:00
528,374,2,232.84,58.22,347,2026-03-14T16:13:55
529,635,3,72.96,18.24,465,2026-06-03T20:12:54
530,47,4,395.12,98.8,460,2026-02-25T10:34:06
531,326,4,364.72,91.2,567,2026-01-27T10:30:55
532,968,5,708.95,177.25,230,2026-10-27T16:49:09
533,115,3,441.63,110.4,743,2026-05-03T11:30:06
534,491,2,40.66,10.16,437,2026-10-02T16:23:33
535,221,1,73.04,18.26,268,2026-07-25T20:33:59
536,127,4,310.4,77.6,204,2026-07-11T18:26:02
537,957,4,326.88,81.72,381,2026-10-12T15:50:15
538,753,3,173.34,43.35,4,2026-12-25T18:42:56
539,453,4,548.12,137.04,134,2026-01-10T08:11:21
540,705,5,523.15,130.8,515,2026-01-21T16:58:20
541,826,3,266.16,66.54,155,2026-06-16T16:18:48
542,369,4,407.24,101.8,48,2026-03-10T09:01:50
543,294,1,68.08,17.02,479,2026-10-08T09:25:24
544,15,5,536.25,134.05,439,2026-02-11T18:23:40
545,392,4,126.44,31.6,664,2026-01-23T12:28:42
546,671,3,77.58,19.38,43,2026-06-18T12:02:41
547,568,5,189.55,47.4,642,2026-01-13T17:39:43
548,39,4,241.28,60.32,316,2026-06-14T18:22:47
549,713,5,714.55,178.65,695,2026-11-13T11:35:13
550,414,3,250.02,62.52,169,2026-06-11T20:32:58
551,762,1,82.99,20.75,537,2026-04-12T09:50:48
552,792,3,399.75,99.93,684,2026-05-09T18:40:55
553,803,5,509.95,127.5,728,2026-07-23T11:42:38
554,37,1,114.85,28.71,267,2026-04-19T19:35:01
555,280,5,664.05,166.0,557,2026-08-21T10:53:20
556,107,3,63.99,15.99,590,2026-02-24T15:03:36
557,594,5,714.4,178.6,216,2026-08-27T08:37:32
558,119,4,584.2,146.04,547,2026-04-01T11:54:40
559,559,3,208.08,52.02,112,2026-09-04T13:03:06
560,391,3,186.96,46.74,419,2026-03-12T15:14:07
561,159,3,145.41,36.36,111,2026-08-13T17:32:28
562,405,2,240.28,60.08,166,2026-08-26T19:40:37
563,965,3,250.44,62.61,373,2026-09-02T18:36:41
564,518,5,609.35,152.35,123,2026-04-21T11:05:48
565,345,4,128.92,32.24,435,2026-05-06T14:52:05
566,272,3,234.63,58.65,428,2026-01-28T12:16:49
567,108,3,132.3,33.09,268,2026-06-22T18:32:47
568,649,2,195.9,48.98,425,2026-12-12T12:05:42
569,690,5,618.8,154.7,118,2026-12-27T15:35:02
570,261,5,428.9,107.25,439,2026-01-20T11:51:35
571,828,2,155.5,38.88,609,2026-06-24T10:19:57
572,178,4,428.48,107.12,3,2026-05-22T18:07:19
573,448,3,389.49,97.38,277,2026-03-14T19:07:12
574,361,2,113.42,28.36,334,2026-06-13T09:35:12
575,147,4,454.32,113.56,91,2026-09-09T09:55:44
576,369,3,88.23,22.05,10,2026-05-05T18:23:49
577,145,4,256.4,64.08,377,2026-09-17T18:03:32
578,927,3,312.42,78.12,539,2026-12-01T15:10:30
579,74,2,141.74,35.44,211,2026-01-23T18:11:42
580,634,2,167.06,41.76,108,2026-03-14T15:10:28
581,254,2,80.2,20.06,420,2026-08-15T19:27:28
582,299,4,538.68,134.68,344,2026-10-21T12:48:24
583,551,4,412.88,103.2,469,2026-10-22T10:36:18
584,275,5,496.85,124.2,75,2026-07-16T13:40:56
585,507,2,296.92,74.24,746,2026-07-17T12:45:52
586,619,1,138.28,34.57,339,2026-07-21T14:57:28
587,662,5,236.0,59.0,192,2026-04-03T14:07:57
588,731,2,267.32,66.82,496,2026-10-01T13:15:19
589,43,2,184.2,46.04,547,2026-04-07T09:41:20
590,815,1,86.57,21.64,108,2026-07-09T16:52:00
591,162,2,150.08,37.52,551,2026-02-28T17:14:32
592,542,5,518.9,129.75,375,2026-02-04T13:17:49
593,907,2,186.48,46.62,558,2026-06-16T11:16:51
594,89,3,286.11,71.52,87,2026-11-13T20:27:00
595,513,4,519.92,129.96,242,2026-06-02T12:25:02
596,974,2,146.7,36.68,669,2026-03-10T15:35:40
597,620,2,77.6,19.4,345,2026-11-26T16:44:09
598,890,4,580.08,145.04,102,2026-06-02T14:08:04
599,62,5,287.9,71.95,80,2026-08-28T17:56:37
600,509,1,71.31,17.83,727,2026-01-19T17:30:41
601,363,2,265.48,66.38,433,2026-07-12T08:34:13
602,429,5,160.4,40.1,401,2026-02-10T08:28:14
603,483,2,54.02,13.5,703,2026-02-09T20:12:37
604,19,2,200.98,50.24,618,2026-01-02T13:54:50
605,757,4,172.08,43.04,41,2026-01-21T10:41:59
606,292,4,228.4,57.12,335,2026-10-17T19:34:53
607,543,5,211.65,52.9,237,2026-08-08T16:07:56
608,339,2,79.7,19.92,213,2026-03-19T15:42:43
609,179,3,159.81,39.96,115,2026-10-22T18:15:35
610,701,3,250.83,62.7,377,2026-04-21T09:32:34
611,412,3,200.79,50.19,275,2026-09-02T08:30:52
612,645,5,212.9,53.2,277,2026-04-13T14:38:53
613,536,2,164.3,41.08,359,2026-11-21T13:41:01
614,287,3,272.22,68.04,553,2026-06-02T08:55:47
615,512,4,584.04,146.0,632,2026-12-07T09:28:50
616,149,1,101.92,25.48,80,2026-06-19T19:32:00
617,290,2,94.46,23.62,113,2026-11-14T17:26:16
618,19,1,26.34,6.58,320,2026-01-03T17:43:12
619,944,2,124.98,31.24,8,2026-03-06T20:24:03
620,704,5,234.6,58.65,398,2026-03-25T14:25:53
621,960,2,100.08,25.02,389,2026-05-02T16:09:12
622,108,1,28.29,7.07,88,2026-02-20T20:37:18
623,325,4,559.04,139.76,257,2026-06-25T09:38:42
624,653,5,335.3,83.85,568,2026-10-23T08:00:53
625,850,3,221.1,55.29,452,2026-11-12T10:51:26
626,232,3,293.25,73.32,90,2026-07-08T13:11:16
627,113,2,209.56,52.4,29,2026-12-06T20:59:33
628,803,4,329.04,82.28,101,2026-07-14T13:47:27
629,23,2,116.66,29.16,172,2026-06-15T15:28:18
630,84,3,286.2,71.55,377,2026-02-16T13:12:09
631,132,4,529.16,132.28,640,2026-12-26T18:49:22
632,168,4,592.2,148.04,324,2026-09-20T19:58:54
633,947,5,486.6,121.65,732,2026-07-27T19:35:55
634,256,1,82.06,20.52,109,2026-02-03T09:16:10
635,741,3,105.24,26.31,300,2026-06-10T14:28:13
636,77,2,155.36,38.84,482,2026-02-19T08:43:26
637,412,5,308.75,77.2,326,2026-09-12T15:47:52
638,6,2,106.08,26.52,126,2026-08-13T09:29:01
639,397,1,46.82,11.71,38,2026-02-22T10:28:13
640,546,2,262.84,65.7,681,2026-08-06T08:15:20
641,482,5,347.45,86.85,433,2026-01-01T09:36:04
642,682,3,173.4,43.35,133,2026-12-02T19:57:55
643,449,5,632.95,158.25,153,2026-02-04T14:55:17
644,211,3,357.3,89.31,177,2026-11-23T09:53:07
645,260,4,244.88,61.2,299,2026-07-05T12:58:48
646,541,2,73.0,18.24,64,2026-05-05T19:04:50
647,82,4,558.68,139.68,268,2026-01-08T16:51:38
648,829,3,98.13,24.54,719,2026-10-05T11:17:58
649,706,4,283.28,70.8,151,2026-08-10T14:16:20
650,193,2,65.62,16.4,444,2026-10-26T13:00:27
651,35,3,311.76,77.94,295,2026-02-23T11:30:59
652,669,1,141.08,35.27,658,2026-11-14T19:56:50
653,248,1,118.4,29.6,13,2026-09-20T18:02:40
654,496,5,378.35,94.6,701,2026-08-24T14:03:07
655,571,5,247.8,61.95,15,2026-02-23T18:20:40
656,880,3,309.09,77.28,501,2026-08-08T11:17:44
657,229,3,444.42,111.09,669,2026-04-14T20:38:30
658,36,1,106.43,26.61,515,2026-03-27T13:53:15
659,79,4,494.44,123.6,328,2026-05-01T20:36:13
660,486,1,30.74,7.68,119,2026-10-13T16:36:44
661,459,3,311.25,77.82,636,2026-03-19T08:20:46
662,807,3,72.69,18.18,359,2026-10-05T16:04:33
663,274,4,459.56,114.88,400,2026-09-02T14:13:47
664,900,5,493.65,123.4,177,2026-02-14T18:06:05
665,612,3,396.12,99.03,37,2026-03-24T15:32:41
666,914,5,116.85,29.2,546,2026-07-17T20:12:05
667,781,1,39.51,9.88,684,2026-08-19T13:38:08
668,900,5,196.55,49.15,165,2026-04-03T10:21:24
669,498,4,151.24,37.8,3,2026-09-28T13:48:57
670,440,1,75.2,18.8,706,2026-12-04T12:05:12
671,286,2,169.16,42.28,726,2026-04-05T11:20:41
672,504,2,221.88,55.46,261,2026-02-22T12:46:09
673,13,5,264.2,66.05,36,2026-10-08T15:16:07
674,379,5,395.95,99.0,633,2026-03-11T08:55:42
675,338,5,188.35,47.1,338,2026-11-26T08:55:49
676,589,3,199.98,49.98,701,2026-08-20T20:45:38
677,230,4,233.6,58.4,187,2026-04-15T17:22:29
678,153,2,175.34,43.84,642,2026-07-22T20:57:04
679,131,5,196.6,49.15,246,2026-02-04T18:56:40
680,76,2,210.46,52.62,52,2026-01-16T13:12:23
681,969,1,43.16,10.79,267,2026-10-09T16:53:49
682,833,3,337.47,84.36,107,2026-04-05T19:08:11
683,234,2,275.66,68.92,572,2026-04-17T20:20:56
684,721,4,110.8,27.68,737,2026-04-19T09:15:30
685,13,5,733.7,183.45,576,2026-09-07T15:39:10
686,127,2,286.96,71.74,115,2026-12-18T10:08:24
687,666,1,87.06,21.77,633,2026-08-03T13:06:39
688,238,1,140.3,35.08,557,2026-05-23T17:34:35
689,806,2,180.48,45.12,203,2026-11-09T18:28:56
690,759,2,181.36,45.34,99,2026-04-15T08:42:16
691,589,3,214.32,53.58,314,2026-06-10T08:28:54
692,500,1,22.02,5.5,239,2026-06-21T16:33:08
693,875,2,278.48,69.62,566,2026-11-04T20:32:01
694,684,5,627.25,156.8,579,2026-09-11T08:51:59
695,140,5,282.2,70.55,493,2026-06-17T15:47:22
696,225,4,116.48,29.12,381,2026-05-04T13:56:54
697,827,2,96.26,24.06,35,2026-01-13T14:26:43
698,914,4,111.64,27.92,679,2026-04-25T11:05:06
699,587,1,113.42,28.36,714,2026-02-19T13:21:47
700,226,1,97.35,24.34,502,2026-12-04T11:16:43
701,59,2,166.8,41.7,638,2026-08-01T20:13:31
702,586,2,47.14,11.78,100,2026-01-01T12:58:23
703,530,2,51.72,12.92,148,2026-07-06T12:28:44
704,306,2,117.62,29.4,573,2026-08-08T10:23:56
705,809,3,83.64,20.91,435,2026-03-19T18:38:01
706,344,2,140.0,35.0,452,2026-03-01T15:10:58
707,919,1,100.78,25.2,489,2026-04-11T19:44:20
708,12,5,164.15,41.05,619,2026-09-28T20:59:47
709,270,3,185.52,46.38,335,2026-12-23T19:34:49
710,82,4,217.04,54.24,190,2026-06-09T08:59:40
711,371,1,146.59,36.65,379,2026-07-16T20:17:00
712,578,2,52.62,13.16,747,2026-11-16T20:20:38
713,754,5,541.7,135.45,37,2026-02-08T12:55:40
714,81,3,400.53,100.14,358,2026-07-21T15:01:36
715,74,3,365.55,91.38,279,2026-06-10T16:16:00
716,51,1,25.23,6.31,301,2026-01-10T19:26:16
717,870,3,158.25,39.57,474,2026-09-26T11:18:46
718,549,4,262.52,65.64,370,2026-01-10T16:37:38
719,146,3,214.56,53.64,138,2026-08-14T08:05:12
720,544,1,110.57,27.64,617,2026-12-03T09:32:07
721,175,1,123.04,30.76,394,2026-03-22T18:23:03
722,571,1,67.86,16.96,338,2026-05-08T09:21:01
723,450,1,120.86,30.21,263,2026-11-14T18:17:30
724,973,4,525.52,131.36,740,2026-04-27T20:53:52
725,104,1,109.8,27.45,235,2026-12-08T09:37:29
726,412,4,110.12,27.52,371,2026-07-04T14:32:16
727,943,3,168.45,42.12,608,2026-05-12T20:41:32
728,622,2,105.34,26.34,316,2026-11-18T11:11:32
729,917,1,132.69,33.17,248,2026-11-05T12:47:43
730,698,3,359.31,89.82,730,2026-10-15T19:45:20
731,589,1,113.29,28.32,273,2026-09-19T12:01:56
732,6,5,529.35,132.35,394,2026-09-09T14:15:56
733,815,5,200.55,50.15,297,2026-09-01T18:30:48
734,250,4,286.6,71.64,654,2026-07-26T12:54:36
735,482,2,157.72,39.42,47,2026-04-09T10:22:07
736,577,1,131.15,32.79,466,2026-07-05T16:36:28
737,314,4,306.32,76.56,469,2026-07-23T14:48:03
738,709,5,153.05,38.25,124,2026-06-06T14:53:16
739,130,3,284.97,71.25,665,2026-02-15T14:55:37
740,509,1,89.02,22.25,364,2026-08-11T17:07:01
741,644,3,389.82,97.44,447,2026-12-19T18:42:52
742,426,4,104.12,26.04,311,2026-08-16T15:58:52
743,114,3,73.29,18.33,462,2026-01-05T13:47:01
744,714,1,66.8,16.7,289,2026-10-10T08:40:53
745,804,5,549.8,137.45,552,2026-08-26T13:08:23
746,399,2,167.56,41.9,274,2026-06-11T19:21:45
747,686,4,283.0,70.76,690,2026-04-08T13:44:17
748,189,1,112.12,28.03,342,2026-10-11T11:49:00
749,703,4,163.48,40.88,482,2026-09-21T19:44:49
750,147,4,282.32,70.56,335,2026-01-23T16:37:17
751,862,2,231.2,57.8,661,2026-07-01T11:26:59
752,434,5,451.2,112.8,652,2026-08-14T18:56:19
753,271,5,212.1,53.05,615,2026-04-23T13:02:03
754,494,5,640.2,160.05,106,2026-06-08T15:31:55
755,800,4,434.0,108.48,263,2026-05-16T09:26:18
756,578,1,96.23,24.06,399,2026-11-14T17:21:01
757,876,4,497.48,124.36,352,2026-06-02T09:24:38
758,76,3,226.56,56.64,488,2026-08-20T16:09:13
759,55,4,428.36,107.08,22,2026-04-07T20:54:47
760,316,5,111.95,28.0,214,2026-05-08T10:53:27
761,588,2,237.06,59.26,286,2026-02-18T08:05:44
762,389,5,515.15,128.8,626,2026-02-21T19:11:36
763,868,3,224.01,56.01,270,2026-04-03T09:34:09
764,567,4,596.6,149.16,97,2026-07-12T17:22:06
765,85,2,47.14,11.78,194,2026-10-27T19:03:23
766,618,4,591.6,147.92,697,2026-11-19T12:09:13
767,588,3,382.56,95.64,572,2026-12-16T13:56:55
768,693,3,405.78,101.43,543,2026-07-08T15:46:30
769,248,3,304.86,76.23,646,2026-01-24T11:00:52
770,749,2,267.3,66.82,487,2026-11-26T09:29:36
771,210,1,72.13,18.03,367,2026-06-12T11:10:27
772,455,5,494.1,123.5,285,2026-11-25T19:32:15
773,708,4,154.68,38.68,572,2026-12-16T17:56:15
774,752,5,671.8,167.95,540,2026-10-03T20:10:54
775,540,4,310.08,77.52,519,2026-08-09T15:50:34
776,393,5,154.25,38.55,302,2026-08-13T19:55:54
777,804,2,195.18,48.8,636,2026-06-06T19:18:06
778,762,3,249.57,62.4,77,2026-03-01T12:01:16
779,80,1,79.82,19.95,105,2026-03-20T20:51:17
780,256,2,158.66,39.66,185,2026-06-15T16:59:06
781,299,5,357.2,89.3,367,2026-01-03T17:13:23
782,215,1,106.02,26.5,32,2026-12-11T16:19:23
783,406,4,518.52,129.64,94,2026-08-02T19:02:46
784,715,1,148.32,37.08,710,2026-05-19T11:05:57
785,974,4,266.92,66.72,29,2026-04-01T10:06:45
786,956,4,190.8,47.72,219,2026-10-16T20:40:42
787,46,1,129.39,32.35,6,2026-11-10T17:10:26
788,161,1,127.52,31.88,565,2026-03-24T18:57:16
789,16,1,74.07,18.52,214,2026-06-09T19:37:27
790,949,4,107.56,26.88,666,2026-02-09T11:21:34
791,740,1,128.49,32.12,483,2026-02-27T16:45:54
792,32,1,144.39,36.1,348,2026-02-11T19:15:59
793,72,1,94.38,23.59,336,2026-01-27T10:30:25
794,615,2,247.7,61.92,720,2026-08-16T17:27:26
795,51,3,160.11,40.02,515,2026-07-05T13:30:22
796,9,3,125.97,31.5,318,2026-05-25T08:24:37
797,898,3,318.54,79.65,709,2026-02-25T19:48:31
798,346,3,403.14,100.77,531,2026-08-25T15:06:50
799,119,3,279.09,69.78,100,2026-01-12T16:01:04
800,582,4,429.0,107.24,339,2026-08-02T16:10:25
801,504,5,347.9,86.95,334,2026-05-09T19:18:05
802,924,3,413.4,103.35,286,2026-10-09T20:09:47
803,415,4,491.32,122.84,20,2026-12-12T08:04:21
804,839,1,49.55,12.39,686,2026-03-14T16:16:56
805,633,4,102.36,25.6,147,2026-02-14T19:36:42
806,518,1,58.33,14.58,6,2026-07-22T16:05:28
807,670,1,25.73,6.43,548,2026-05-08T14:23:36
808,484,2,214.64,53.66,232,2026-07-14T19:06:43
809,49,3,158.1,39.54,471,2026-06-02T08:50:31
810,443,1,30.44,7.61,469,2026-02-23T19:34:56
811,7,1,136.89,34.22,485,2026-03-17T12:23:23
812,468,4,133.36,33.36,641,2026-08-16T20:02:27
813,439,4,148.24,37.08,95,2026-03-18T20:14:19
814,601,1,53.66,13.41,11,2026-02-12T10:28:11
815,764,3,302.64,75.66,548,2026-04-14T15:58:17
816,804,1,136.39,34.1,695,2026-03-22T20:02:22
817,608,5,625.45,156.35,294,2026-11-25T14:37:47
818,868,5,742.85,185.7,553,2026-02-06T18:49:10
819,351,4,494.76,123.68,63,2026-07-04T19:00:55
820,573,5,124.9,31.25,367,2026-11-02T20:04:54
821,414,2,226.6,56.64,670,2026-12-08T15:03:14
822,924,3,421.56,105.39,634,2026-10-04T13:07:25
823,449,4,471.72,117.92,447,2026-03-19T14:56:51
824,356,5,658.75,164.7,198,2026-01-05T20:23:15
825,883,4,347.0,86.76,193,2026-01-20T10:11:20
826,895,3,200.25,50.07,563,2026-07-20T12:01:39
827,450,5,620.5,155.1,475,2026-11-28T16:31:58
828,100,5,694.6,173.65,652,2026-02-25T08:03:40
829,5,4,282.56,70.64,553,2026-09-10T11:54:45
830,774,5,250.45,62.6,28,2026-05-14T08:14:44
831,832,3,386.25,96.57,732,2026-01-23T16:38:44
832,874,4,541.56,135.4,394,2026-10-28T18:15:30
833,382,5,617.9,154.45,292,2026-08-20T08:40:53
834,970,3,351.54,87.9,249,2026-05-16T08:08:31
835,671,5,475.0,118.75,164,2026-07-09T13:07:12
836,5,1,61.68,15.42,646,2026-02-20T16:59:20
837,938,4,250.76,62.68,494,2026-09-17T20:00:34
838,290,2,166.02,41.5,25,2026-03-17T10:32:20
839,803,1,77.77,19.44,353,2026-04-06T08:23:44
840,144,5,334.45,83.6,328,2026-01-04T11:21:10
841,259,4,121.92,30.48,449,2026-11-25T20:22:00
842,737,3,107.61,26.91,638,2026-09-21T12:05:32
843,26,3,351.99,87.99,297,2026-03-01T19:59:52
844,4,4,214.32,53.56,43,2026-12-12T09:21:27
845,595,5,694.25,173.55,218,2026-03-16T14:44:39
846,149,4,372.12,93.04,598,2026-08-08T16:29:53
847,627,2,50.94,12.74,155,2026-03-28T11:38:03
848,385,1,67.71,16.93,204,2026-01-15T09:09:19
849,850,1,46.47,11.62,211,2026-10-03T10:41:20
850,549,1,93.77,23.44,441,2026-10-10T11:27:19
851,213,4,261.96,65.48,710,2026-02-22T12:57:47
852,323,5,733.7,183.45,287,2026-07-18T20:07:23
853,33,5,479.4,119.85,112,2026-07-23T11:50:41
854,952,1,89.43,22.36,633,2026-07-25T11:15:43
855,778,1,36.73,9.18,9,2026-03-26T11:15:52
856,228,5,441.35,110.35,246,2026-11-19T14:00:49
857,149,3,70.56,17.64,744,2026-08-01T12:00:01
858,797,3,155.61,38.91,560,2026-07-14T16:19:29
859,42,4,419.2,104.8,399,2026-12-06T15:20:30
860,752,5,493.9,123.5,437,2026-07-17T08:22:13
861,498,2,177.78,44.44,569,2026-04-07T08:36:29
862,31,1,99.13,24.78,595,2026-05-15T15:03:40
863,704,4,268.2,67.04,537,2026-03-04T08:36:32
864,677,4,516.52,129.12,414,2026-09-22T10:32:41
865,666,1,134.32,33.58,558,2026-01-01T14:49:56
866,921,4,523.84,130.96,517,2026-03-16T17:03:19
867,745,2,136.06,34.02,558,2026-07-11T16:59:01
868,433,5,604.55,151.15,694,2026-10-05T10:40:18
869,104,5,496.25,124.05,468,2026-01-07T09:02:35
870,64,5,237.9,59.45,573,2026-10-18T13:56:46
871,265,3,414.24,103.56,467,2026-05-18T11:12:16
872,427,3,270.27,67.56,709,2026-12-21T10:24:03
873,188,1,48.15,12.04,687,2026-07-23T14:47:46
874,425,3,81.87,20.46,656,2026-11-22T12:14:40
875,25,5,424.15,106.05,570,2026-12-07T15:33:11
876,945,3,335.37,83.85,247,2026-02-05T14:47:56
877,896,5,442.9,110.7,24,2026-02-11T20:20:31
878,554,1,50.54,12.63,451,2026-12-03T12:52:10
879,123,4,427.72,106.92,398,2026-05-16T17:38:17
880,740,3,156.03,39.0,114,2026-09-06T15:14:46
881,827,1,65.74,16.43,632,2026-07-14T10:02:33
882,317,1,139.81,34.95,452,2026-12-13T12:57:00
883,783,1,63.17,15.79,460,2026-07-13T10:07:38
884,630,4,345.72,86.44,325,2026-06-21T10:20:57
885,352,3,118.38,29.61,343,2026-07-15T10:39:11
886,587,5,135.65,33.9,475,2026-03-23T14:30:39
887,278,1,76.35,19.09,25,2026-06-25T12:06:14
888,530,2,153.96,38.5,239,2026-11-18T16:13:15
889,631,2,248.9,62.22,550,2026-03-05T13:41:56
890,259,4,417.56,104.4,432,2026-10-14T14:05:03
