id,name,opening_time,closing_time,is_open,user_id,cart_id,address_id,created_at,is_active
272,Pharmacie Centrale 272,08:30:00,20:30:00,True,272,272,272,2024-02-07T20:08:15,True
273,Pharmacie Al Kawtar 273,08:30:00,20:30:00,True,273,273,273,2025-09-19T13:29:51,True
274,Pharmacie Al Salam 274,08:30:00,20:30:00,True,274,274,274,2024-02-10T14:45:46,True
275,Pharmacie Al Kawtar 275,08:30:00,20:30:00,False,275,275,275,2025-10-03T10:20:41,True
276,Pharmacie Ibn Sina 276,08:30:00,20:30:00,False,276,276,276,2025-11-17T13:08:56,True
277,Pharmacie Al Salam 277,08:30:00,20:30:00,True,277,277,277,2024-07-17T08:53:07,True
278,Pharmacie Al Salam 278,08:30:00,20:30:00,True,278,278,278,2025-03-06T13:59:45,True
279,Pharmacie Al Anouar 279,08:30:00,20:30:00,True,279,279,279,2025-02-09T11:40:35,True
280,Pharmacie Atlas 280,08:30:00,20:30:00,True,280,280,280,2025-10-18T09:32:41,True
281,Pharmacie Centrale 281,08:30:00,20:30:00,True,281,281,281,2024-11-20T19:57:38,True
282,Pharmacie Al Amal 282,08:30:00,20:30:00,True,282,282,282,2024-02-02T18:49:36,True
283,Pharmacie Atlas 283,08:30:00,20:30:00,True,283,283,283,2025-10-21T08:31:56,True
284,Pharmacie Al Salam 284,08:30:00,20:30:00,True,284,284,284,2025-08-08T20:51:43,True
285,Pharmacie Marrakech 285,08:30:00,20:30:00,True,285,285,285,2025-02-23T08:10:28,True
286,Pharmacie Marrakech 286,08:30:00,20:30:00,False,286,286,286,2025-04-11T17:09:20,True
287,Pharmacie Al Amal 287,08:30:00,20:30:00,True,287,287,287,2025-03-25T13:32:35,True
288,Pharmacie Ibn Sina 288,08:30:00,20:30:00,True,288,288,288,2024-08-04T12:28:15,True
289,Pharmacie Centrale 289,08:30:00,20:30:00,True,289,289,289,2024-05-13T17:26:15,True
290,Pharmacie Centrale 290,08:30:00,20:30:00,True,290,290,290,2025-04-25T10:31:32,True
291,Pharmacie Al Kawtar 291,08:30:00,20:30:00,False,291,291,291,2025-08-01T09:25:32,True
292,Pharmacie Al Kawtar 292,08:30:00,20:30:00,True,292,292,292,2024-10-12T08:03:18,True
293,Pharmacie Al Kawtar 293,08:30:00,20:30:00,False,293,293,293,2025-09-01T09:27:08,True
294,Pharmacie Atlas 294,08:30:00,20:30:00,True,294,294,294,2025-06-02T14:03:36,True
295,Pharmacie Al Salam 295,08:30:00,20:30:00,True,295,295,295,2025-09-10T09:24:32,True
296,Pharmacie Al Kawtar 296,08:30:00,20:30:00,True,296,296,296,2024-03-04T14:23:50,True
297,Pharmacie Al Amal 297,08:30:00,20:30:00,True,297,297,297,2024-04-20T16:25:32,True
298,Pharmacie Al Shifa 298,08:30:00,20:30:00,True,298,298,298,2024-03-23T13:51:30,True
299,Pharmacie Al Salam 299,08:30:00,20:30:00,False,299,299,299,2024-10-17T10:20:59,True
300,Pharmacie Anfa 300,08:30:00,20:30:00,True,300,300,300,2024-07-20T19:53:19,True
301,Pharmacie Anfa 301,08:30:00,20:30:00,True,301,301,301,2025-12-19T12:30:52,True
302,Pharmacie Al Shifa 302,08:30:00,20:30:00,True,302,302,302,2025-11-04T14:37:19,True
303,Pharmacie Al Shifa 303,08:30:00,20:30:00,False,303,303,303,2025-11-26T20:37:36,True
304,Pharmacie Al Anouar 304,08:30:00,20:30:00,True,304,304,304,2025-03-17T18:46:39,True
305,Pharmacie Marrakech 305,08:30:00,20:30:00,True,305,305,305,2024-01-19T19:07:12,True
306,Pharmacie Al Shifa 306,08:30:00,20:30:00,False,306,306,306,2025-07-05T14:44:13,True
307,Pharmacie Marrakech 307,08:30:00,20:30:00,False,307,307,307,2024-12-05T16:13:35,True
308,Pharmacie Al Amal 308,08:30:00,20:30:00,False,308,308,308,2025-06-06T15:58:34,True
309,Pharmacie Al Amal 309,08:30:00,20:30:00,True,309,309,309,2025-10-16T11:15:17,True
310,Pharmacie Al Salam 310,08:30:00,20:30:00,True,310,310,310,2024-05-25T12:45:13,True
311,Pharmacie Al Kawtar 311,08:30:00,20:30:00,True,311,311,311,2025-06-18T20:46:17,True
312,Pharmacie Atlas 312,08:30:00,20:30:00,True,312,312,312,2025-07-27T13:49:51,True
313,Pharmacie Centrale 313,08:30:00,20:30:00,True,313,313,313,2024-05-23T09:22:59,True
314,Pharmacie Al Kawtar 314,08:30:00,20:30:00,True,314,314,314,2025-04-07T16:17:59,True
315,Pharmacie Al Salam 315,08:30:00,20:30:00,True,315,315,315,2024-02-20T19:37:15,True
316,Pharmacie Al Anouar 316,08:30:00,20:30:00,True,316,316,316,2024-11-08T08:06:26,True
317,Pharmacie Al Amal 317,08:30:00,20:30:00,False,317,317,317,2024-11-25T10:00:35,True
318,Pharmacie Centrale 318,08:30:00,20:30:00,False,318,318,318,2025-08-21T11:48:18,True
319,Pharmacie Al Amal 319,08:30:00,20:30:00,True,319,319,319,2024-02-21T17:14:34,True
320,Pharmacie Al Shifa 320,08:30:00,20:30:00,True,320,320,320,2025-03-02T14:50:31,True
321,Pharmacie Centrale 321,08:30:00,20:30:00,True,321,321,321,2024-01-10T17:38:06,True
322,Pharmacie Al Amal 322,08:30:00,20:30:00,True,322,322,322,2025-11-18T16:31:56,True
323,Pharmacie Centrale 323,08:30:00,20:30:00,False,323,323,323,2025-04-26T09:21:10,True
324,Pharmacie Al Kawtar 324,08:30:00,20:30:00,True,324,324,324,2024-01-24T13:50:18,True
325,Pharmacie Anfa 325,08:30:00,20:30:00,True,325,325,325,2024-10-28T18:57:25,True
326,Pharmacie Marrakech 326,08:30:00,20:30:00,True,326,326,326,2024-07-22T09:11:08,True
327,Pharmacie Al Kawtar 327,08:30:00,20:30:00,True,327,327,327,2024-01-09T14:15:28,True
328,Pharmacie Atlas 328,08:30:00,20:30:00,True,328,328,328,2025-10-24T17:00:16,True
329,Pharmacie Al Amal 329,08:30:00,20:30:00,True,329,329,329,2024-11-04T15:19:10,True
330,Pharmacie Marrakech 330,08:30:00,20:30:00,True,330,330,330,2024-11-10T13:39:14,True
331,Pharmacie Al Anouar 331,08:30:00,20:30:00,True,331,331,331,2025-03-15T19:38:23,True
332,Pharmacie Marrakech 332,08:30:00,20:30:00,False,332,332,332,2024-04-22T20:38:55,True
333,Pharmacie Ibn Sina 333,08:30:00,20:30:00,False,333,333,333,2025-02-19T09:03:53,True
334,Pharmacie Al Salam 334,08:30:00,20:30:00,True,334,334,334,2024-03-11T16:28:07,True
335,Pharmacie Al Anouar 335,08:30:00,20:30:00,False,335,335,335,2024-09-15T20:03:29,True
336,Pharmacie Centrale 336,08:30:00,20:30:00,False,336,336,336,2025-10-02T16:29:43,True
337,Pharmacie Atlas 337,08:30:00,20:30:00,True,337,337,337,2025-05-27T08:47:13,True
338,Pharmacie Anfa 338,08:30:00,20:30:00,True,338,338,338,2024-07-12T19:04:34,True
339,Pharmacie Al Shifa 339,08:30:00,20:30:00,True,339,339,339,2025-01-10T14:11:49,True
340,Pharmacie Centrale 340,08:30:00,20:30:00,False,340,340,340,2025-07-15T14:24:05,True
341,Pharmacie Al Salam 341,08:30:00,20:30:00,True,341,341,341,2025-02-06T16:25:33,True
342,Pharmacie Centrale 342,08:30:00,20:30:00,True,342,342,342,2024-01-10T15:43:46,True
343,Pharmacie Al Salam 343,08:30:00,20:30:00,False,343,343,343,2025-04-08T15:22:09,True
344,Pharmacie Atlas 344,08:30:00,20:30:00,True,344,344,344,2024-01-26T18:26:39,True
345,Pharmacie Al Shifa 345,08:30:00,20:30:00,True,345,345,345,2024-02-04T17:02:28,True
346,Pharmacie Anfa 346,08:30:00,20:30:00,True,346,346,346,2024-12-02T14:28:14,True
347,Pharmacie Al Salam 347,08:30:00,20:30:00,True,347,347,347,2024-03-17T12:14:52,True
348,Pharmacie Anfa 348,08:30:00,20:30:00,True,348,348,348,2025-04-10T10:42:33,True
349,Pharmacie Al Anouar 349,08:30:00,20:30:00,False,349,349,349,2025-05-02T16:37:56,True
350,Pharmacie Centrale 350,08:30:00,20:30:00,False,350,350,350,2025-01-12T18:42:24,True
351,Pharmacie Al Salam 351,08:30:00,20:30:00,True,351,351,351,2025-07-05T12:24:11,True
352,Pharmacie Al Salam 352,08:30:00,20:30:00,False,352,352,352,2024-04-10T19:09:51,True
353,Pharmacie Al Kawtar 353,08:30:00,20:30:00,True,353,353,353,2025-07-18T16:08:24,True
354,Pharmacie Al Anouar 354,08:30:00,20:30:00,True,354,354,354,2024-06-21T09:59:28,True
355,Pharmacie Al Amal 355,08:30:00,20:30:00,True,355,355,355,2024-01-09T14:43:38,True
356,Pharmacie Anfa 356,08:30:00,20:30:00,True,356,356,356,2024-04-26T20:37:46,True
357,Pharmacie Al Salam 357,08:30:00,20:30:00,True,357,357,357,2025-04-28T13:19:58,True
358,Pharmacie Al Shifa 358,08:30:00,20:30:00,True,358,358,358,2024-12-04T19:48:30,True
359,Pharmacie Al Anouar 359,08:30:00,20:30:00,True,359,359,359,2025-04-18T13:49:18,True
360,Pharmacie Marrakech 360,08:30:00,20:30:00,False,360,360,360,2025-05-09T13:32:56,True
361,Pharmacie Al Kawtar 361,08:30:00,20:30:00,False,361,361,361,2024-12-16T20:53:20,True
362,Pharmacie Al Anouar 362,08:30:00,20:30:00,True,362,362,362,2025-07-02T17:55:14,True
363,Pharmacie Centrale 363,08:30:00,20:30:00,True,363,363,363,2025-09-19T17:46:26,True
364,Pharmacie Atlas 364,08:30:00,20:30:00,True,364,364,364,2024-06-08T14:36:53,True
365,Pharmacie Al Anouar 365,08:30:00,20:30:00,False,365,365,365,2025-05-25T15:46:41,True
366,Pharmacie Al Kawtar 366,08:30:00,20:30:00,False,366,366,366,2024-12-26T13:10:08,True
367,Pharmacie Al Salam 367,08:30:00,20:30:00,False,367,367,367,2024-09-21T08:33:02,True
368,Pharmacie Ibn Sina 368,08:30:00,20:30:00,True,368,368,368,2024-07-05T18:14:04,True
369,Pharmacie Centrale 369,08:30:00,20:30:00,True,369,369,369,2024-09-15T13:03:39,True
370,Pharmacie Anfa 370,08:30:00,20:30:00,False,370,370,370,2025-01-01T16:35:26,True
371,Pharmacie Al Shifa 371,08:30:00,20:30:00,True,371,371,371,2025-09-10T08:32:52,True
372,Pharmacie Marrakech 372,08:30:00,20:30:00,True,372,372,372,2024-02-17T10:15:12,True
373,Pharmacie Anfa 373,08:30:00,20:30:00,True,373,373,373,2025-05-26T14:05:23,True
374,Pharmacie Marrakech 374,08:30:00,20:30:00,False,374,374,374,2024-12-08T12:43:52,True
375,Pharmacie Ibn Sina 375,08:30:00,20:30:00,True,375,375,375,2024-07-13T14:35:30,True
376,Pharmacie Al Shifa 376,08:30:00,20:30:00,True,376,376,376,2024-02-16T14:41:50,True
377,Pharmacie Al Amal 377,08:30:00,20:30:00,True,377,377,377,2024-04-07T19:56:36,True
378,Pharmacie Al Kawtar 378,08:30:00,20:30:00,True,378,378,378,2024-02-22T12:57:34,True
379,Pharmacie Anfa 379,08:30:00,20:30:00,True,379,379,379,2024-06-01T11:37:09,True
380,Pharmacie Marrakech 380,08:30:00,20:30:00,True,380,380,380,2025-03-19T11:36:53,True
381,Pharmacie Marrakech 381,08:30:00,20:30:00,True,381,381,381,2025-12-05T20:44:46,True
382,Pharmacie Ibn Sina 382,08:30:00,20:30:00,True,382,382,382,2024-02-14T11:53:04,True
383,Pharmacie Al Amal 383,08:30:00,20:30:00,False,383,383,383,2025-01-21T12:50:28,True
384,Pharmacie Al Kawtar 384,08:30:00,20:30:00,True,384,384,384,2025-09-13T14:11:43,True
385,Pharmacie Anfa 385,08:30:00,20:30:00,False,385,385,385,2024-10-10T20:15:45,True
386,Pharmacie Ibn Sina 386,08:30:00,20:30:00,True,386,386,386,2025-03-13T19:50:40,True
387,Pharmacie Centrale 387,08:30:00,20:30:00,False,387,387,387,2025-06-04T09:00:19,True
388,Pharmacie Al Kawtar 388,08:30:00,20:30:00,True,388,388,388,2025-02-05T09:11:27,True
389,Pharmacie Al Kawtar 389,08:30:00,20:30:00,False,389,389,389,2024-01-03T13:35:05,True
390,Pharmacie Anfa 390,08:30:00,20:30:00,True,390,390,390,2025-01-10T14:24:49,True
391,Pharmacie Ibn Sina 391,08:30:00,20:30:00,True,391,391,391,2024-11-13T10:08:17,True
392,Pharmacie Atlas 392,08:30:00,20:30:00,True,392,392,392,2025-03-03T10:27:17,True
393,Pharmacie Marrakech 393,08:30:00,20:30:00,True,393,393,393,2025-02-12T12:15:46,True
394,Pharmacie Al Kawtar 394,08:30:00,20:30:00,True,394,394,394,2025-02-05T12:00:25,True
395,Pharmacie Al Amal 395,08:30:00,20:30:00,False,395,395,395,2025-08-11T14:52:52,True
396,Pharmacie Anfa 396,08:30:00,20:30:00,True,396,396,396,2025-06-20T19:12:30,True
397,Pharmacie Al Amal 397,08:30:00,20:30:00,True,397,397,397,2025-06-10T19:44:40,True
398,Pharmacie Al Kawtar 398,08:30:00,20:30:00,True,398,398,398,2025-07-09T20:25:23,True
399,Pharmacie Ibn Sina 399,08:30:00,20:30:00,True,399,399,399,2024-11-25T16:01:46,True
400,Pharmacie Al Kawtar 400,08:30:00,20:30:00,True,400,400,400,2025-05-27T19:04:52,True
401,Pharmacie Marrakech 401,08:30:00,20:30:00,False,401,401,401,2024-11-10T11:16:42,True
402,Pharmacie Centrale 402,08:30:00,20:30:00,False,402,402,402,2025-02-15T17:30:37,True
403,Pharmacie Marrakech 403,08:30:00,20:30:00,False,403,403,403,2024-06-23T20:34:38,True
404,Pharmacie Ibn Sina 404,08:30:00,20:30:00,True,404,404,404,2024-11-22T13:10:41,True
405,Pharmacie Anfa 405,08:30:00,20:30:00,True,405,405,405,2025-06-26T14:06:00,True
406,Pharmacie Ibn Sina 406,08:30:00,20:30:00,True,406,406,406,2024-09-24T16:35:37,True
407,Pharmacie Anfa 407,08:30:00,20:30:00,True,407,407,407,2025-06-13T15:49:43,True
408,Pharmacie Anfa 408,08:30:00,20:30:00,True,408,408,408,2025-01-16T09:18:26,True
409,Pharmacie Ibn Sina 409,08:30:00,20:30:00,True,409,409,409,2024-06-10T13:29:50,True
410,Pharmacie Al Anouar 410,08:30:00,20:30:00,False,410,410,410,2025-08-04T15:46:44,True
411,Pharmacie Al Kawtar 411,08:30:00,20:30:00,True,411,411,411,2024-05-02T20:45:07,True
412,Pharmacie Al Shifa 412,08:30:00,20:30:00,True,412,412,412,2024-11-26T10:59:47,True
413,Pharmacie Al Anouar 413,08:30:00,20:30:00,True,413,413,413,2024-06-18T14:29:14,True
414,Pharmacie Marrakech 414,08:30:00,20:30:00,True,414,414,414,2024-11-22T14:25:01,True
415,Pharmacie Anfa 415,08:30:00,20:30:00,True,415,415,415,2025-10-14T14:00:45,True
416,Pharmacie Al Anouar 416,08:30:00,20:30:00,True,416,416,416,2025-12-26T20:04:36,True
417,Pharmacie Ibn Sina 417,08:30:00,20:30:00,True,417,417,417,2025-06-07T15:07:16,True
418,Pharmacie Al Kawtar 418,08:30:00,20:30:00,True,418,418,418,2025-10-13T17:07:22,True
419,Pharmacie Al Amal 419,08:30:00,20:30:00,False,419,419,419,2024-11-23T20:19:58,True
420,Pharmacie Anfa 420,08:30:00,20:30:00,True,420,420,420,2024-06-04T11:19:07,True
421,Pharmacie Centrale 421,08:30:00,20:30:00,True,421,421,421,2024-09-13T14:38:08,True
422,Pharmacie Anfa 422,08:30:00,20:30:00,False,422,422,422,2025-03-16T18:34:44,True
423,Pharmacie Centrale 423,08:30:00,20:30:00,True,423,423,423,2025-05-05T10:20:53,True
424,Pharmacie Al Kawtar 424,08:30:00,20:30:00,True,424,424,424,2025-01-16T10:12:52,True
425,Pharmacie Marrakech 425,08:30:00,20:30:00,False,425,425,425,2025-11-16T14:45:53,True
426,Pharmacie Al Kawtar 426,08:30:00,20:30:00,False,426,426,426,2024-02-19T08:50:48,True
427,Pharmacie Al Anouar 427,08:30:00,20:30:00,True,427,427,427,2024-05-08T16:18:10,True
428,Pharmacie Al Kawtar 428,08:30:00,20:30:00,False,428,428,428,2024-10-04T12:49:34,True
429,Pharmacie Al Amal 429,08:30:00,20:30:00,True,429,429,429,2025-09-07T14:06:47,True
430,Pharmacie Al Anouar 430,08:30:00,20:30:00,True,430,430,430,2024-08-09T13:55:52,True
431,Pharmacie Ibn Sina 431,08:30:00,20:30:00,False,431,431,431,2024-04-07T20:47:37,True
432,Pharmacie Al Amal 432,08:30:00,20:30:00,False,432,432,432,2024-10-05T20:13:52,True
433,Pharmacie Al Anouar 433,08:30:00,20:30:00,True,433,433,433,2025-09-09T17:34:10,True
434,Pharmacie Al Amal 434,08:30:00,20:30:00,True,434,434,434,2025-10-09T16:57:43,True
435,Pharmacie Ibn Sina 435,08:30:00,20:30:00,True,435,435,435,2025-01-09T18:08:44,True
436,Pharmacie Centrale 436,08:30:00,20:30:00,True,436,436,436,2024-12-11T11:48:53,True
437,Pharmacie Marrakech 437,08:30:00,20:30:00,False,437,437,437,2024-10-21T12:40:26,True
438,Pharmacie Marrakech 438,08:30:00,20:30:00,False,438,438,438,2024-11-26T20:05:25,True
439,Pharmacie Al Salam 439,08:30:00,20:30:00,True,439,439,439,2025-08-16T13:37:00,True
440,Pharmacie Ibn Sina 440,08:30:00,20:30:00,False,440,440,440,2025-02-26T16:25:13,True
441,Pharmacie Marrakech 441,08:30:00,20:30:00,True,441,441,441,2025-05-11T12:21:35,True
442,Pharmacie Anfa 442,08:30:00,20:30:00,True,442,442,442,2025-06-22T20:03:02,True
443,Pharmacie Ibn Sina 443,08:30:00,20:30:00,False,443,443,443,2024-02-28T10:28:29,True
444,Pharmacie Al Shifa 444,08:30:00,20:30:00,False,444,444,444,2024-12-05T18:19:10,True
445,Pharmacie Atlas 445,08:30:00,20:30:00,True,445,445,445,2025-05-03T13:42:57,True
446,Pharmacie Centrale 446,08:30:00,20:30:00,True,446,446,446,2025-11-10T19:44:48,True
447,Pharmacie Al Anouar 447,08:30:00,20:30:00,False,447,447,447,2024-12-04T08:13:30,True
448,Pharmacie Ibn Sina 448,08:30:00,20:30:00,True,448,448,448,2024-09-22T15:00:00,True
449,Pharmacie Al Amal 449,08:30:00,20:30:00,True,449,449,449,2025-12-05T15:04:14,True
450,Pharmacie Marrakech 450,08:30:00,20:30:00,True,450,450,450,2024-02-11T13:56:19,True
451,Pharmacie Centrale 451,08:30:00,20:30:00,False,451,451,451,2024-11-22T10:04:33,True
452,Pharmacie Anfa 452,08:30:00,20:30:00,True,452,452,452,2024-08-12T19:13:40,True
453,Pharmacie Centrale 453,08:30:00,20:30:00,False,453,453,453,2025-04-03T09:08:48,True
454,Pharmacie Ibn Sina 454,08:30:00,20:30:00,False,454,454,454,2025-07-11T20:08:15,True
455,Pharmacie Atlas 455,08:30:00,20:30:00,True,455,455,455,2024-09-20T17:46:38,True
456,Pharmacie Atlas 456,08:30:00,20:30:00,True,456,456,456,2025-04-17T17:32:12,True
457,Pharmacie Marrakech 457,08:30:00,20:30:00,True,457,457,457,2024-04-16T14:07:15,True
458,Pharmacie Al Kawtar 458,08:30:00,20:30:00,True,458,458,458,2024-06-11T10:24:55,True
459,Pharmacie Anfa 459,08:30:00,20:30:00,False,459,459,459,2025-09-22T10:48:30,True
460,Pharmacie Ibn Sina 460,08:30:00,20:30:00,True,460,460,460,2024-01-09T11:02:59,True
461,Pharmacie Al Shifa 461,08:30:00,20:30:00,False,461,461,461,2025-11-23T16:49:26,True
462,Pharmacie Marrakech 462,08:30:00,20:30:00,False,462,462,462,2024-11-18T16:39:09,True
463,Pharmacie Atlas 463,08:30:00,20:30:00,True,463,463,463,2025-02-17T11:51:09,True
464,Pharmacie Al Salam 464,08:30:00,20:30:00,True,464,464,464,2025-10-21T20:53:41,True
465,Pharmacie Ibn Sina 465,08:30:00,20:30:00,True,465,465,465,2025-12-28T11:03:15,True
466,Pharmacie Ibn Sina 466,08:30:00,20:30:00,False,466,466,466,2024-08-20T17:03:19,True
467,Pharmacie Centrale 467,08:30:00,20:30:00,True,467,467,467,2024-12-05T19:00:10,True
468,Pharmacie Al Kawtar 468,08:30:00,20:30:00,True,468,468,468,2025-03-12T10:47:49,True
469,Pharmacie Atlas 469,08:30:00,20:30:00,True,469,469,469,2024-06-26T14:17:33,True
470,Pharmacie Ibn Sina 470,08:30:00,20:30:00,True,470,470,470,2024-08-15T16:23:03,True
471,Pharmacie Al Kawtar 471,08:30:00,20:30:00,True,471,471,471,2025-03-09T20:06:57,True
472,Pharmacie Anfa 472,08:30:00,20:30:00,True,472,472,472,2024-12-17T08:02:54,True
473,Pharmacie Al Shifa 473,08:30:00,20:30:00,True,473,473,473,2024-08-12T14:58:09,True
474,Pharmacie Centrale 474,08:30:00,20:30:00,True,474,474,474,2025-04-11T11:26:58,True
475,Pharmacie Al Amal 475,08:30:00,20:30:00,True,475,475,475,2024-10-12T09:32:43,True
476,Pharmacie Al Shifa 476,08:30:00,20:30:00,True,476,476,476,2024-09-02T14:04:56,True
477,Pharmacie Al Kawtar 477,08:30:00,20:30:00,True,477,477,477,2025-06-03T16:29:00,True
478,Pharmacie Al Amal 478,08:30:00,20:30:00,True,478,478,478,2025-10-26T12:47:39,True
479,Pharmacie Al Anouar 479,08:30:00,20:30:00,False,479,479,479,2025-10-16T20:49:12,True
480,Pharmacie Al Salam 480,08:30:00,20:30:00,True,480,480,480,2024-01-14T08:14:34,True
481,Pharmacie Al Amal 481,08:30:00,20:30:00,True,481,481,481,2025-01-25T18:24:54,True
482,Pharmacie Atlas 482,08:30:00,20:30:00,True,482,482,482,2024-09-08T14:31:03,True
483,Pharmacie Centrale 483,08:30:00,20:30:00,True,483,483,483,2024-01-08T16:26:44,True
484,Pharmacie Al Amal 484,08:30:00,20:30:00,False,484,484,484,2024-10-04T16:08:40,True
485,Pharmacie Marrakech 485,08:30:00,20:30:00,True,485,485,485,2024-07-22T10:15:18,True
486,Pharmacie Atlas 486,08:30:00,20:30:00,True,486,486,486,2025-12-27T19:20:20,True
487,Pharmacie Al Kawtar 487,08:30:00,20:30:00,True,487,487,487,2024-02-07T10:49:49,True
488,Pharmacie Anfa 488,08:30:00,20:30:00,True,488,488,488,2024-02-06T15:29:20,True
489,Pharmacie Marrakech 489,08:30:00,20:30:00,True,489,489,489,2025-04-15T12:29:16,True
490,Pharmacie Ibn Sina 490,08:30:00,20:30:00,True,490,490,490,2024-11-10T19:44:38,True
491,Pharmacie Al Shifa 491,08:30:00,20:30:00,True,491,491,491,2025-03-03T19:15:22,True
492,Pharmacie Marrakech 492,08:30:00,20:30:00,True,492,492,492,2025-05-27T10:01:25,True
493,Pharmacie Al Kawtar 493,08:30:00,20:30:00,True,493,493,493,2024-08-04T20:50:08,True
494,Pharmacie Ibn Sina 494,08:30:00,20:30:00,True,494,494,494,2024-04-05T11:52:25,True
495,Pharmacie Al Amal 495,08:30:00,20:30:00,True,495,495,495,2025-02-01T09:12:57,True
496,Pharmacie Al Kawtar 496,08:30:00,20:30:00,True,496,496,496,2024-06-04T08:29:03,True
497,Pharmacie Centrale 497,08:30:00,20:30:00,False,497,497,497,2025-08-01T14:43:27,True
498,Pharmacie Centrale 498,08:30:00,20:30:00,True,498,498,498,2024-03-09T12:28:56,True
499,Pharmacie Centrale 499,08:30:00,20:30:00,True,499,499,499,2024-11-10T15:26:56,True
500,Pharmacie Al Salam 500,08:30:00,20:30:00,False,500,500,500,2024-02-09T14:08:26,True
501,Pharmacie Al Anouar 501,08:30:00,20:30:00,True,501,501,501,2024-07-26T19:22:30,True
502,Pharmacie Al Salam 502,08:30:00,20:30:00,False,502,502,502,2025-10-17T13:24:17,True
503,Pharmacie Centrale 503,08:30:00,20:30:00,True,503,503,503,2025-10-08T08:57:51,True
504,Pharmacie Atlas 504,08:30:00,20:30:00,True,504,504,504,2025-09-12T20:37:14,True
505,Pharmacie Centrale 505,08:30:00,20:30:00,True,505,505,505,2024-11-08T12:34:52,True
506,Pharmacie Al Shifa 506,08:30:00,20:30:00,True,506,506,506,2025-06-27T10:11:15,True
507,Pharmacie Anfa 507,08:30:00,20:30:00,True,507,507,507,2025-10-01T19:44:22,True
508,Pharmacie Anfa 508,08:30:00,20:30:00,True,508,508,508,2024-08-18T12:11:31,True
509,Pharmacie Al Shifa 509,08:30:00,20:30:00,True,509,509,509,2024-04-20T11:01:33,True
510,Pharmacie Al Kawtar 510,08:30:00,20:30:00,True,510,510,510,2025-10-07T20:08:21,True
511,Pharmacie Centrale 511,08:30:00,20:30:00,True,511,511,511,2024-01-05T17:45:58,True
512,Pharmacie Centrale 512,08:30:00,20:30:00,True,512,512,512,2025-02-12T19:42:25,True
513,Pharmacie Anfa 513,08:30:00,20:30:00,True,513,513,513,2025-05-11T10:10:46,True
514,Pharmacie Marrakech 514,08:30:00,20:30:00,False,514,514,514,2025-03-23T16:44:56,True
515,Pharmacie Anfa 515,08:30:00,20:30:00,True,515,515,515,2024-11-19T10:24:19,True
516,Pharmacie Atlas 516,08:30:00,20:30:00,True,516,516,516,2024-12-01T19:36:25,True
517,Pharmacie Anfa 517,08:30:00,20:30:00,True,517,517,517,2024-10-11T20:39:14,True
518,Pharmacie Anfa 518,08:30:00,20:30:00,True,518,518,518,2025-03-11T19:04:15,True
519,Pharmacie Al Amal 519,08:30:00,20:30:00,True,519,519,519,2024-11-03T19:42:40,True
520,Pharmacie Al Amal 520,08:30:00,20:30:00,False,520,520,520,2024-05-07T11:44:04,True
521,Pharmacie Al Amal 521,08:30:00,20:30:00,True,521,521,521,2024-12-01T08:24:28,True
522,Pharmacie Marrakech 522,08:30:00,20:30:00,True,522,522,522,2025-08-13T13:34:24,True
523,Pharmacie Ibn Sina 523,08:30:00,20:30:00,False,523,523,523,2024-03-15T09:51:54,True
524,Pharmacie Al Shifa 524,08:30:00,20:30:00,True,524,524,524,2024-06-09T09:04:21,True
525,Pharmacie Centrale 525,08:30:00,20:30:00,False,525,525,525,2024-12-03T16:57:05,True
526,Pharmacie Al Amal 526,08:30:00,20:30:00,False,526,526,526,2024-07-21T10:38:56,True
527,Pharmacie Marrakech 527,08:30:00,20:30:00,True,527,527,527,2024-02-11T11:12:26,True
528,Pharmacie Al Salam 528,08:30:00,20:30:00,True,528,528,528,2025-05-08T09:03:25,True
529,Pharmacie Anfa 529,08:30:00,20:30:00,False,529,529,529,2024-01-12T08:27:05,True
530,Pharmacie Atlas 530,08:30:00,20:30:00,False,530,530,530,2024-02-01T11:10:40,True
531,Pharmacie Atlas 531,08:30:00,20:30:00,True,531,531,531,2025-02-10T20:25:30,True
532,Pharmacie Al Kawtar 532,08:30:00,20:30:00,True,532,532,532,2024-11-18T14:11:23,True
533,Pharmacie Marrakech 533,08:30:00,20:30:00,True,533,533,533,2024-08-02T12:28:29,True
534,Pharmacie Atlas 534,08:30:00,20:30:00,True,534,534,534,2025-10-02T10:48:44,True
535,Pharmacie Ibn Sina 535,08:30:00,20:30:00,True,535,535,535,2025-09-14T20:37:14,True
536,Pharmacie Al Salam 536,08:30:00,20:30:00,True,536,536,536,2025-09-14T16:43:55,True
537,Pharmacie Al Kawtar 537,08:30:00,20:30:00,True,537,537,537,2025-05-03T14:57:54,True
538,Pharmacie Al Shifa 538,08:30:00,20:30:00,True,538,538,538,2024-08-06T10:13:51,True
539,Pharmacie Al Anouar 539,08:30:00,20:30:00,True,539,539,539,2024-07-03T18:27:12,True
540,Pharmacie Centrale 540,08:30:00,20:30:00,True,540,540,540,2025-12-26T09:05:24,True
541,Pharmacie Al Salam 541,08:30:00,20:30:00,False,541,541,541,2025-05-17T15:58:55,True
542,Pharmacie Al Shifa 542,08:30:00,20:30:00,False,542,542,542,2024-07-05T10:36:37,True
543,Pharmacie Anfa 543,08:30:00,20:30:00,True,543,543,543,2024-10-25T09:50:18,True
